,ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT,len_content
3514,CNTS_200000000008155,맛챙럼,낯도많이가리고 사진찍는것도 처음이라 조금 걱정했는데 친절하고 편하게 말씀도 많이해주셔서 재밌게 찍고왔어요 사진도 너무 예쁘게나와서 제주여행내내 기분좋았네요ㅎㅎ 감사해요 담에 친구데리고 또 가고싶어요,kakao,5.0,20.10.15.,110
3511,CNTS_200000000008155,Soul.J,좋은 사진은 경이로운 풍경 아름다운 피사체 그리고사진을 담은 작가의 진솔한 마음으로 이뤄진다고 하지요 작가님이 사진 찍을때 어색함을 편하게 풀어주시고 진심이 담긴 사진을 받았습니다 ,kakao,5.0,21.04.01.,101
3512,CNTS_200000000008155,mo,생각없이 간 곳인데 너무 많은 걸 얻고 나옵니다 사진찍는 과정과 완성된 내 모습이 담긴 사진들을 손에 쥐는게 특별한 경험이네요 사진 모두 마음에 들어요,kakao,5.0,21.02.05.,84
3508,CNTS_200000000008155,가성비 따지는 깐깐징어,예약한 나 자신 매우 칭찬해 이번 여행 중 제일 맘에 든 스팟이었어요 둘이 함께 한 제대로 된 사진 평생 간직할께요,kakao,5.0,22.03.28.,64
3506,CNTS_200000000008155,믄지,여행중 남편과 제일 만족했던 코스 중 하나예요 사진 촬영 과정도 결과물도 모두 마음에 들었어요 ,kakao,5.0,22.06.14.,53
3513,CNTS_200000000008155,오,가격 합리적알차게 찍어줌보정 안해줌 근데 컨셉임사진 찍을깨 왕 신나게 해주심,kakao,5.0,20.12.14.,42
3505,CNTS_200000000008155,예림Mae,오랜만에 가족끼리 너무 좋은 시간 이였어요 추천합니당,kakao,5.0,22.07.16.,29
3516,CNTS_200000000008155,우상욱,최고,kakao,5.0,19.05.20.,2
3507,CNTS_200000000008155,메뉴, ,kakao,5.0,22.05.29.,1
3515,CNTS_200000000008155,✔️, ,kakao,4.0,20.10.04.,1
3510,CNTS_200000000008155,safety,그냥 레저스포츠 라고 생각하심이하지마세요 쌈마이로 하실거 아니면,kakao,1.0,21.10.06.,35
16383,CNTS_200000000008053,MK,말이랑 젖소랑 따스한 햇볕아래 넓은 들판에 여유롭게 풀 뜯고 누워있는 모습을 보니 너무 좋았어요 말타기 먹이주기 체험 같은것들로 돈벌자고 동물들 괴롭히지 않고 그냥 자연속에 있는 자연스러운 모습을 보니 더 좋았어요 음료도 맛있었네요,kakao,5.0,21.02.06.,129
16358,CNTS_200000000008053,보노보노,초록 초원에 말들이 노는 풍경이 평화로워요규모가 크진 않은데 주변 풍경과 어우려져 더 멋있는 느낌 주차장은 우유부단으로 찍고 가세요우유 아이스크림이랑 땅콩밀크티 맛은 평범했어요,kakao,5.0,22.05.07.,98
16365,CNTS_200000000008053,dy,말을 보고싶다면 지나가는 길이라면 들려도 좋을 것 같아요 옆에 있는 우유부단 카페도 함께 들리는것 같아요,kakao,5.0,22.01.13.,58
16388,CNTS_200000000008053,그렇군요,여긴 관광지가 아니라 성지입니다 임피제 신부님이 한 평생 제주도를 위해 몸과 마음을 헌신하신 곳입니다,kakao,5.0,20.11.15.,56
16344,CNTS_200000000008053,smile,넓게 트여있고 근처의 자연경관도 정말 멋져요목장에서 아이스크림 먹고근처에 성당가는 길이 좋아요,kakao,5.0,22.10.22.,52
16363,CNTS_200000000008053,미식한 고독가,부지 엄청 넓고 산책하기 좋네요주차는 우유부단 아니면 성이시돌목장센터에 하면 될 듯 합니다,kakao,5.0,22.02.18.,50
16391,CNTS_200000000008053,욤~,속 시원한 가을바람이랑 탁 트인 경관이 좋았어요 그리고 우유랑 아이스크림 개존맛,kakao,5.0,20.10.14.,44
16361,CNTS_200000000008053,김선미,지나가는길에들리기 아이스크림맛있음 무료 말과 풍경 잠시 기지개하기 좋은곳,kakao,5.0,22.02.20.,40
16385,CNTS_200000000008053,프로가되자,관광지로 의미를 부여하면 점수가 낮을수밖에역사의 장소,kakao,5.0,21.01.22.,29
16373,CNTS_200000000008053,지르르르,아름다운 목장만 아니라 순례길까지 꼭 탐방해보세요,kakao,5.0,21.08.04.,27
16397,CNTS_200000000008053,greenlagom,안에 정원 산책이 정말 좋았어요 경건해지는 기분,kakao,5.0,20.08.07.,26
16355,CNTS_200000000008053,미니도라,생각보다 휑한 느낌이지만 한번쯤은 가볼만해요,kakao,5.0,22.06.08.,24
16372,CNTS_200000000008053,프로도,여기서 기도하고 좋은일이잇던 추억의장소,kakao,5.0,21.08.13.,21
16376,CNTS_200000000008053,이도형,제주 방문마다 맛있는 치즈 사러갑니다,kakao,5.0,21.06.01.,20
16366,CNTS_200000000008053,-,말도 가까이 볼 수 있어서 좋았어요,kakao,5.0,22.01.09.,19
16360,CNTS_200000000008053,캐싱,우유 아이스크림 맛 좋아요ㅎ,kakao,5.0,22.04.02.,15
16381,CNTS_200000000008053,홍영민,맛있어유,kakao,5.0,21.04.07.,4
16342,CNTS_200000000008053,ahffn, ,kakao,5.0,23.01.01.,1
16351,CNTS_200000000008053,Anoj 아노즈, ,kakao,5.0,22.08.15.,1
16353,CNTS_200000000008053,이 화숙 안나, ,kakao,5.0,22.07.29.,1
16382,CNTS_200000000008053,ㅇㅅㅇ, ,kakao,5.0,21.03.02.,1
16369,CNTS_200000000008053,son,우유아이스크림먹고 우유잼사가는곳 맑은날엔 소울타리쪽으로도 산책하기 좋았는데 이번엔 바람이 넘 불어서 산책못함 사람이 적어 좋았던 날 ㅋ 바람이 미친듯이 부는 날에도 아이스크림은 맛있네요 ㅋㅋ 우유비린내나 느끼함이 도없어 더 맛나요 이번에 사먹은 밀크티는 개인적으로 잎차가 별루네요 아이스크림도 파인트크기로 판매하면 좋겠어요 ㅋㅋ 우유잼은 그냥우유잼이 젤 맛나요 빵없어도 그냥 퍼먹음 ㅋㅋ 아라파파와 함께 제주도오면 잼사러 꼭 들르는곳 우유잼만 살거면 카카오톡쇼핑하기 에서 주문,kakao,4.0,21.11.24.,266
16349,CNTS_200000000008053,.,말들을 방목하고 키우는 목장이라 말들을 가까이서 보기는 어려워요 그래도 자연 속에서 편안하게 지내는 모습 보기 좋았어요 옥수수 아이스크림도 적당히 맛있었습니다 이거 하나 보러 가면 실망하실거고 금오름  다녀오는 길에 같이 보면 적당할 것 같아요,kakao,4.0,22.08.25.,136
16378,CNTS_200000000008053,정원,비가 와서 많이 와서 기대 많이 안했는데 말들이 너무 모델 스타같이 사람들이랑 놀아줘서 말을 가까이에서 한번쯤 못봤다면 와봐도 좋지 않을까 싶어요 목장인데 다른 아이들은 못봤어서 아쉬웠어요 아이스크림은 진짜 딱 우유맛,kakao,4.0,21.05.16.,121
16390,CNTS_200000000008053,JJ,근처 지나가는 길이라면 가볼만 한거 같아요 굳이 찾아올 정도는 아니구요 우유 아이스크림 진하고 맛있었어요 바람이 부는날이면 가지마세요 모래바람때문에 다 뒤집어써요 ㅠㅠㅠㅠ,kakao,4.0,20.10.16.,95
16380,CNTS_200000000008053,혜원,애들 데리고  시간 때우기 좋은 곳볼건 많지 않지만 사진 찍으러 오고 애견 데리고와도 좋은 곳이집 아이스크림 존맛다음엔 아이스크림 먹으러 또 방문 할뜻,kakao,4.0,21.05.12.,84
16371,CNTS_200000000008053,💛,볼거리가 많진 않지만 한번쯤은 가볼만해요말 완젼  튼실 옆에 있는 우유아스크림을 먹어볼껄 그랬네용조금 위로 걸으면 사진 찍을만한 울타리도 있어요,kakao,4.0,21.08.18.,80
16343,CNTS_200000000008053,념념,단독으로 찾아오기엔 아쉽고 새별오름하고 묶어서 오는 것은 추천 탁트인 경관이 시원하고 고즈넉함 아이스크림 하나 먹고 가시길,kakao,4.0,22.12.03.,68
16399,CNTS_200000000008053,귤탱,테쉬폰 보러 가는곳우유곽 포토존 몇개 해놓고 말 몇마리 보이고기념품샵에 우유랑 모짜렐라 치즈팜,kakao,4.0,20.06.04.,52
16417,CNTS_200000000008053,주현,무료입장이라 좋아요 아이스크림 원이라 비싸요 사진만 찍읏요  분분코스,kakao,4.0,18.09.25.,38
16392,CNTS_200000000008053,겨울,사람이 많고 볼거리는 없지만 풍경은 예뻐요 아이스크림  맛있어요,kakao,4.0,20.10.08.,35
16396,CNTS_200000000008053,흑냥이,아이스크림 존맛 우유커피도 생각보다 괜춘말들과 푸른잔디 너무좋다,kakao,4.0,20.09.19.,35
16354,CNTS_200000000008053,뚱다,명성에 비해 생각보단 볼 건 없지만 그래도 부분부분 좋아요,kakao,4.0,22.06.26.,32
16357,CNTS_200000000008053,문건구,우유랑 아이스크림 달지도 않고 유기농이라 너무 맛있음,kakao,4.0,22.05.08.,29
16386,CNTS_200000000008053,윤씨/아놀드/않old,사진찍기에만 신경쓰면 아까운곳힐링과 사색의 장소좋더라,kakao,4.0,21.01.06.,29
4586,CNTS_200000000008043,mr hahn,생각지도 않았는데 좋았어요 여기 꼭 밤에 가서 산책해보세요 세상 없이 조용하고 나무와 돌만으로 이뤄진 조경이 대단합니다,kakao,5.0,21.07.16.,66
4581,CNTS_200000000008043,도민슐랭,도심의 오아시스 유채벚꽃야자수뛰어노는 아이들 사람들 속에서 에너지를 많이 받을 수 있다,kakao,5.0,22.04.30.,48
4582,CNTS_200000000008043,지수,한가로운 제주를 만끽할 수 있는 곳,kakao,5.0,22.04.28.,19
4580,CNTS_200000000008043,고기라면조코말코,하와이같은 느낌의 공원,kakao,5.0,22.07.07.,12
4584,CNTS_200000000008043,Quelle,최고에요 강추,kakao,5.0,22.04.08.,7
4587,CNTS_200000000008043,네빔,아주 좋아요 ,kakao,5.0,21.06.24.,7
4579,CNTS_200000000008043,sutameon,산책하기좋음,kakao,5.0,22.10.27.,6
4578,CNTS_200000000008043,이긍정, ,kakao,5.0,22.11.28.,1
4583,CNTS_200000000008043,즐겁게살자77, ,kakao,5.0,22.04.10.,1
4585,CNTS_200000000008043,대모도리, ,kakao,5.0,22.02.12.,1
4588,CNTS_200000000008043,세상은요지경신신애앨범세상은요지경199, ,kakao,5.0,21.06.01.,1
4591,CNTS_200000000008043,., ,kakao,5.0,20.03.14.,1
4592,CNTS_200000000008043,Q,추한 올림픽 조형물만 빼면 만점인 공원,kakao,4.0,19.12.16.,21
4589,CNTS_200000000008043,페이드샷, ,kakao,1.0,21.04.18.,1
4590,CNTS_200000000008043,KOH.YUNG.KUN, ,kakao,1.0,20.11.30.,1
3347,CNTS_200000000008034,추추,진짜 이 공간 너무 사랑해요 최고입니다 직접 와보면 바로 반하실 거예요 근처 숙소에 머무는 동안 매일 왔습니다 음료 파는 카페 아닌 거 알고 있었고 책 보러 왔기 때문에 다른 낮은 평점 공감이 전혀 안가네요 이렇게 멋진 곳을 무료로 개방해 주셔서 감사합니다 책도 깨끗하고 관리도 잘 되어있어요 새소리 파도 소리 들으면서 제대로 힐링하고 갑니다 제주도 올 때마다 들를 거예요,kakao,5.0,21.05.27.,208
3357,CNTS_200000000008034,냥,서귀포시에서 운영하는 북카페돈도 안 내고 꽁짜로 이런 뷰를 보면서 책 읽을 수 있는 공간이 있다니 집앞이었으면 맨날 감년생 김지영씨 그냥 베스트셀러 중 하난데 그거 있다고 평점 점 줘서 평점 깎인 거 보고 빡쳐서 평점 남김그게 불편하면 다른 도서관 어떻게 감 아 그냥 평소에 책을 안 읽는 사람인가,kakao,5.0,20.03.02.,166
3344,CNTS_200000000008034,KKRT,저도 사라진걸로 알고 있는데 다시 영업하는 건가요 개인적으로 추억이 있는 곳입니다 해군기지 건설로 사라진다는 소리 듣고 얼마나 아쉬웠는지 모릅니다 나중에 지나가는 길에 들려 보겠습니다,kakao,5.0,21.08.03.,102
3336,CNTS_200000000008034,고급진입맛,무료로 개방되는 시민 북카페임뷰가 미쳤으며조용히 책읽고가기 좋은곳단 생수기는 있으나 음료나 다과는 판매하지 않으니 간단한 요깃거리는 챙겨오는게 좋겠다,kakao,5.0,22.06.03.,83
3349,CNTS_200000000008034,플레로마,책이 많진 않지만 차분한 느낌이 좋아요 음료를 팔지 않으니 올레길 걷다가 부담없이 들려 책 한 권 보고 가도 좋을 거 같네요,kakao,5.0,21.05.02.,69
3337,CNTS_200000000008034,음~^^,층에서 파도 소리 들으며 책 읽는 게 너무 좋아서 옆의  호텔 묵는 기간 동안 매일 갔네요나만 알고 싶은 곳입니다,kakao,5.0,22.05.06.,63
3342,CNTS_200000000008034,Lauren Yoon,나만 알고싶은 멋진 곳 카페 아니에요 시에서 운영하는 조그마한 도서관 전망좋은 휴게소 입니다,kakao,5.0,21.08.10.,51
3355,CNTS_200000000008034,ㅡ,여기완전좋아요 소정방폭포도 옆에있고 층뷰대박 이 뷰 이분위기가 공짜라니 진정 축복받은땅입니다,kakao,5.0,20.10.06.,51
3334,CNTS_200000000008034,버섯찌개,조용하고 사람도 없고 뷰도 좋고 눈치도 안보이고 나만 알고 싶은 곳 시 점심시간,kakao,5.0,22.09.01.,44
3332,CNTS_200000000008034,맛집탐방,조용히 책 보기 좋은 북카페 입니다뷰도 좋고 조용한 곳입니다,kakao,5.0,22.10.06.,33
3346,CNTS_200000000008034,mo,좋은 책들을 평화로운 공간에서 맘껏 읽을 수 있어 좋아요,kakao,5.0,21.06.18.,31
3356,CNTS_200000000008034,선민,우연히 들렀는데풍경이 좋고 조용하고 힐링됐어요층도 좋아요,kakao,5.0,20.06.20.,31
3343,CNTS_200000000008034,🌼,층에서 바라보는 바다뷰가 코끝이 찡 해 질만큼 멋있어요,kakao,5.0,21.08.05.,30
3335,CNTS_200000000008034,박금,가서 동화읽을때 바다소리들려서 좋앗음,kakao,5.0,22.06.25.,20
3352,CNTS_200000000008034,화양동고든램지,이 공간을 단숨에 사랑하게 되었습니다,kakao,5.0,21.02.19.,20
3339,CNTS_200000000008034,남강우,기대없이 들왓는데 층 풍경 굿,kakao,5.0,22.03.27.,16
3333,CNTS_200000000008034,김진선,이렇게좋은북카페가있다니,kakao,5.0,22.09.03.,12
3353,CNTS_200000000008034,엉엉,무료 북카페뷰맛집,kakao,5.0,21.02.14.,9
3341,CNTS_200000000008034,이승범, ,kakao,5.0,22.01.15.,1
3358,CNTS_200000000008034,비치파티, ,kakao,5.0,20.01.29.,1
3359,CNTS_200000000008034,이현지, ,kakao,5.0,19.10.19.,1
3361,CNTS_200000000008034,정재 Park, ,kakao,5.0,19.03.22.,1
3338,CNTS_200000000008034,미래,지반이 취약한 해안 절벽 위에 바짝 붙여 건축한 건물이라 재해위험이 있어서 그래요재해위험지구 지정  파도에 의한 침식이 꾸준히 이루어지고 있는데 실제로 큰 파도가 치는 날엔 창문이나 물건들이 흔들릴 정도라고 합니다주기적인 안전진단을 통해 그 결과에 따라 운영여부를 결정하겠죠 이면을 모르면서 빼앗아가네 마네 도대체 왜그런지 모르겠네 식의 냉소는 경솔한 언사로 비춰집니다,kakao,4.0,22.04.17.,206
3363,CNTS_200000000008034,러버덕후,이면 마감 일찍 가세용,kakao,4.0,19.03.06.,12
3362,CNTS_200000000008034,자전거타는 토토로,년도 매주 월욜 휴,kakao,4.0,19.03.14.,10
3331,CNTS_200000000008034,쿄쿄,뷰가 좋아요,kakao,4.0,23.01.28.,6
3354,CNTS_200000000008034,flow, ,kakao,4.0,21.02.06.,1
3350,CNTS_200000000008034,Gromit Mug Mug,     ,kakao,2.0,21.04.18.,5
3340,CNTS_200000000008034,최형석,년쯤 올레길 걸으며 들렀는데 그때는 개인이 하던 카페였어요주인이확실치는 않지만 건축가의 안주인 제주시가 카페를 안전상 이유로 폐쇄해서 오늘이 마지막 날이라고 슬픈 표정으로 얘기하던게 기억나는군요그런데 그 후에도 계속 다른 용도로 유지하면서 이제는 다시 카페를 열었다니 그 때는 왜 소라의 성을 원주인에게서 빼았았는지 지나갈때마다 궁금하네요,kakao,1.0,22.01.21.,189
3348,CNTS_200000000008034,Dime,년생 김지영은 베스트셀러라 괜찮고 그거 권이라고 주장하는데 군무새니 뭐니 최태섭 책도 있더라 이러고도 혐오 조장 서적 비치한게 아니라고 웅앵웅,kakao,1.0,21.05.19.,79
3360,CNTS_200000000008034,장미,세금으로 운영되는 북카페인데 진열된 책에 차별혐오를 조장하는 메갈 서적이 올라가 있네요 책 선정한 사람 민원감,kakao,1.0,19.08.04.,61
3351,CNTS_200000000008034,사랑해^^~,엄청 더럽고 불친절합니다  카페 아니예요 음료 안팔아요 손님도 없는데 도대체 엄청 불친절하네요 가지마세요,kakao,1.0,21.03.19.,58
3345,CNTS_200000000008034,clockwise,직원 마우스 소리 시끄러움,kakao,1.0,21.07.23.,14
495,CNTS_200000000008025,강승지,월일까지 얼랑핀칙쓰레기전 쓰레기를 업사이클링 하는 전시가 진행되고 있어요 체험하기가 재미있고 가방이랑 필통도 만들어보는 시간 층 카페 셀프무료카페입니다 층부터 설명들으면서 내려오면 아주 유익하고 재미나요,kakao,5.0,19.09.06.,113
493,CNTS_200000000008025,마음의평화,좋은 전시와 체험  무료로 딸과 제주 여행중 숙소 주위에서 발견한 의미있는 시간의 공간카페 산지도 건물 내에 있는데 사장님 친절하고 커피 맛도 굿,kakao,5.0,22.01.20.,81
490,CNTS_200000000008025,flow,옛 여관 건물인 금성장과 녹수장을 리모델링한 예술공간으로 방문시 미술제 봉인된 풍경 전시 중 아픈 역사와 기억하려는 애씀에 숙연해진다,kakao,5.0,23.02.04.,74
492,CNTS_200000000008025,침착한 주접러,무료로 짧고 굵게 의미 있는 관람했습니다근처 오시면 꼭 들러보시길 바랍니다,kakao,5.0,22.05.22.,41
496,CNTS_200000000008025,록,유익한 전시를 무료로 접했습니다,kakao,5.0,18.08.31.,17
491,CNTS_200000000008025,고영석,좋은 전시 행복한 시간,kakao,5.0,22.06.12.,12
494,CNTS_200000000008025,., ,kakao,5.0,21.04.29.,1
4449,CNTS_200000000008020,비비,숙소와 가까워 드라이브 겸 들렸어요밤바다의 높은 파도를 가까이서 지켜볼 수 있어좋았어요 아이들을 위한 놀이터도 있고 공용화장실도 잘 관리되있었어요주차공간도 넉넉하고요 카카오바이크와 공유킥보드가 많이 주차되어있는데공유킥보드 색이 주황색인게 인상깊어요지나가다 한번씩 들리면 좋을 것 같아요,kakao,5.0,23.02.04.,159
4459,CNTS_200000000008020,찌,언덕길로 이루어진 모던한 층전망대가 있다 깔끔하고 요즘 트렌드 건축물이다 해안공원이 잘 조성되어 있다야경이 괜찮아서 낮에도 가봤다잘 갖춰입고 가면 인생샷 건질 수 있을 것 같다전망대가 뻥뚫려서 좋았다어린이 놀이터도 있고 예쁘게 조성되어 있는 공원이었다,kakao,5.0,21.09.04.,140
4462,CNTS_200000000008020,AC밀란,제주도 여행책에는 거의 소개되지 않았지만 최고의 숨겨진 명소 다른 목적지로 우연히 가는 길에 경치가 좋아서 내려서 사진 찍고 이동했어요,kakao,5.0,21.03.22.,75
4469,CNTS_200000000008020,......,제주시내 최애장소중 하나 여기랑 도두봉 한번 올라갔다오고 시간되면 이호해변 가면 제주시내 투어 종료 용두암은 말고,kakao,5.0,20.06.24.,63
4466,CNTS_200000000008020,JJ,공항근처라서 비행기시간 남으면 들리기 좋아요 제주여행 마무리하는 노을까지 보고 비행기 타러 갔어요,kakao,5.0,20.10.17.,54
4471,CNTS_200000000008020,딩딩, 시 쯤 갔는데 일몰이 환상적이였어요일몰시간이랑 하늘날씨 보고 해지는 것 보러가도,kakao,5.0,20.02.03.,45
4452,CNTS_200000000008020,검은콩,여기는 지나가다 들르던 산책을 하던 간식을먹던맥주한캔을하던 그냥 좋은곳,kakao,5.0,22.09.20.,39
4455,CNTS_200000000008020,가성비 여행자,일몰과 비행기 구경 명당 잔디밭 놀이터가 있어 아이와 놀기 좋음,kakao,5.0,22.05.05.,35
4460,CNTS_200000000008020,LALA,공항근처에서 밥 먹고 어린 아이들 시간 떼우기 좋은듯요,kakao,5.0,21.05.15.,30
4454,CNTS_200000000008020,김태형,진짜 좋음놀이터 있고경차 좋고애들이 진짜 좋아함,kakao,5.0,22.06.08.,26
4473,CNTS_200000000008020,..,버스에서 내리자마자 바람부는게 너무 좋았어요,kakao,5.0,19.05.31.,24
4456,CNTS_200000000008020,김봉진,볕 좋은 날 개산책 시키기에 아주 좋은 곳,kakao,5.0,22.04.17.,23
4470,CNTS_200000000008020,랄라밤비,공항 근처에서 바다보며 커피한잔하기 좋다,kakao,5.0,20.06.04.,22
4457,CNTS_200000000008020,mo,잠깐 들러서 바다 구경하기 좋은곳,kakao,5.0,22.04.01.,18
4458,CNTS_200000000008020,그냥,잠깐 들리기 좋음,kakao,5.0,22.02.03.,9
4451,CNTS_200000000008020,DD,찐 노을 맛집,kakao,5.0,22.10.28.,7
4453,CNTS_200000000008020,꧁༺Hoàng❖Thuận༻꧂,걷기좋은,kakao,5.0,22.09.11.,4
4463,CNTS_200000000008020,석원, ,kakao,5.0,21.03.21.,1
4475,CNTS_200000000008020,Ryu용환, ,kakao,5.0,16.08.28.,1
4461,CNTS_200000000008020,서두물인,공항도착 여유시간이 조금 생겨 들른 곳 숨겨진 멋진 길입니다,kakao,4.0,21.03.31.,33
4450,CNTS_200000000008020,YOUA,뱅기 타러가기전에 마지막으로 들린 곳좋아요,kakao,4.0,22.12.07.,23
4467,CNTS_200000000008020,Teheran1031,올레길 동쪽이냐 서쪽이냐 그것이 문제로다,kakao,4.0,20.10.03.,22
4472,CNTS_200000000008020,호엥,별 생각없이 갔는데 생각보다 좋았습니다,kakao,4.0,19.12.27.,21
4474,CNTS_200000000008020,kkagt,경치좋은 놀이터 ㅎㅎㅎ,kakao,4.0,18.05.14.,12
4465,CNTS_200000000008020,냠스, ,kakao,4.0,20.11.05.,1
4468,CNTS_200000000008020,강원도민, ,kakao,4.0,20.07.31.,1
4616,CNTS_200000000008015,김문빈,도량이 넓고  아늑함니다,kakao,5.0,18.03.14.,13
10679,CNTS_200000000008013,핑크우유,숲길자체는 예쁜데 주차장이 없고 웨딩촬영하는사람들이 가지못하게해서 웃기네요ㅋㅋ 자기네땅인가 참고하세요,kakao,5.0,21.05.14.,56
10682,CNTS_200000000008013,S,너무 예쁘고 좋은 곳이지만 눈이 많이 올 땐 정말 위험합니다 사고나요,kakao,5.0,21.02.21.,38
10674,CNTS_200000000008013,이정화, ,kakao,5.0,21.12.09.,1
10680,CNTS_200000000008013,-B-, ,kakao,5.0,21.04.22.,1
10681,CNTS_200000000008013,여유우!, ,kakao,5.0,21.04.20.,1
10684,CNTS_200000000008013,C.H.Moon, ,kakao,5.0,21.01.28.,1
10685,CNTS_200000000008013,파란수건 (김준철), ,kakao,5.0,20.11.28.,1
10687,CNTS_200000000008013,김성일, ,kakao,5.0,20.01.23.,1
10691,CNTS_200000000008013,백일광, ,kakao,5.0,19.12.13.,1
10683,CNTS_200000000008013,Angeleno,분이면 걷고 사진찍을 수 있는 아주 짧은 숲길,kakao,4.0,21.02.01.,25
10695,CNTS_200000000008013,북북이,힘들게 찾은 사이니숲길,kakao,4.0,19.05.03.,12
10693,CNTS_200000000008013,띠로리💐,ㅋㅋ 정말 딱 저 사진에 저 모습밖에 없어요ㅠ 그래도  저 모습이 예뻐서 이왕 근처 간 김에 반신반의하며 갔어요 차는 삼다수목장 딱 초입에 세우고 위험하지만 카맵 켜시고 차도옆을 쫌 걸으셔야돼요,kakao,3.0,19.09.17.,108
10688,CNTS_200000000008013,상큼,사려니숲과 샤이니숲은 다른 곳인데 좀 잘 알아보시고 후기를 올리시는게,kakao,3.0,19.12.29.,38
10690,CNTS_200000000008013,chou,사려니 숲 근처에있는 샤이니숲 맞습니다,kakao,3.0,19.12.18.,21
10694,CNTS_200000000008013,나종일, ,kakao,3.0,19.05.20.,1
10677,CNTS_200000000008013,오름오빠,이곳은 사려니 숲길이 아닌 길가에 있는 작은 길 샤이니숲길 입니다왜 사려니로 명칭이 바뀌었는지 의문안 가시는게 좋은곳이에요 볼것도 없고주차 힘들고 여러모로 별로인곳,kakao,1.0,21.11.14.,91
10678,CNTS_200000000008013,js,다른사람들이 올려놓은 사진이 다임 보는데 분이면 끝남차있는 사람은 잠깐 들려도되지만 뚜벅이는 비추걍 시간이 남아돌면 들르지만 굳이 안들려도될듯,kakao,1.0,21.05.22.,79
10676,CNTS_200000000008013,남남,숲도 아니고 길도 아니고 그냥 포토존 찾아갈만한 곳인지는 모르겠고 지나가다가 찍을 순 있겠다 근처에 삼다수숲길이 나음,kakao,1.0,21.11.15.,65
10675,CNTS_200000000008013,제주재주,여기는 사려니가 아니고 샤이니숲길 스쳐지나가는 스냅포토존이랍니다,kakao,1.0,21.11.24.,35
10689,CNTS_200000000008013,camelia(현도),사려니예요   잘못된 이름정보 때문에 별은 하나만,kakao,1.0,19.12.27.,27
10692,CNTS_200000000008013,행이,사려니겠죠정확히 알고 올리시길 바랍니다,kakao,1.0,19.12.13.,21
10686,CNTS_200000000008013,Achtung Bae C, ,kakao,1.0,20.08.21.,1
10869,CNTS_200000000008003,쿵우,월 일경 방문했는데 입장료 할인중이라 원 지불하고 들어갔어요이제 막 피기 시작한 나무도 있고 활짝 핀 나무도 있었어요동백꽃 만개했을 때 가면 너무 예쁠 것 같은카페 내부에 사진찍을 수 있는 스팟이 있어서여기 앉아서 찍으면 인생샷 건지실 수 있어요 ㅋㅋ루프탑이 있어서 그 위에서 보는 것도 좋아요봉분이 하나 보이긴 하지만,kakao,5.0,20.11.20.,178
10868,CNTS_200000000008003,최푸름,월 일 방문 지금이 최고 절정기라 해도 믿을 만큼 완벽하게 만개 창문 포토존은 이제 줄서지 않고 카카오톡 알람 서비스 전자기기 도입해서 덜 혼잡하고 좋다 정상오픈가격 성인 천원 도민 천원,kakao,5.0,20.11.22.,104
10875,CNTS_200000000008003,아라비야,줄이 엄청 서있는거에요 매표소 옆에 그래서 안 찍으려다가 아빠가 기다려주고 해서 찍었는데 정말 스튜디오 마냥 이쁘게 나왔어요 ㅜㅜ 빠르게빠르게 찍어야지 천천히 찍으면 노우,kakao,5.0,20.01.20.,95
10821,CNTS_200000000008003,언터처블,사설 수목원이라 확실히 다른곳에 비해 수목의 관리상태가 좋음 유명한 곳이라 관람객이 많아서 고즈넉한 맛은 덜함 조용히 구경하고 싶다면 아침 일찍 가는 것을 추천,kakao,5.0,22.12.15.,89
10889,CNTS_200000000008003,ㅎ,년 월 일 기준 동백꽃 꽤 많이 폈음 사진찍기 좋을정도로 개화함 생각보다 넓고 사람도 적어서 좋았음 하지만 차 없으면 오기 힘든위치 택시도 잘 안잡힘 ㅠ,kakao,5.0,19.11.27.,85
10827,CNTS_200000000008003,레이번,월말인데도 더웠던 날씨 날씨도 좋았던 동백포레스트 너무 좋았던 곳이었다 와이프님 좋아서 피곤함을 잊고 구서구석 다 뒤지고 다니며 사진 찍음,kakao,5.0,22.12.05.,77
10814,CNTS_200000000008003,한서준,너무나 아름다운 동백꽃 뷰 제주도 여행간다면 꼭 한번 들리셔서 인생샷 건지거나  여친을 이쁘게 찍어줍시다동백꽃 꽃말도 너무 이뻐요 ㅎㅎ,kakao,5.0,23.01.03.,75
10871,CNTS_200000000008003,김동수,일단 너무 전체적으로 풍경이 너무 예쁘고 주차 관리도 잘 해주셔서 좋았어요 기회가 된다면 내년에도 꼭 재방문 할 생각입니다 강추에요 ,kakao,5.0,20.01.29.,74
10856,CNTS_200000000008003,찐, 기준 동백꽃이 거의 지고 있어서 입장료 원씩 할인해주셨어요 몇그루 정도 활짝 핀 나무빼곤 듬성듬성있지만 너무 예뻤어요,kakao,5.0,21.02.08.,66
10853,CNTS_200000000008003,k,야외 자리도 잘 되어 있어서 동백 보면서 차 한잔 마시기 참 좋았습니다 액자 포토존은 사진 정말 잘 나와서 추천합니다,kakao,5.0,21.11.16.,65
10857,CNTS_200000000008003,Bella,지난 월 방문 카페에서 찍는건 웨이팅팀밖에서 찍는곳도 넓고 의외로 포토스팟 많아서 괜찮았어요 사람 정말 많음,kakao,5.0,21.02.03.,60
