관련 태그 전체,콘텐츠 ID,콘텐츠명,주소,도로명주소,태그,간단소개,위도,경도,우편번호,전화번호,썸네일 이미지경로
"휴식,숙소,호텔,풀빌라,공공와이파이존,수영장,주차장,양식레스토랑,정원,공용주차장,현금결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",CNTS_000000000020484,소랑풀빌라,제주특별자치도 제주시 조천읍 대흘리 1089-12,제주특별자치도 제주시 조천읍 곱은달남길 218,"휴식,숙소,호텔,풀빌라,공공와이파이존,수영장,주차장,양식레스토랑,정원",휴식과 레저가 어우러진 꿈의 풀빌라,33.492573,126.67175,,064-710-1000,
"민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,아주 어려움",CONT_000000000501012,이런날엔,제주특별자치도 제주시 구좌읍 한동리 1358-4,제주특별자치도 제주시 구좌읍 한동북1길 60,"민박,펜션,휴양펜션,해안도로,자연경관,해변,주방기구",한동리 해안에 위치한 카페&레스토랑과 독채펜션,33.542553,126.83065,63359,070-4036-8013,
"휴식,숙소,게스트하우스,체험,바비큐,공공와이파이존,단체여행객,해수욕장,해변,수상레저,공용주차장,현금결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",CNTS_000000000020308,물고기나무게스트하우스,제주특별자치도 서귀포시 성산읍 삼달리 1037,제주특별자치도 서귀포시 성산읍 중산간동로 4204-14,"휴식,숙소,게스트하우스,체험,바비큐,공공와이파이존,단체여행객,해수욕장,해변,수상레저",카페와 공방이 함께 운영되는 게스트하우스,33.378902,126.84096,,010-8566-1037,
"게스트하우스,숙소,온돌방,조식,공항,민박,화장실,무료 WIFI,아주 어려움",CNTS_000000000021041,루미수다게스트하우스,제주특별자치도 제주시 이도1동 1789-3,제주특별자치도 제주시 중앙로 192,"게스트하우스,숙소,온돌방,조식,공항,민박",끊임없는 웃음과 수다로 사랑의 인연이 맺어가는 집,33.50207,126.527954,63198,010-9752-1144,
"안전인증숙소,숙소,게스트하우스,조식 포함,공공와이파이존,해수욕장,수상레저,안전인증민박,공용주차장",CNTS_000000000022628,나무처럼 게스트하우스,제주시 한림읍 금능리 1824,제주시 한림읍 홍수암로 3-1,"안전인증숙소,숙소,게스트하우스,조식 포함,공공와이파이존,해수욕장,수상레저,안전인증민박",협재 근처의 카페&펍이 있는 게스트하우스,33.38512,126.22653,,010-8532-8282,
"호텔,숙소,4성급호텔,수영장,공공와이파이존,양식레스토랑,주차장,환전,공항,관광호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,장애인 전용 주차장,어려움",CNTS_000000000018155,퍼시픽호텔,제주특별자치도 제주시 용담일동 159-1,제주특별자치도 제주시 서사로 20,"호텔,숙소,4성급호텔,수영장,공공와이파이존,양식레스토랑,주차장,환전,공항,관광호텔,무장애관광",공항과 가까운 용담에 위치한 특급호텔 퍼시픽호텔입니다.,33.5106545,126.5191158,,064-758-2500,
"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018987,몽돌바당,제주특별자치도 제주시 내도동 606-1,제주특별자치도 제주시 내도3길 10,"펜션,숙소,민박,휴양펜션,고향민박,주차장,공공와이파이존,자연경관,해변",은은한 나무향을 느낄 수 있는 목조 팬션,33.494644,126.4396,63074,064-743-6107,
"휴식,숙소,휴양펜션,펜션,주차장,공항,해변,자연경관,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019604,야스라기펜션,제주특별자치도 제주시 애월읍 상귀리 650,제주특별자치도 제주시 애월읍 상귀서길 82-34,"휴식,숙소,휴양펜션,펜션,주차장,공항,해변,자연경관",네덜란드산 원목으로 설계되어 통나무의 은은한 향이 그대로 살아있는 곳,33.4635276,126.4045277,,1661-3949,
민박,CNTS_000000000022539,포구민박,제주시 애월읍 하귀1리 1630-1,제주시 애월읍 하귀12길 20-1,"민박,숙소,농어촌민박,해안도로,마을산책,온돌방,독채,일몰명소","애월읍 하귀 민박, 포구 앞 아기자기한 독채민박(인생샷 포토존)",33.48635,126.40897,,010-2902-2005,
"펜션,숙소,휴양펜션,독채,온돌방,주방기구,자연경관,가족,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019275,서귀포푸른바다,제주도 서귀포시 서홍동 731-60,제주도 서귀포시 남성로128번길 37-10,"펜션,숙소,휴양펜션,독채,온돌방,주방기구,자연경관,가족",정원 앞 섬들이 반겨주는 펜션,33.241917,126.557655,,064-739-1331,
"게스트하우스,숙소,독채,공공와이파이존,가족,돌담길,공용주차장,현금결제,카드결제,무료 WIFI,아주 어려움",CNTS_000000000021091,흰고래게스트하우스,제주특별자치도 서귀포시 서호동 65-2,제주특별자치도 서귀포시 이어도로1066번길 26,"게스트하우스,숙소,독채,공공와이파이존,가족,돌담길",서귀포 시내에 위치한 아기자기한 게스트하우스,33.244057,126.523705,63571,010-2955-0471,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501031,숨게스트하우스 제주공항점,제주특별자치도 제주시 용담일동 2829-1,제주특별자치도 제주시 서광로5길 2-2,"휴식,게스트하우스,숙소,조식 포함,공공와이파이존,단체여행객,부대시설",제주공항 5분거리에 있는 뚜벅이 여행자들의 최고 휴식처,33.5004078,126.5147104,,010-5185-1028,
"휴식,숙소,게스트하우스,바비큐,조식,정원,자연경관,공용주차장,화장실,무료 WIFI,아주 어려움",CNTS_000000000021287,하바나블루스,제주특별자치도 제주시 한경면 신창리 1371-7,제주특별자치도 제주시 한경면 한경해안로 474-26,"휴식,숙소,게스트하우스,바비큐,조식,정원,자연경관",맛있다! 정겹다!,33.340337,126.1730985,63002,010-9443-5287,
"호텔,숙소,공공와이파이존,주차장,양식레스토랑,오션뷰호텔,자연경관,해변,관광호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,장애인 전용 주차장,장애인 전용 객실,어려움",CNTS_000000000018173,베니키아호텔제주,제주특별자치도 제주시 애월읍 신엄리 2735-1,제주특별자치도 제주시 애월읍 애월해안로 554-10,"호텔,숙소,공공와이파이존,주차장,양식레스토랑,오션뷰호텔,자연경관,해변,관광호텔,무장애관광",애월하귀 해안도로 중심지에 위치한 내 집에 온 것처럼 편안한 호텔,33.477284,126.3631613,,064-799-9977,
"호텔,공용주차장,무료 WIFI",CNTS_000000000022273,호텔난타,제주특별자치도 제주시 오등동 10-1,제주특별자치도 제주시 선돌목동길 56-26,"호텔,숙소,공공와이파이존,주차장,양식레스토랑,조식,관광호텔",호텔난타는 200개가 넘는 객실을 보유한 4성급 호텔이다.,33.445293,126.54792,63242,064-727-0602,
"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018986,내도바당펜션,제주특별자치도 제주시 내도동 509,제주특별자치도 제주시 내도중길 9-7,"펜션,숙소,휴양펜션,민박,고향민박,주차장",제주국제공항에서 15분거리에 위치한 내도바당펜션은 바로앞에 바닷가가있으며 1층엔 활어회식당도 겸하고있다.,33.4957899,126.440455,,064-743-8339,
"민박,숙소,독채,주차장,공공와이파이존,휴양펜션,주방기구,공항,화장실,무료 WIFI,아주 어려움",CNTS_000000000021037,빌림,제주특별자치도 제주시 도두1동 2489-2,제주특별자치도 제주시 오래물길 23,"민박,숙소,독채,주차장,공공와이파이존,휴양펜션,주방기구,공항",오늘 하루 행복을 빌리는 곳,33.50367,126.46777,63112,010-7359-3383,
"숙소,게스트하우스,공항,제주동문시장,공공와이파이존,공용주차장,화장실,무료 WIFI,아주 어려움",CNTS_000000000021004,스카이워커,제주특별자치도 제주시 일도1동 1348-2,제주특별자치도 제주시 관덕로13길 11,"숙소,게스트하우스,공항,제주동문시장,공공와이파이존",다양한 즐거움이 있는 제주 원도심의 게스트하우스,33.514038,126.52598,63277,070-7539-2640,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501043,제주bp게스트하우스,제주특별자치도 제주시 연동 314-59,제주특별자치도 제주시 신대로17길 29,"휴식,게스트하우스,숙소,주택(주거)지역,정원","Jeju Best Place Back Packers Home,도심속의 숲속정원 게스트하우스, 하루를 묵더라도 힐링되는 공간!",33.4846776,126.4994716,,010-9283-7555,
"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018423,제주락,제주특별자치도 서귀포시 법환동 1540,제주특별자치도 서귀포시 월드컵로 203,"펜션,숙소,휴양펜션,자연경관,해변,조식,돌담길",범섬이 정면으로 보이고 올레길을 끼고 있는 펜션,33.231606,126.50631,63573,010-2069-1688,
"펜션,숙소,휴양펜션,풀빌라,스파,어린이,가족,바비큐,수영장,해변,공공와이파이존,단체여행객,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018427,해바라기 펜션,제주특별자치도 서귀포시 표선면 세화리 1545,제주특별자치도 서귀포시 표선면 일주동로6285번길 13-12,"펜션,숙소,휴양펜션,풀빌라,스파,어린이,가족,바비큐,수영장,해변,공공와이파이존,단체여행객",편백나무로 만들어진 다양한 객실을 갖춘 펜션,33.30551,126.80104,,010-5115-2003,
"휴식,숙소,게스트하우스,공공와이파이존,카페,주차장,해수욕장,수상레저,계곡,수영장,고향민박,정원,조식,독채,펜션,가족,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000020160,인제주,제주특별자치도 제주시 한림읍 동명리 2210,제주특별자치도 제주시 한림읍 명월성로 137-14,"휴식,숙소,게스트하우스,공공와이파이존,카페,주차장,해수욕장,수상레저,계곡,수영장,고향민박,정원,조식,독채,펜션,가족",멋스러운 한적함이 있는 곳,33.39609,126.26452,63014,010-2979-5650,
"호텔,숙소,서귀포,공공와이파이존,수영장,양식레스토랑,주차장,엘리베이터,패키지관광,온돌방,오션뷰호텔,공용주차장,화장실,무료 WIFI",CNTS_000000000020485,엠스테이호텔,제주특별자치도 서귀포시 서귀동 829-5,제주특별자치도 서귀포시 태평로353번길 14,"호텔,숙소,서귀포,공공와이파이존,수영장,양식레스토랑,주차장,엘리베이터,패키지관광,온돌방,오션뷰호텔",서귀포시에 위치한 국내 토종 호텔 브랜드,33.247017,126.56064,63595,064-800-6000,
"호텔,숙소,서귀포,공공와이파이존,주차장,커피,차,오션뷰호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000020581,라림부띠끄호텔,제주특별자치도 서귀포시 안덕면 창천리 907-1,제주특별자치도 서귀포시 안덕면 대평로 39,"호텔,숙소,서귀포,공공와이파이존,주차장,커피,차,오션뷰호텔",현대적인 인테리어와 환상적인 제주 바다 전망을 즐길 수 있는 곳,33.23693,126.363045,,064-738-3869,
"호텔,숙소,공공와이파이존,주차장,엘리베이터,관광호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018170,제주인호텔,제주특별자치도 제주시 내도동 277-1,제주특별자치도 제주시 신산마을길 20,"호텔,숙소,공공와이파이존,주차장,엘리베이터,관광호텔",교통적으로 뛰어난 위치에 있는 실용적인 관광호텔,33.491875,126.44585,,064-754-1100,
"게스트하우스,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",CONT_000000000501036,제주도푸른산푸른바다,제주특별자치도 제주시 구좌읍 하도리 1428-1,제주특별자치도 제주시 구좌읍 일주동로 3421,"게스트하우스,민박,자연경관,고향민박,주방기구",동부 여행의 길목에 있는 숙소,33.51804,126.88356,,010-7528-9654,
"휴식 ,공용주차장,현금결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,단독접근가능,테이블 비치",CNTS_000000000019395,보리게스트하우스,제주특별자치도 제주시 구좌읍 송당리 1507,제주특별자치도 제주시 구좌읍 송당6길 38-1,"휴식,숙소,게스트하우스,공공와이파이존,조식 포함,독채,체험,무장애관광",소원을 비는 마을에 위치한 조용한 게스트하우스,33.46821,126.78376,63355,010-2400-6500,
"펜션,휴양펜션,바비큐,수영장,어린이,어린이놀이터,식당,가족,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019233,남촌풀하우스,제주도 서귀포시 표선면 표선리 1461-1,제주도 서귀포시 표선면 표선동서로 139,"펜션,휴양펜션,바비큐,수영장,어린이,어린이놀이터,식당,가족",표선에 위치한 은은한 황토의 향기와 원목내음이 가득한 펜션,33.316998,126.828255,,-4887,
"숙소,게스트하우스,고향민박,조식 포함,해수욕장,교통,공용주차장,화장실",CNTS_000000000021306,단추스테이,제주특별자치도 제주시 한림읍 금능리 1593,제주특별자치도 제주시 한림읍 금능1길 15-8,"숙소,게스트하우스,고향민박,조식 포함,해수욕장,교통",나눔으로 마음이 따뜻해지는 집,33.38833,126.22373,63010,010-2759-1320,
"휴식,숙소,펜션,휴양펜션,어린이,어린이놀이방,가족,해변,온돌방,바비큐,해수욕장,공공와이파이존,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019368,노을과어울림,제주도 서귀포시 대정읍 신도리 2453-1,제주도 서귀포시 대정읍 노을해안로 638,"휴식,숙소,펜션,휴양펜션,어린이,어린이놀이방,가족,해변,온돌방,바비큐,해수욕장,공공와이파이존",올레 12코스의 중간지점. 노을이 아름답게 걸리는 곳,33.270756,126.176,,070-8807-4119,
"호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",CNTS_000000000020873,제주시드니호텔,제주특별자치도 제주시 애월읍 하귀2리 2615-7,제주특별자치도 제주시 애월읍 애월해안로 943,"호텔,숙소,독채,펜션,단체여행객,주차장,발렛파킹,공공와이파이존,자연경관,오션뷰호텔",애월해안도로 곽지해변 인접 오션뷰 호텔,33.483677,126.395836,63050,050-5068-5399,
"호텔,숙소,양식레스토랑,수영장,엘리베이터,공항,관광호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,장애인 전용 객실,쉬움",CNTS_000000000018180,갤럭시호텔 제주,제주특별자치도 제주시 용담일동 183-2,제주특별자치도 제주시 남성로 33,"호텔,숙소,양식레스토랑,수영장,엘리베이터,공항,관광호텔,무장애관광",제주시내 교통이 편리한 호텔,33.5031446,126.512649,,064-750-3355,
"펜션,숙소,주차장,바비큐,공공와이파이존,수영장,노래방,공용주차장,무료 WIFI",CNTS_000000000022573,예이츠산장,서귀포시 남원읍 하례리 1876-1,서귀포시 남원읍 516로 918,"펜션,숙소,주차장,바비큐,공공와이파이존,수영장,노래방","남원 중산간, 공기 맑은 한라산 밑자락에 위치한 산장",33.325466,126.60128,,064-767-3746,
"펜션,숙소,휴양펜션,우도,바비큐,해수욕장,해변,자연경관,온돌방,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018511,뽀요요펜션,제주특별자치도 제주시 우도면 연평리 2652,제주특별자치도 제주시 우도면 우도해안길 128,"펜션,숙소,휴양펜션,우도,바비큐,해수욕장,해변,자연경관,온돌방",우도 속 카페와 함께 운영되는 펜션,33.49425,126.9468,63365,010-9737-8118,
"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000500936,소랑호젠,제주특별자치도 서귀포시 남원읍 남원리 2356-1,제주특별자치도 서귀포시 남원읍 태위로 545,"펜션,휴양펜션,바비큐,공공와이파이존,해변,가족,독채,온돌방",잔디정원과 아늑한 분위기의 숙소,33.275707,126.70542,63620,064-764-8016,
"호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,청각장애인 접근성,시각장애인 접근성,장애인 화장실,승강기,장애인 전용 주차장,어려움",CONT_000000000501095,파크 선샤인 제주,제주특별자치도 서귀포시 서홍동 637,제주특별자치도 서귀포시 남성중로 135번길 1,"호텔,어린이,가족호텔,자연경관,공공와이파이존,주차장,무장애여행,편의시설,관광호텔,무장애관광",서귀포 접근성이 좋은 특 2급 호텔,33.24398,126.553955,63594,064-766-1000,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,장애인 전용 주차장,아주 어려움",CONT_000000000501133,헤리티지,제주특별자치도 제주시 애월읍 광령리 2966,제주특별자치도 제주시 애월읍 하광로 530,"휴식,숙소,일반숙박,펜션,휴양펜션,공공와이파이존,편의시설,무장애관광","한라산,바다 전망의 예쁜 빨간 벽돌 외관의 휴식처",33.444145,126.42962,63062,064-748-0005,
"휴식,숙소,휴양펜션,펜션,해수욕장,공공와이파이존,가족,바비큐,온돌방,산책로,주방기구,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019374,해변산책펜션,제주특별자치도 제주시 애월읍 곽지리 1622-29,제주특별자치도 제주시 애월읍 곽지9길 7,"휴식,숙소,휴양펜션,펜션,해수욕장,공공와이파이존,가족,바비큐,온돌방,산책로,주방기구","북유럽 풍의 인테리어, 애월더썬셋 몽상드애월과 같은 유명카페와 가까운 위치의 펜션",33.4519929,126.308092,,064-799-6161,
"호스텔,공용주차장,현금결제,카드결제,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,어려움",CONT_000000000500878,미도호스텔,제주특별자치도 서귀포시 서귀동 258-2,제주특별자치도 서귀포시 동문동로 13-1,"호스텔,게스트하우스,민박,조식 포함,가족,공공와이파이존,호스텔/소형호텔,무장애관광",서귀포 시내에 위치한 마이크로네이션 호스텔,33.249977,126.56642,,064-762-7627,
"휴식,숙소,민박,고향민박,독채,주차장,공공와이파이존,편백나무펜션,공용주차장,현금결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",CNTS_000000000020625,나무사이로햇살이,제주특별자치도 제주시 구좌읍 송당리 1389-14,제주특별자치도 제주시 구좌읍 중산간동로 2281,"휴식,숙소,민박,고향민박,독채,주차장,공공와이파이존,편백나무펜션",편백나무로 둘러쌓여 클래식한 나무집과 소소한 손길이 조화로운 독채민박,33.471115,126.78624,63355,010-4269-2942,
"호텔,5성급호텔,숙소,게스트하우스,공공와이파이존,양식레스토랑,수영장,주차장,관광호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,아주 어려움",CNTS_000000000018142,스위트호텔 제주,제주특별자치도 서귀포시 색달동 2812-10,제주특별자치도 서귀포시 중문관광로72번길 67,"호텔,5성급호텔,숙소,게스트하우스,공공와이파이존,양식레스토랑,수영장,주차장,관광호텔,럭셔리트래블인제주,무장애관광",중문관광단지 내에 위치한 휴양형 리조트,33.249291,126.4082711,,064-738-3800,
"휴식/힐링,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501061,제주이야기펜션,제주특별자치도 제주시 애월읍 유수암리 354-7,제주특별자치도 제주시 애월읍 유수암평화길 170-2,"휴식/힐링,펜션,휴양펜션,민박,조식,제주동문시장,공공와이파이존,물품보관서비스,주방기구",유수암에 위치한 넓은 정원이 인상적인 펜션,33.4289,126.40955,63067,064-751-8200,
"휴식 ,공용주차장,화장실,아주 어려움",CNTS_000000000020383,소낭게스트하우스,제주특별자치도 제주시 구좌읍 월정리 891-7,제주특별자치도 제주시 구좌읍 월정1길 1,"휴식,숙소,게스트하우스,체험,해수욕장,수상레저,음식축제,기념사진촬영",아름다운 월정리 해변에 자리 잡은 1세대 게스트하우스,33.55209,126.791084,63358,064-782-7676,
"호텔,숙소,공공와이파이존,주차장,매점,무장애여행,편의시설,가족호텔,컨시어지 서비스,물품보관서비스,공용주차장,현금결제,카드결제,화장실,무료 WIFI",CNTS_000000000022486,펠리시아호텔,제주특별자치도 서귀포시 법환동 17,제주특별자치도 서귀포시 일주동로 9123,"호텔,숙소,공공와이파이존,주차장,매점,무장애여행,편의시설,가족호텔,컨시어지 서비스,물품보관서비스",수익금의 일부를 기부하는 착한호텔 소속 호텔,33.24734,126.51785,63572,064-739-0400,
"숙소,월정,게스트하우스,민박,돌담풍경마을,농어촌민박,해변,해안도로,돌집,한옥,독채,단체여행객,바비큐,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움,지오브랜드",CNTS_000000000019330,여울목게스트하우스,제주특별자치도 제주시 구좌읍 월정리 662-1,제주특별자치도 제주시 구좌읍 월정중길 51,"숙소,월정,게스트하우스,민박,돌담풍경마을,농어촌민박,해변,해안도로,돌집,한옥,독채,단체여행객,바비큐",알록달록 자유로움이 묻어나는 게스트하우스,33.5587,126.794106,63358,010-2735-6623,
"호텔,숙소,공공와이파이존,양식레스토랑,주차장,환전,비즈니스센터,4성급호텔,가족호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,경보 및 피난시설,착한가격 업소",CNTS_000000000021904,베스트웨스턴제주호텔,제주특별자치도 제주시 노형동 1295-16,제주특별자치도 제주시 도령로 27,"호텔,숙소,공공와이파이존,양식레스토랑,주차장,환전,비즈니스센터,4성급호텔,가족호텔",제주 시내에 위치한 세계 최대 체인브랜드 비지니스 호텔,33.487797,126.481895,63098,064-797-6000,
"펜션,숙소,휴양펜션,스파,독채,해수욕장,해변,공공와이파이존,수상레저,갯벌체험학습장,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,아주 어려움",CNTS_000000000018711,발리인제주,제주도 제주시 구좌읍 종달리 572-10,제주도 제주시 구좌읍 달맞이해안로 2326,"펜션,숙소,휴양펜션,스파,독채,해수욕장,해변,공공와이파이존,수상레저,갯벌체험학습장",성산일출봉과 우도가 한눈에 보이는 커플전용 독채 펜션,33.493397,126.90898,,010-4242-6765,
"숙소,민박,농어촌민박,고향민박,자연경관,자연학습장,힐링,반려동물동반_숙소,반려동물동반입장,반려동물",CNTS_000000000022248,예촌민박,서귀포시 남원읍 신례리 828-8,서귀포시 남원읍 중산간동로 7126,"숙소,민박,농어촌민박,고향민박,자연경관,자연학습장,힐링,반려동물동반_숙소,반려동물동반입장,반려동물","<소박한 제주의 모습, 따스한 정원>",33.283665,126.6312,,010-3119-3497,
"숙소,게스트하우스,카페,조식,공공와이파이존,민박,공용주차장,화장실,무료 WIFI,음료대",CNTS_000000000022048,북마크하우스,제주특별자치도 서귀포시 대정읍 일과리 1318-3,제주특별자치도 서귀포시 대정읍 일과대수로11번길 16-8,"숙소,게스트하우스,카페,조식,공공와이파이존,민박",제주 서쪽 노을이 예쁜 조용한 시골 마을에 위치한 제주 전통 돌집을 개조하여 책을 테마로 꾸며진 곳,33.238735,126.23158,63504,010-3048-3255,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019264,용두암빌리지,제주특별자치도 제주시 용담삼동 1004,제주특별자치도 제주시 용마서1길 27-5,"휴식,숙소,펜션,휴양펜션,교통,물품보관서비스,공공와이파이존,해수욕장,온돌방,가족",제주공항 5분거리 용담해안도로에 위치한 펜션,33.516199,126.5051476,,064-712-4334,
"호텔,숙소,어린이,공항,공공와이파이존,가족,관광호텔,안전여행스탬프,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,공용주차장,장애인 화장실,승강기,아주 어려움,1성급,동반불가능,유료제공,전체금연,인터넷,조식식당,있음,운행안함",CNTS_000000000018203,골든파크호텔,제주시 오라1동 2442-5번지,제주특별자치도 제주시 서광로2길 9,"호텔,숙소,어린이,공항,공공와이파이존,가족,관광호텔,안전여행스탬프,무장애관광",제주국제공항과 제주시외버스터미널 근처에 위치한 숙박업소,33.499233,126.51305,,064-752-5821,
"게스트하우스,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018749,단빌리지게스트하우스,제주특별자치도 제주시 한경면 고산리 1578-2,제주특별자치도 제주시 한경면 고락로 100,"게스트하우스,숙소,민박,가족,독채,온돌방,공공와이파이존,단체여행객",1인실부터 가족실까지 다양한 크기의 게스트하우스,33.302131,126.1901501,,064-773-3700,
"휴식,숙소,게스트하우스,주차장,공공와이파이존,자연경관,독채,조식,카페,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000020208,이디하우스,제주특별자치도 제주시 구좌읍 세화리 1476-5,제주특별자치도 제주시 구좌읍 해녀박물관길 33-2,"휴식,숙소,게스트하우스,주차장,공공와이파이존,자연경관,독채,조식,카페",세화 해변이 보이는 게스트하우스,33.523987,126.86202,63361,010-3762-7982,
"휴식,숙소,어린이,펜션,휴양펜션,정원,바비큐,독채,단체여행객,공용주차장,현금결제,화장실,편의점,아주 어려움",CNTS_000000000019606,통나무파크,제주특별자치도 제주시 애월읍 납읍리 102,제주특별자치도 제주시 애월읍 도치돌길 293,"휴식,숙소,어린이,펜션,휴양펜션,정원,바비큐,독채,단체여행객",숲 속 통나무집의 매력을 느낄 수 있는 곳,33.410244,126.366035,63035,010-3555-6909,
"펜션,숙소,휴양펜션,바비큐,교통,해수욕장,해변,공공와이파이존,독채,우도,단체여행객,온돌방,가족,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018921,해안길펜션,제주특별자치도 제주시 우도면 연평리 751,제주특별자치도 제주시 우도면 우도해안길 690,"펜션,숙소,휴양펜션,바비큐,교통,해수욕장,해변,공공와이파이존,독채,우도,단체여행객,온돌방,가족",우도 해안길에 위치한 펜션,33.51974,126.95852,63365,064-783-2087,
