관련 태그 전체,콘텐츠 ID,콘텐츠명,주소,도로명주소,태그,간단소개,위도,경도,우편번호,전화번호
"성산, 화덕피자, 해물파스타,현금결제,카드결제,화장실,무료 WIFI,카드결제,현금결제,,영어,,흑돼지,흑돼지화덕피자 & 해물파스타,어린이 출입가능,유아의자,,불가능,없음",CNTS_200000000010574,섭지코지화덕피자,제주특별자치도 서귀포시 성산읍 고성리 204-2,제주특별자치도 서귀포시 성산읍 신양로 102,"성산,화덕피자,해물파스타,음식,돈가스,파스타,피자,식당,쉬림프피자,치즈피자,고구마피자,페퍼로니피자,해산물토마토파스타,해산물크림파스타,해산물로제파스타,새우크림파스타,크림파스타",흑돼지피자&해물파스타 전문점,33.4364202,126.9206412,-,064-784-7840
"한림, 수제비, 칼국수, 한치파전,화장실,무료 WIFI,수제비, 칼국수, 한치파전,어린이 출입가능,불가능",CNTS_200000000013052,바다제비,제주특별자치도 제주시 한림읍 한림리 1392-2,제주특별자치도 제주시 한림읍 한림로 640,"한림,수제비,칼국수,한치파전,음식,식당,파전,얼큰수제비,얼큰칼국수",제주시 한림에 위치한 바다제비는 고동색으로 꾸며진 출입문에 원목간판이 걸려져 있으며 신선한 해산물과 야채를 이용하여 다양한 음식을 만들어내고 있다.,33.4133125,126.2621284,,
"일주서로, 디저트카페, 뷰맛집,공용주차장,화장실,무료 WIFI,커피,카멜, 니모메선셋, 때때로맑음, 마스카포네티라미수",CNTS_200000000012539,니모메빈티지라운지,제주특별자치도 제주시 외도이동 341-2,제주특별자치도 제주시 일주서로 7335-8,"일주서로,디저트카페,뷰맛집,음식,카페,브런치,토스트,케이크,에스프레소,아메리카노,카페라떼,카푸치노,바닐라라떼,아인슈페너,오미자차,레몬차,허브티,페퍼민트,에이드,레몬에이드,아이스티",외도이동에 위치한 카페 니모메빈티지라운지는 빈티지한 맥시멀리스트인 카페 주인의 취향을 고스란히 반영한 카페이다.,33.4936128,126.431039,,064-742-3008
"전복뚝배기, 옥돔구이, 자리물회, 서귀포, 아침식사, 로컬맛집,공용주차장,화장실,무료 WIFI,전복뚝배기, 옥돔구이, 자리물회,어린이 출입가능,불가능",CNTS_200000000012718,삼보식당,제주특별자치도 서귀포시 서귀동 319-8,제주특별자치도 서귀포시 중정로 25,"전복뚝배기,옥돔구이,자리물회,서귀포,아침식사,로컬맛집,음식,식당,뚝배기,한치물회,전복구이,갈치구이,갈치조림,고등어구이,고등어조림,돼지고기볶음,성게미역국,미역국,갈치국,김치찌개,순두부,전복죽","서귀포에 위치한 삼보식당은 이른 아침부터 맛있는 제주스러운 향토음식을 맛볼 수 있는 곳으로 대표 메뉴로는 전복뚝배기와 옥돔구이, 자리물회를 판매하고 있다.",33.2476846,126.559189,,064-762-3620
"새연교, 서귀포, 카페, 커피, 음료, 티타임,공용주차장,화장실,무료 WIFI,아메리카노, 카페라떼,어린이 출입가능,불가능",CNTS_200000000012720,바다가는길,제주특별자치도 서귀포시 서홍동 707-5,제주특별자치도 서귀포시 남성중로 40,"새연교,서귀포,카페,커피,음료,티타임,음식,아메리카노,에스프레소,카페모카,카페라떼,카푸치노,바닐라라떼,카라멜마끼아또,연유라떼,아포가토,라떼,레몬차,차,자몽차,오미자차,생강차,홍삼차,허브티,카모마일,생과일주스,아이스크림,젤라또,스무디,망고스무디,키위스무디,딸기스무디,요거트,녹차라떼,고구마라떼,초코라떼,생강라떼,핫도그","새연교로 향하는 길목에 위치한 카페 바다가는길은 인근에 새섬과 서귀포 시립해양공원, 서귀포유람선이 있어 이곳을 오고 가는 사람들에게 작은 쉼을 허락해주는 곳이다.",33.2392231,126.5586562,,064-732-3008
"미슐랭, 흑돼지, 흑돼지맛집, 돔베고기맛집,흑돼지거리,공용주차장,화장실,무료 WIFI,흑돼지 구이, 돔베고기, 냉면, 된장찌개,어린이 출입가능,가능",CNTS_200000000012749,돔베돈,제주특별자치도 제주시 건입동 1399-3,제주특별자치도 제주시 관덕로15길 25,"미슐랭,흑돼지,흑돼지맛집,돔베고기맛집,흑돼지거리,음식,식당,돔베고기,가브리살,항정살,오겹살,목살,냉면,된장찌개,볶음밥,물냉면,비빔냉면","흑돼지 거리에 위치한 구이 전문점으로 제주산 흑돼지 오겹살, 목살, 항정살, 가브리살의 다양한 부위를 한번에 맛 볼 수 있다. 특히 상호명인 돔베돈 처럼 돔베고기와 흑돼지를 한번에 즐길 수 있는 세트메뉴가 구성되어 있다.",33.5155635,126.526744,,064-753-0008
"호프, 펍, 수제맥주, 생맥주, 샘플러, 제주맥주맛집,화장실,무료 WIFI,4종샘플러, 제주수제맥주400cc잔,어린이 출입가능,불가능",CNTS_200000000012730,제주약수터 올레시장점,제주특별자치도 서귀포시 서귀동 292-1,제주특별자치도 서귀포시 중앙로48번길 10,"호프,펍,수제맥주,생맥주,샘플러,제주맥주맛집,음식,식당,육포,술","서귀포 올레시장 인근에 위치한 수제맥주 전문점, 제주약수터 올레시장점은 다양한 수제맥주를 제공할 뿐만 아니라 시음이 가능한 곳으로 인기가 대단하다.",33.2490102,126.5627984,,064-901-6632
"케이크, 수제청, 빵지순례,공용주차장,화장실,무료 WIFI,수제청 에이드, 수제청 라떼, 케이크,어린이 출입가능,가능",CNTS_200000000012994,촐리케이크,제주특별자치도 제주시 이도이동 1970-30,제주특별자치도 제주시 신설로2길 1-1,"케이크,수제청,빵지순례,음식,카페,빵,베이커리,아메리카노,카페라떼,바닐라라떼,콜드브루,밀크티,레몬티,딸기라떼,에이드,레몬에이드,라떼,허브티,차,페퍼민트,잉글리쉬브렉퍼스트,루이보스",제주시 이도동에 위치한 디저트 카페인 촐리케이크는 홈페이지를 통해서 주문을 하여 자체제작된 특별한 케이크를 만나볼 수 있다.,33.4939158,126.5415943,,070-7576-3760
"서귀포, 김밥, 모닥치기,화장실,무료 WIFI,모닥치기, 김밥,어린이 출입가능,가능",CNTS_200000000013074,김밥명가 서귀포점,제주특별자치도 서귀포시 서귀동 299-9,제주특별자치도 서귀포시 서문로 5-2,"서귀포,김밥,모닥치기,음식,식당,철판김치볶음밥,철판새우볶음밥,돈까스,치즈돈까스,고구마치즈돈까스,카레돈까스,생선까스,돈가스정식,떡볶이,치즈떡볶이,라볶이,냉우동,냉면,비빔냉면,물냉면,콩국수,열무국수,열무냉면,열무비빔밥,순두부찌개,김치찌개,참치찌개,된장찌개,육개장,갈비탕,우거지탕,황태해장국,라면,유부우동,우동,치즈라면,만두라면,떡라면,짬뽕라면,쫄면,멸치국수,비빔국수,만두국,떡만두국,떡국,김치만두국,오뎅탕,김치김밥,치즈김밥,참치김밥,소고기김밥,모듬김밥,오징어덮밥,제육덮밥,참치덮밥,불고기덮밥,오므라이스,카레라이스,비빔밥,돌솥비빔밥,돌솥밥,야채비빔만두,찐만두",서귀포시 서귀동에 위치한 종합분식집인 김밥명가는 다양한 메뉴들이 마련되어 있어 선택하는 재미가 있는 곳이다.,33.2519628,126.5606747,,064-733-3336
"신제주, 노형동, 김밥,화장실,무료 WIFI,김밥,고추참치김밥, 멸추김밥, 돈까스김밥,어린이 출입가능,가능",CNTS_200000000012586,두루김밥,제주특별자치도 제주시 노형동 2530-4,제주특별자치도 제주시 정존5길 36,"신제주,노형동,김밥,음식,식당,오이김밥,치즈김밥,참치김밥,멸치고추김밥,김치김밥,소고기김밥,참치김치김밥,고추참치김밥,샐러드김밥,돈까스김밥,주먹밥,참치주먹밥,쇠고기주먹밥,꼬마김밥,떡볶이,치즈떡볶이,매운떡볶이,라볶이,수제돈까스,라면,치즈라면,떡라면,얼큰라면","제주시의 숨겨진 김밥 맛집, 두루김밥! 입 안 가득 꽉 찬 신선한 재료들로 이 정성 가득히 입맛까지 보장한다.",33.4851728,126.472482,,064-748-5667
"커피,핸드드립,애월카페,음식,카페,화장실,무료 WIFI,커피,핸드드립커피, 제레미커피,어린이 출입가능,불가능",CNTS_200000000012593,제레미,제주특별자치도 제주시 애월읍 애월리 1549,제주특별자치도 제주시 애월읍 애월로 106-1,"커피,핸드드립,애월카페,음식,카페,핸드드립커피,에스프레소,에이드,아이스티,레몬아이스티,레몬에이드,오렌지에이드,얼그레이",애월에 위치한 핸드드립 전문 카페 제레미는 작은 공간에서 펼쳐지는 커피의 향연과 이 집만의 시그니처 라떼를 맛 볼 수 있는 곳이다.,33.4644349,126.318555,,070-7717-6857
"올레시장, 흑돼지, 왕오징어,화장실,무료 WIFI,왕오징어 철판버터구이, 흑돼지 철판구이, 문어꼬치,어린이 출입가능,불가능",CNTS_200000000013058,비테비테,제주특별자치도 서귀포시 서귀동 276-2,제주특별자치도 서귀포시 중앙로54번길 38,"올레시장,흑돼지,왕오징어,음식,식당,철판구이,아이스크림,오징어,오징어구이,흑돼지구이",서귀포시 올레시장내에 위치한 비테비테는 시장 구경을 하는 사람들의 발을 붙잡는 다양한 음식들이 마련되어 있어 간단히 요기하기에 좋은 곳이다.,33.2497749,126.5636636,,
"칼국수, 곰탕, 통닭, 만두,공용주차장,화장실,무료 WIFI,닭칼국수, 닭곰탕, 옛날통닭,어린이 출입가능,불가능",CNTS_200000000012551,만강촌옛날칼국수,제주특별자치도 제주시 노형동 1043-3,제주특별자치도 제주시 월랑로 42,"칼국수,곰탕,통닭,만두,음식,식당,닭칼국수,닭곰탕,녹두죽,왕만두,삼계탕,떡만두국,팥칼국수,치킨,옛날통닭,닭똥집튀김,초계국수,비빔밀면","노형동에 위치한 만강촌옛날칼국수는 닭칼국수와 더불어 닭곰탕, 옛날통닭 등을 판매하는 곳으로 제주도민이 즐겨 찾는 로컬 맛집이다.",33.4893008,126.476056,,064-744-4780
"수제청에이드,하르비엔나,빵지순례,음식,카페,빵,베이커리,공용주차장,화장실,무료 WIFI,수제청에이드, 하르비엔나,어린이 출입가능,불가능",CNTS_200000000013056,하르비커피,제주특별자치도 서귀포시 서귀동 21-1,제주특별자치도 서귀포시 칠십리로 115,"수제청에이드,하르비엔나,빵지순례,음식,카페,빵,베이커리,레몬차,생강차,대추차,캐모마일,루이보스,페퍼민트,초코라떼,딸기라떼,말차라떼,고구마라떼,밀크티,요거트스무디,라떼,차,바닐라아이스크림,아이스크림,에스프레소,아메리카노,카페라떼,카푸치노,바닐라라떼,카페모카,아포가토,카라멜마끼아또,에이드,요거트,사과주스,토마토주스","서귀포시 서귀동에 위치한 하르비커피는 다양한 음료와 베이커리, 그리고 맥주까지 한 곳에서 즐길 수 있는 복합 루프탑 카페이다.",33.2423354,126.5669237,,064-732-0002
"이호해수욕장,유자차,핸드드립,음식,카페,공용주차장,화장실,무료 WIFI,흡연구역,유자차, 코커스무디, 핸드드립,어린이 출입가능,가능",CNTS_200000000012986,로스트&헤븐,제주특별자치도 제주시 이호일동 1707,제주특별자치도 제주시 테우해안로 162,"이호해수욕장,유자차,핸드드립,음식,카페,팥빙수,아메리카노,라떼,핸드드립커피,에스프레소,카페라떼,카푸치노,바닐라라떼,모카라떼,카라멜마끼아또,연유라떼,고구마라떼,녹차라떼,얼그레이,페퍼민트,캐모마일,루이보스,다즐링,생강차,밀크티,차,아이스티,복숭아아이스티,레몬아이스티,에이드,레몬에이드,자몽에이드,유자에이드,청포도에이드,스무디,요거트스무디,망고스무디,케이크,칵테일",이호해수욕장 맞은편에 위치한 카페인 로스트 앤 헤븐은 알록달록한 실내 외부와 이호해수욕장이 한눈에 보이는 오션뷰를 즐길 수 있다.,33.496738,126.4511395,,
"벙커하우스,제주카페,커피,음식,카페,아메리카노,에스프레소,아포가토,콜드브루,아인슈페너,카페라떼,크림라떼,카푸치노,카페모카,카라멜마끼아또,라떼,바닐라아이스크림,딸기라떼,초코라떼,말차라떼,레몬에이드,자몽에이드,에이드,밀크쉐이크,자몽주스,주스,스무디,애플망고스무디,요거트스무디,딸기스무디,블루베리스무디,차,레몬차,유자차,자몽차,대추차,페퍼민트,얼그레이,캐모마일,녹차,보이차,반려동물,반려동물동반입장,혼저옵서개,반려동물동반식당카페,공용주차장,화장실,무료 WIFI,흡연구역,봄날, 딸기라떼,어린이 출입가능,불가능",CNTS_200000000012723,벙커하우스,제주특별자치도 서귀포시 법환동 140,제주특별자치도 서귀포시 막숙포로41번길 66,"벙커하우스,제주카페,커피,음식,카페,아메리카노,에스프레소,아포가토,콜드브루,아인슈페너,카페라떼,크림라떼,카푸치노,카페모카,카라멜마끼아또,라떼,바닐라아이스크림,딸기라떼,초코라떼,말차라떼,레몬에이드,자몽에이드,에이드,밀크쉐이크,자몽주스,주스,스무디,애플망고스무디,요거트스무디,딸기스무디,블루베리스무디,차,레몬차,유자차,자몽차,대추차,페퍼민트,얼그레이,캐모마일,녹차,보이차,반려동물,반려동물동반입장,반려동물동반_식당카페","서귀포에 위치한 카페 벙커하우스는 동그란 반원형태의 벙커 모양을 갖춘 카페로 1, 2층의 넓은 공간 속 다양한 디저트와 음료를 제공하고 있다. ",33.2407416,126.5191516,,
"애월, 보말요리, 돌솥밥,공용주차장,화장실,무료 WIFI,흡연구역,엘리베이터,장애인 화장실,장애인 전용 주차장,보말돌솥밥정식, 보말죽, 보말칼국수,어린이 출입가능,가능",CNTS_200000000012589,보말보말,제주특별자치도 제주시 애월읍 애월리 2008-1,제주특별자치도 제주시 애월읍 애월로 57,"애월,보말요리,돌솥밥,음식,식당,보말,보말칼국수,보말죽,미역국,부침개,전,무침,돔베고기,전복장,무장애관광","한담해변 인근의 보말요리 전문점. 보말돌솥밥정식, 보말칼국수, 보말죽, 보말미역국, 보말전 등의 다양하고 푸짐한 메뉴들이 있다.",33.4637325,126.3135701,,064-799-5857
"국수, 24시간식당, 아침식사, 고기국수,화장실,무료 WIFI,멸치국수, 비빔국수, 고기국수,어린이 출입가능,가능",CNTS_200000000012652,일도국수,제주특별자치도 제주시 일도이동 1045-7,제주특별자치도 제주시 삼성로 49,"국수,24시간식당,아침식사,고기국수,음식,식당,멸치국수,비빔국수,멸치고기국수,비빔고기국수,열무국수,콩국수,물만두,국밥,육회비빔밥,수육,육회,무뼈닭발",제주공항 인근에 위치한 일도국수는 24시 국수 전문점으로 정성스레 담아낸 국수 한그릇으로 든든하고 만족스런 한끼 식사를 할 수 있는 곳이다.,33.5072272,126.5306595,,064-759-7811
"호근동,올레길,에이드,올레길7코스,말차,엠블랑,우도땅콩,음식,카페,공용주차장,화장실,무료 WIFI,트로피컬 에이드, 말차 팥라떼, 우도땅콩 엠블랑,어린이 출입가능,가능",CNTS_200000000013060,60빈스,제주특별자치도 서귀포시 호근동 405-1,제주특별자치도 서귀포시 태평로120번길 29-2,"호근동,올레길,에이드,올레길7코스,말차,엠블랑,우도땅콩,음식,카페,칵테일,눈꽃빙수,에스프레소,아메리카노,카페라떼,카푸치노,바닐라라떼,카페모카,아포가토,콜드브루,콜드브루라떼,아인슈페너,밀크티,자몽차,생강차,매실차,레몬차,모과차,코코아,차,요거트,스무디,플레인요거트스무디,망고주스,토마토주스,자몽주스,케이크,쿠키,와플,아이스크림",제주 올레길 7코스를 걷다보면 만나 볼 수 있는 60빈스는 아름다운 정원과 눈 앞에 펼쳐진 푸른 바다를 가까이 느낄 수 있는 곳이다.,33.2419106,126.5361713,,064-739-1154
"구제주, 새우요리, 관덕정,공용주차장,화장실,무료 WIFI,딱새우김밥, 딱새우꼬막무침, 새우리해물라면,어린이 출입가능,가능",CNTS_200000000012578,제주시새우리 제주점,제주특별자치도 제주시 삼도이동 1053-22,제주특별자치도 제주시 무근성7길 24,"구제주,새우요리,관덕정,음식,식당,딱새우,김밥,해물라면,모둠튀김,꼬막무침,성게미역국,에이드,더치커피","구제주에 위치한 제주시새우리는 상호명답게 새우를 활용한 다양한 요리를 선보인다. 딱새우김밥, 양념새우컵밥, 간장새우컵밥 등 포장가능한 간단한 요리들이 있다.",33.514599,126.5207879,,064-900-2527
"비자림, 비자림카페, 비자라떼,공용주차장,화장실,무료 WIFI,커피,비자라떼,어린이 출입가능,불가능",CNTS_200000000012580,친절한비자씨,제주특별자치도 제주시 구좌읍 평대리 3164,제주특별자치도 제주시 구좌읍 비자숲길 58,"비자림,비자림카페,비자라떼,음식,식당,에스프레소,아메리카노,카페라떼,카푸치노,바닐라라떼,헤이즐넛라떼,카페모카,카라멜마끼아또,주스,라떼,에이드,레몬에이드,자몽에이드,차,청귤차,자몽차,유자차,레몬차,초코라떼,녹차라떼,고구마라떼,밀크티,요거트스무디,딸기요거트스무디,블루베리요거트스무디,플레인요거트스무디,아이스티,복숭아아이스티,아이스크림,오곡라떼,찹쌀도너츠,찰보리빵","비자림에 위치한 카페 친절한비자씨는 비자 열매를 활요하여 만든 비자라떼를 판매하며 이외에도 커피, 음료를 마시며 비자림의 기운을 만끽할 수 있는 곳이다.",33.4921289,126.8098567,,070-4113-0908
"국수, 국밥, 순대, 고기국수,공용주차장,화장실,무료 WIFI,고기국수, 도가니탕, 찹쌀순대,어린이 출입가능,불가능",CNTS_200000000012693,만세국수 본점,제주특별자치도 제주시 오라일동 1074-6,제주특별자치도 제주시 오라로 152,"국수,국밥,순대,고기국수,음식,식당,멸치국수,내장국밥,따로국밥,도가니탕,꼬리곰탕,도가니전골,꼬리전골,찹쌀순대,물만두,콩국수,냉국수",오라일동에 위치한 만세국수 본점은 20년 노하우의 진하고 깊은 고기국수를 제공하는 식당으로 제주공항과 가까워 접근성이 좋은 식당이다.,33.4940741,126.5188397,,064-702-7056
"보말죽, 보말칼국수, 아침식사,공용주차장,화장실,무료 WIFI,제주보말죽, 제주보말칼국수, 제주성게비빔밥,어린이 출입가능,불가능",CNTS_200000000012715,해조네,제주특별자치도 서귀포시 안덕면 창천리 876-4,제주특별자치도 서귀포시 안덕면 대평감산로 12,"보말죽,보말칼국수,아침식사,음식,식당,성게비빔밥,칼국수,성게미역국,미역국,수제비,갈치구이,옥돔구이,고등어구이",중문관광단지 인근에 위치한 해조네는 제주산 보말과 성게만을 사용하여 만든 제주답고 제주스런 한끼 식사를 제공하고 있다.,33.2357856,126.3669704,,064-738-7908
"라멘, 제주시 라멘, 자가제면,공용주차장,화장실,무료 WIFI,라면,윤라멘, 쇼유라멘, 토마토절임, 닭껍질교자,어린이 출입가능,불가능",CNTS_200000000012555,윤옥,제주특별자치도 제주시 이도이동 2003-3,제주특별자치도 제주시 구남동2길 19-4,"라멘,제주시 라멘,자가제면,음식,식당,라면","100% 제주산 닭육수를 사용하여 맛을 낸 라멘집으로 윤라멘, 신윤라멘, 시오라멘, 쇼유라멘을 주문할 수 있으며 추가로 닭껍질 교자를 주문할 수 있다.",33.4888303,126.5361081,,0507-1318-4636
"버거,수제버거,함덕해수욕장,양식,음식,식당,햄버거,감자튀김,밀크쉐이크,아메리카노,카페라떼,쉐이크,녹차쉐이크,반려동물,반려동물동반입장,혼저옵서개,반려동물동반식당카페,공용주차장,화장실,무료 WIFI,당근버거, 시금치버거, 마늘버거,어린이 출입가능,불가능",CNTS_200000000012605,무거버거,제주특별자치도 제주시 조천읍 신흥리 15,제주특별자치도 제주시 조천읍 조함해안로 356,"버거,수제버거,함덕해수욕장,양식,음식,식당,햄버거,감자튀김,밀크쉐이크,아메리카노,카페라떼,쉐이크,녹차쉐이크,반려동물,반려동물동반입장,반려동물동반_식당카페","함덕 해수욕장 인근에 위치한 무거버거는 자연과 가까우 건강한 버거를 만든다는 일념 하나로 레시피를 개발하여 당근버거, 시금치버거, 마늘버거를 판매하고 있다.",33.5488969,126.6550619,,
"신제주, 해장국, 돈가스,공용주차장,화장실,무료 WIFI,고기많이해장국, 버섯많이해장국, 돈가스세트, 메밀소바세트,어린이 출입가능,불가능",CNTS_200000000012760,탑해장국앤돈가스,제주특별자치도 제주시 연동 310-12,제주특별자치도 제주시 신대로7길 7,"신제주,해장국,돈가스,음식,식당,메밀비빔국수,돈까스,소바,메밀소바,돈가스정식",야채육수로 맛을 낸 해장국과 담백하고 두툼한 돈가스 전문점. 두가지 해장국 메뉴와 두가지 돈가스 메뉴로 구성되어 있어 남녀노소 누구나 편하게 즐길 수 있는 식당이다.,33.4919826,126.4976552,,064-749-8201
"설렁탕, 갈비탕, 꼬리곰탕, 도가니탕,공용주차장,화장실,무료 WIFI,흡연구역,설렁탕, 얼큰우거지갈비탕, 영양갈비탕,어린이 출입가능,불가능",CNTS_200000000012558,청담집,제주특별자치도 제주시 노형동 2737,제주특별자치도 제주시 월랑로 83,"설렁탕,갈비탕,꼬리곰탕,도가니탕,음식,식당,특설렁탕,우거지갈비탕,영양갈비탕,모듬수육,도가니수육,꼬리수육,갈비찜,매운갈비찜",제주공항 인근에 위치한 설렁탕 전문점 청담집은 오픈키친으로 설렁탕이 만들어지는 과정을 눈에 담아낼 수 있으며 그만큼 진심을 다해 정성껏 선보인 한그릇은 맛과 정성이 담겨져 있다.,33.4917374,126.472442,,064-743-6969
"고성리,고기국수,돔베고기,음식,식당,흑돼지,몸국,공용주차장,화장실,무료 WIFI,흑돼지 고기국수, 돔베고기,어린이 출입가능,가능",CNTS_200000000013116,꽃가람,제주특별자치도 서귀포시 성산읍 고성리 306-1,제주특별자치도 서귀포시 성산읍 고성동서로 73,"고성리,고기국수,돔베고기,음식,식당,흑돼지,몸국,비빔국수,국밥,왕만두",성산 고성리 오일장 내에 위치한 국수집인 꽃가람은 제주산 흑돼지를 푹 삶아 만든 정갈하고 깊은 맛의 음식들이 마련되어 있다.,33.4509234,126.9150116,,064-783-3939
"김밥, 꼬마김밥, 서귀포, 올레시장, 아침식사,화장실,무료 WIFI,다정이네김밥, 매운멸치고추김밥,어린이 출입가능,가능",CNTS_200000000012717,다정이네,제주특별자치도 서귀포시 서귀동 255-7,제주특별자치도 서귀포시 동문로 59-1,"김밥,꼬마김밥,서귀포,올레시장,아침식사,음식,식당,매운김밥,멸치김밥,멸치고추김밥,참치김밥,치즈김밥,불고기김밥,매콤제육김밥,새우튀김김밥,돈까스김밥",서귀포 올레시장에 위치한 다정이네는 다양한 김밥을 맛볼 수 있는 김밥전문점으로 올레시장 본점과 2호점인 서귀포신시가지점이 있다. ,33.2494552,126.5669792,,070-8900-8070
"구제주, 델문도, 드립커피,공용주차장,화장실,무료 WIFI,흡연구역,소보로아인슈페너, 소보루녹차라떼, 베이커리,어린이 출입가능,불가능",CNTS_200000000012607,델문도로스터스,제주특별자치도 제주시 도남동 61-4,제주특별자치도 제주시 연삼로 316,"구제주,델문도,드립커피,음식,카페,콜드브루,에스프레소,아메리카노,카페라떼,아인슈페너,바닐라라떼,딸기라떼,초코라떼,라떼,에이드,스무디,딸기스무디,망고스무디,주스,과일주스,차,레몬차,허브티,페퍼민트,캐모마일,얼그레이,루이보스,모히또,술,칵테일,코로나,호가든","도남동에 위치한 델문도로스터스는 직접 원두를 감별하여 매장 내에서 직접 볶은 원두로 내리는 커피 맛집이며, 다양한 빵 종류를 제공하고 있다.",33.4917912,126.5263903,,064-755-0006
"탑동, 수제맥주, 펍, 맥파이,공용주차장,화장실,무료 WIFI,페일에일, 포터, 퀼쉬, IPA, 피자, 치킨텐더,어린이 출입불가,불가능",CNTS_200000000012588,맥파이 블루버드,제주특별자치도 제주시 삼도이동 1260-5,제주특별자치도 제주시 탑동로2길 7,"탑동,수제맥주,펍,맥파이,음식,식당,술,피자,바베큐치킨피자,페퍼로니피자,하와이안피자,치킨텐더,시저샐러드,감자튀김",삼도2동에 위치한 맥파이 블루버드(탑동점)는 맥파이가 만드는 다양한 주제의 맥주를 탭으로 즐길 수 있으며 캔으로도 구매 가능하다.,33.5183337,126.5224034,,064-722-2849
"동흥동,유기농빵,치아바타,빵지순례,깜빠뉴,앙버터,음식,카페,빵,베이커리,공용주차장,화장실,무료 WIFI,뺑드블랑, 앙버터, 단호박깜빠뉴,어린이 출입가능,불가능",CNTS_200000000013059,블랑제리,제주특별자치도 서귀포시 동홍동 499-5,제주특별자치도 서귀포시 동홍중앙로52번길 2,"동흥동,유기농빵,치아바타,빵지순례,깜빠뉴,앙버터,음식,카페,빵,베이커리,바게트,케이크,치즈케이크",서귀포시 동흥동에 위치한 블랑제리는 유기농 재료를 사용하여 천연발효시켜 만들고 각 종 첨가물이나 색소가 들어가 있지 않은 건강한 빵을 만드는 곳이다.,33.2552393,126.572495,,064-767-0913
"마늘바게트,인절미빵,빵지순례,음식,카페,빵,베이커리,마늘바게트, 인절미빵,어린이 출입가능,가능",CNTS_200000000013112,보룡제과,제주특별자치도 서귀포시 성산읍 고성리 2747-28,제주특별자치도 서귀포시 성산읍 고성오조로 48-1,"마늘바게트,인절미빵,빵지순례,음식,카페,빵,베이커리,바게트,호두파이,머핀,모카빵",서귀포시 성산읍에 위치한 보룡제과는 저렴한 가격에 다양한 빵들을 종류 별로 만날 수 있는 재미가 있는 베이커리 전문점이다.,33.448007,126.9152566,,064-782-5472
"로스팅,아메리카노,카페라떼,음식,카페,에스프레소,화장실,무료 WIFI,아메리카노, 카페라떼,어린이 출입가능,불가능",CNTS_200000000013122,크래커스 한경점,제주특별자치도 제주시 한경면 조수리 1363-1,제주특별자치도 제주시 한경면 낙수로 1,"로스팅,아메리카노,카페라떼,음식,카페,에스프레소,바닐라라떼,아포가토,카푸치노,아인슈페너,레몬티,핫초코,레몬에이드,에이드,아이스크림",제주시 한경면에 위치한 카페인 크러커스 한경점은 시골마을의 놀러온 듯한 정서를 느끼게 하고 있으며 건너편에 로스터리가 있어 직접 원두를 로스팅하고 있다.,33.3351402,126.2274363,,064-773-0080
"애월카페거리,디저트카페,오션뷰,음식,카페,공용주차장,화장실,무료 WIFI,흡연구역,제주말차크리미, 퍼플에이드,어린이 출입가능,불가능",CNTS_200000000012628,레이지펌프,제주특별자치도 제주시 애월읍 애월리 2578-1,제주특별자치도 제주시 애월읍 애월북서길 32,"애월카페거리,디저트카페,오션뷰,음식,카페,에이드,오렌지에이드,복숭아에이드,레몬에이드,스무디,초코라떼,헤이즐넛라떼,라떼,에스프레소,아메리카노,카페라떼,바닐라라떼,빵,말차라떼",한 때 양어장으로 물을 긷던 펌프장을 개조하여 만든 카페인 레이지 펌프는 건물이 가진 추억을 고스란히 간직하고 있는 공간이다.,33.4657557,126.3108676,,
"해장국, 내장탕, 제주시청,공용주차장,화장실,무료 WIFI,해장국, 내장탕,어린이 출입가능,불가능",CNTS_200000000012987,대춘해장국 시청점,제주특별자치도 제주시 이도이동 1176-34,제주특별자치도 제주시 동광로2길 9-1,"해장국,내장탕,제주시청,음식,식당","제주시청에 위치한 대춘해장국은 30년 전통의 해장국, 내장탕 전문점이며 연북로점, 노형점, 시청점 세 지점 모두 가족이 직접 운영하고 있다.",33.5006463,126.5310085,,064-723-7456
"영어마을, 샤워도우, 치아바타, 대정읍, 베어커리, 빵지순례,공용주차장,화장실,무료 WIFI,샤워도우, 치아바타,어린이 출입가능,가능",CNTS_200000000013050,소소희,제주특별자치도 서귀포시 대정읍 보성리 175-6,제주특별자치도 서귀포시 대정읍 영어도시로 27-2,"영어마을,샤워도우,치아바타,대정읍,베어커리,빵지순례,음식,카페,빵,베이커리,아메리카노,라떼,생강차,생강라떼,오미자차,오미자에이드,차,에이드,우유,밀크티,주스",대정읍 영어도시에 위치한 베이커리 전문점인 소소희는 오랫동안 배양한 발효종을 사용하여 건강하고 소화가 잘되는 빵을 만들고 있다.,33.2747621,126.2782265,,064-792-1407
"대게, 고로케, 서귀포, 올레시장, 간식,대게고로케, 대게그라탕,어린이 출입가능,불가능",CNTS_200000000012726,웰덤대게고로케 올레시장점,제주특별자치도 서귀포시 서귀동 275-37,제주특별자치도 서귀포시 중정로73번길 13,"대게,고로케,서귀포,올레시장,간식,음식,식당,그라탕,모둠꼬치,게살고로케,치즈고로케",서귀포 올레시장에 위치한 웰덤대게고로케 올레시장점은 귀하디 귀한 대게를 실속있게 맛 볼 수 있는 곳으로 간식으로 만들어 부담없이 누구나 즐기기 좋은 먹거리를 제공한다.,33.2492088,126.5639079,,064-762-1190
