,ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT
1532,CNTS_000000000019665,ㄷㄷㄷ,안경쓴 남자 알바가 너무 불친절합니다,kakao,1,22.07.22.
1533,CNTS_000000000019665,M,감사합니다 너무 급하게 찾은 숙소였는데밥도 못먹고 편의점에서 사온 라면 먹는데반찬 내어주신다고 말씀만이라도 너무 감사드리고역시 리뷰가 좋은 이유가 사장님이 천사셔서 인 것 같아요건강하세요 사장님또 올게용,kakao,5,22.06.20.
1534,CNTS_000000000019665,리엔,층 카페의 중년여자분 정말 친절하세요 그런데 젊은남녀알바생들과 주인이 남자 젊은 사장님 같은데 정말 짜증남 알바생들이 뭘보고 배울지그냥 싼맛에 두번같은데 이젠 패스임,kakao,1,22.05.03.
1535,CNTS_000000000019665,ㄷㄱㄹㄱㄱㅇㅈ,기본적인거랑 고데기 수건 치약 샴푸 바디워시있어서 좋았어요 방바닥이 따뜻해요,kakao,5,22.04.01.
1536,CNTS_000000000019665,접니다,음식은 층에서 먹어야 하고 술은 층에서 사야함 외부반입 안됌가격대비 굉장히 훌륭하고 자는 방엔 커튼으로 분리해놓음샴푸 바디워시 있음근데 알바가 의도하고 하는진 모르겠는데 언행이 상당히 불쾌했음그거빼곤 숙소엔 상당히 만족,kakao,3,22.03.31.
1537,CNTS_000000000019665,남강우,제주도에서 현재까지 곳 정도 저렴이 게하를 이용했는데 가장 깨끗하고 냄새 안남 단점은 세수비누와 치약 제공이 안되고 샤워하면 배수가 잘 안되서 바닥에 물이 참,kakao,4,22.03.28.
1538,CNTS_000000000019665,음식블랙홀, ,kakao,4,22.02.27.
1571,CNTS_000000000020692,유태흥, ,kakao,1,21.09.26.
1572,CNTS_000000000020692,Lee SHye,하루만 묵으려 했는데 너무좋아서 연박을  몇일이나 더했네요 저말고도 많이  그렇게 하신듯가든도 너무 이쁘게  잘꾸며 놓으셔서  아무것도 안하고 멍 만 때려도  너무 좋네요힐링 제대로 하고갑니다컨디션 좋으실때  점심까지 챙겨주시는 사장님꼭 다시가고싶은 게스트하우스네요,kakao,5,21.07.26.
1573,CNTS_000000000020692,하늘색풍선,숙소 관리가 잘 되어있고 주인 아주머니 친절하시긴 합니다 다만 같은 날 예약한 방으로 체크인 하지 못한 팀이 저희 포함 팀이였어요 아무래도 아주머니 혼자 관리하시다보니 그런 것 같은데 이 부분은 조금 더 보완해주셔야할 듯 합니다,kakao,4,21.07.21.
1574,CNTS_000000000020692,조영진,죽이 정말정말 맛있고 주인 어머님께서 많은 부분 배려를 해주십니다 옥상에 올라가면 우도가 한 눈에 보여서 참 아름답습니다 이불과 매트가 부드러워서 잠이 잘와요,kakao,5,21.07.10.
1575,CNTS_000000000020692,몽야,친절하신데 위생은 좀더 신경 써주셔야 할 듯 합니다세탁한 이불이라는데 머리카락이ㅠㅠ,kakao,3,21.06.08.
1576,CNTS_000000000020692,딩가딩가,친절하게 잘 쉬다왔어요,kakao,5,21.04.27.
1577,CNTS_000000000020692,seeyu, ,kakao,4,21.04.03.
1578,CNTS_000000000020692,목이부인,방음이 전혀 안되고 창문이 없어서 답답했어요바닥은 카페트인데 따로 슬리퍼가 없어서 아쉬웠어요 공용공간인 카페도 예쁘고 조식 반찬도 깔끔하니 맛있었어요옆옆집에 개들이 엄청 많았는데 목줄없는 애가 길가까지 나와서 짖어대서 무서웠네요ㅜㅜ,kakao,2,20.11.06.
1579,CNTS_000000000020692,네이만피아슨,우도에서 숙소는 항상 여기로 옵니다조식으로 주시는 전복죽도 맛있구요 친절하십니다 항상 좋은 추억 만들고 갑니다,kakao,5,20.05.20.
1580,CNTS_000000000020692,이술아,갱얼쥐 소미가 바닷가로 길안내해주는데 정말 너무 예뻐요 소미때문에 여기 장기투숙하고싶을정도에요 ㅜㅜ 사장님도 다정하시고 시설관리도 너무 잘 되어있어요 더이상 할 말이 없을 정도로 완벽해요 특히나 침구류가 완전 깨끗합니다 정말 잘 관리되는 게하의 표본이에요 제주여행 통틀어 완전 만족스러웠어요   무조건 당연히 여기로 예약하세요,kakao,5,20.05.18.
1581,CNTS_000000000020692,정주행,시설관리 주인아주머니 조식단연 최곱니다,kakao,5,19.04.26.
1584,CNTS_000000000021180,돈데크만샬랄,하늘고래블루 또가고 싶네요주인분도 너무 친절하고그때가 그립네요,kakao,5,21.08.31.
1585,CONT_000000000500854,맛집탐험가,너무너무 좋았습니다,kakao,5,22.10.08.
1586,CONT_000000000500854,뿌잉, ,kakao,5,22.06.02.
1587,CONT_000000000500854,::, ,kakao,5,22.04.10.
1588,CONT_000000000500854,석영,잘쉬었다 갑니다새벽같이 일어나 준비해주신 조식은 한끼 밥이라기보다 지친 여행자를 보듬어주는 포근한 위로였습니다,kakao,5,22.02.26.
1589,CONT_000000000500854,신현지,혼자갔었는데 사장님들이 너무 따숩고 친절하게 해주셔서 좋았어요 특히 여기는 조식맛집이라 꼭 예약하신다면 모두 먹어봤으면 합니다 다음에 또 가려구요ㅎㅎ,kakao,5,22.02.13.
1590,CONT_000000000500854,1or5, ,kakao,1,22.01.19.
1591,CONT_000000000500854,dds, ,kakao,1,22.01.19.
1592,CONT_000000000500854,w,사장님 내외분들이 정말 친절하시고 조식이 훌륭했습니다 조금 큰 강아지가 있는데 너무 순하고 사람을 좋아해서 지내는 동안 더 즐거운 여행이 되었습니다,kakao,5,21.10.13.
1593,CONT_000000000500854,이혜린,최근 후기가 없길래 적어요 박했고 제주 지금까지 번은 갔는데 가장 좋았던 숙소입니다깨끗하고 매일 수건도 갈아주시고 무엇보다 걱정했던 벌레가 하나도 없었어요 밤에는 주변이 좀 어둡지만 조용한 숙소 찾으신다면 여기 너무 좋아요 조식 시간이 시반으로 좀 일렀지만 조식때문에라도 또 가고싶을 만큼 너무 맛있고 푸짐합니다편의점은 걸어서 분정도 거리에 있고 바다는 걸어서 분 정도 걸립니다 차로 분거리에 전기차 충전소도 하나 있어요강아지 탄이는 생각보다 많이 크지만 엄청 순하고 귀여워요 사장님 두분 모두 너무 친절하시고 필요한거 잘 챙겨주십니다 천원에 빨래 맡기면 건조까지 해주십니다 또 가고 싶네요인실 갔는데 방 커서 너무 좋았어요 화장실은 복도 건너에 있지만 저희만 쓰는 곳이라 괜찮았어요 한 가지 단점을 굳이 꼽자면 에어컨이 시끄럽습니다,kakao,5,21.08.29.
1594,CONT_000000000500854,s u r y,사장님 내외분 넘나넘나 친절하시고 조식도 넘나 맛나고 탄이도 귀엽고 정말 잘 쉬다가 갑니다,kakao,5,20.10.01.
1595,CONT_000000000500854,은수,다 최고였어요 사장님 내외분도 너무 친절하셨고 저희 편의를 최대한 봐주셨어요 방도 엄청 깨끗했고 침구류도 새것처럼 좋은 냄새나고 폭신했습니당 특히 아침에 사장님께서 직접 만들어주신 샌드위치도 넘 맛 있었고 사장님께서 여행코스도 추천해주셔서 아부오름도 잘 갔다왔네용 끝까지 탄이와 함께 배웅해주시면서 좋은 여행 되시라고 해주신 사장님 내외분과 탄이 너무 감사드립니다 덕분에 너무 좋은 여행이었어용,kakao,5,20.04.28.
1600,CNTS_000000000022352,sso,번화가인 함덕에서 좀 떨어져서 조용하고 한적하니 분위기는 좋습니다 박 예약했는데 박만 하고 바로 다른 호텔 찾아서 예약하고 나왔어요맨 바닥에서 못자서 일부러 침대방 예약한건데 침대가 너무 딱딱하고 소리나고 옆사람 일어나면 같이 방방이를 뜁니다 자고 일어났는데 온 몸이 너무 아파요 성수기에 가격은 저렴하고 깔끔했지만 잠을 못자서 넘 힘들었네요 그리고 객실내 금연은 이해하는데 금주 취식까지 금지예요 방에서 아무것도 하지 말라는거죠,kakao,2,21.08.05.
1601,CNTS_000000000022352,쏘오니,올레길 걷다가 찾아간집올레길 바로옆은 아니기도하고 비가 너무 많이와서 겨우겨우 찾아갔어요  맛있는 식사 포근한 잠자리에 정말 푹쉬고 아침까지 먹고 나왔습니다  광고를 특별히하지않고 다른 게하처럼 친절한 스탭도 없어서 걱정하셨는데 충분히 매력있어요반찬많이주셔서 다 먹느라 애썼답니당,kakao,5,21.05.17.
1602,CNTS_000000000022352,소세지,침구도 정말 깨끗하고 층 식당 밥도 너무너무 맛있어요 편하게 잘 쉬다가 갑니다,kakao,5,20.07.08.
1603,CNTS_000000000022352,호호마,어머님 음식 솜씨가 좋습니다 다른데 찾지마시고 층에 식당 꼭 이용하세요ㅎ,kakao,5,19.12.12.
1604,CNTS_000000000022352,번개,이번 올레길 전체 일주를 위해 들렸던 게하인데 하루만 묵고 가려던 계획을 바꿔 이틀을 묵었네요주인 내외분의 게하관리가 특별하여 룸과 사워실 그리고 깨끗한 침구가 좋았고 무엇보다 자체 정성스런 음식을 내는 식당을 겸비하고 있어  올레길을 걷는 마니아에겐 더 이상 바랄 사항이 없었죠 신흥리로 가시면  꼭 한번 이용해 보세요,kakao,5,19.01.30.
1605,CONT_000000000500897,순례자,일전 결항 그리고 그 뒤로도 날씨가 어떻게 될지 몰라 비행기 예약을 못하는데  다른 업체숙소 렌트카 항공는 수수료 없이 환불 되는데  여기만 안되네요전에도 갔던 곳이라 좋은 기억으로 다시 찾아갈려고 했는데  이제 다시는 안갑니다 주변 지인들에게 추천해서 많이 갔는데 이젠  추천 할 일도 없겠네요,kakao,1,22.12.22.
1606,CONT_000000000500897,둥둥,잠만 자고 갔는데 정말 좋았습니다 층 라운지 사람없어서 우리끼리 썼는데 괜찮았어요 굿,kakao,5,22.12.17.
1607,CONT_000000000500897,옴팡진어른이,이름 바꾸자 핵인싸홈 으로와타시는 형 인간이구 심지어  내향으로 나왔능데 오똫게 여기에 낑겨요 심지어 혼자갔어 살려줘요 멍뭉이 보고시풨는데 밖에서 담배피구 있으면 포기해야지뭐 ㅠ 숙소는 나름대로 깔끔해서 괜찮 방음이랑 개짓는 소리랑 화장실불켜는소리 땜에 잠못자니까 귀마개 필수조식은 뭐 그냥 나쁘지 않았다,kakao,3,22.10.18.
1608,CONT_000000000500897,홍시,사장님이 친절하고 맛집추천을 잘해줘요강아지들도 귀여워요 바베큐도 맛있고 새로운 인연즐겁게 보내고 싶은 분들은 강력추천합니다 술 좋아하시면 지하 펍도 꼭 가보세요 메뉴에 없는것도 만들어주시는 노래 잘부르는 바텐더 분이 있어요 다음 제주 여행때도 서귀포에 온다면 오고싶은곳입니다,kakao,5,22.09.01.
1609,CONT_000000000500897,김호수,년 만의 제주도 방문 박 일 일정으로 여행을 하려고 백패커스룸에 묵었습니다휴양지에 온 것 같은 외관 프라이버시 노출이 되지 않고 편안하게 잠잘 수 있는 침대가 좋았습니다매일 바베큐 파티가 열리는데참석은 개인자유 참석 희망자 문자통해 모집 처음보는 여행자들과 바베큐를 먹으면서 이야기를 나누어서 좋았습니다 바베큐 맛은 굿 흑돼지가 아닌 백돼지지만 맛있었습니다그리고 매일 아침 시 분에 조식이 나오는데 최고의 조식이었습니다 제주도에서의 좋은 추억을 담고 가서 좋았습니다,kakao,5,22.08.11.
1610,CONT_000000000500897,나나나나빌레라,친구랑 같이 와서 지내기 괜찮음혼자 올 경우 하루이틀 묵을만함,kakao,3,22.07.03.
1611,CONT_000000000500897,솔직한후기,재방문의사 퍼센트의 게스트하우스고기의 질과 숙소의 청결도 모두 좋습니다,kakao,5,22.06.16.
1612,CONT_000000000500897,dal, ,kakao,5,22.01.23.
1613,CONT_000000000500897,스티치, ,kakao,5,22.01.16.
1614,CONT_000000000500897,ㅇㅇㅁ,너무 지저분한데요 방이침대 옆틈이 벌어져있는데 사용한 휴지랑 플라스틱손잡이있는 치실이 있던데요그리고 방이 너무 추움난방이 있긴 한데 거의 기능을 안하는 듯함,kakao,1,21.11.11.
1615,CONT_000000000500897,equs,방도 넓고 라운지도 좋았다,kakao,4,21.11.03.
1622,CNTS_000000000019337,띠용, ,kakao,5,22.12.29.
1623,CNTS_000000000019337,KM, ,kakao,5,22.11.12.
1624,CNTS_000000000019337,스피츠가조아,가격대비훌륭함 ,kakao,5,22.11.11.
1625,CNTS_000000000019337,냠냠,객실도 넘 깨끗하고 온수풀 넘 좋아요,kakao,5,22.11.07.
1626,CNTS_000000000019337,hy,겨울엔 아기랑 여기만한 곳이 없어용 온수풀 넘 따듯하고 풀장내 식당이 타 호텔 대비 싸고 양도 많고요 영화만 좀 바꿔줬으면 주차도 자리 부족했던적 한번도 없었네요 호텔 내 베이커리는 걍 그래요 종류가 부실함,kakao,5,22.11.03.
1627,CNTS_000000000019337,오냐,재재재방문,kakao,5,22.09.20.
1628,CNTS_000000000019337,이한수,아이들 놀기 좋고 후기가 좋아 방문했습니다아쉬운 점은 저녁 디너가 별로였습니다 즉석 요리가 아닌 요리한걸 가지고 온듯한 음식이고 평범했습니다 반면 조식과 커피 크로와상은 훌륭했습니다 프랑스서 년 살다온 와이프도 크로와상은 훌륭하다며그리고 호텔 내 한식당이 있었으면 좋겠습니다수영장 온수여서 아기가 밤늦게까지 놀아도 감기 걸리지 않고 좋았습니다 다만 밤에는 낮과달리 수영장 물에 냄새가 좀 있었습니다 주차는 밤늦게 들어으면 호텔 앞 길에 세워야되고가장 큰 아쉬운 점은 에어컨을 너무 세게 트는데 심지어 새벽에도 세기가 그대로였습니다밤비노도 추울정도 였습니다 후기가 너무 좋아 다녀 왔지만 아쉬운점은 다소 있었습니다,kakao,3,22.08.06.
1629,CNTS_000000000019337,鉛響,키즈룸패키지   로 박가격이 싼 편은 아니라고 생각하는데그만큼 만족스런 호텔이었습니다 애들을 위한 설비와 식사 방 상태 등 머물기에도 아주 좋았고수영장이 잘 되어있고 수영장 물도 따뜻해서 근처에 바다가 없어도 애들이 잘 놀아서 아무 불편함이 없었습니다 직원분들도 무척 친절하여 제 실수임에도 불구하고 잘 처리해주셔서 좋았습니다,kakao,5,22.07.31.
1630,CNTS_000000000019337,우가차차,온천같은 펄펄 온수풀은 제주도 최고수준 욕실빼고 룸컨디션도 좋음 그러나 나머지는 그냥그냥 특히 조식은 영싼가격에도 불구하고 개인적으로 별로주위에 아무것도 없고 호텔에도 먹을것이 아무것도 없기때문에 알아서 준비해서 가시는게 정신건강에 좋음 샤워기 곰팡이와 작동안되는 스파욕조는 어떻게 해야할듯함  직원들은 안친절한건 아닌데 표정이 없어서 물어보기 미안함 온수풀하나보고 가면 좋아요 년 재방문 역시나 온천풀은 펄펄 그러나 룸 컨디션이나 다른 부대적인 부분이 많이 개선되었음,kakao,3,22.07.27.
1631,CNTS_000000000019337,Park, ,kakao,5,22.06.27.
1632,CNTS_000000000019337,김애숙,가족여행지로 선택한 토스카나호텔 엄지 척 입니다수영장도 온수풀로 넘 좋구요 조식도 넘 맛있고디너음식도  평소에 먹지 못하는 음식 이었습니다제주도 여행  행복할수 있었어요,kakao,5,22.06.21.
1678,CONT_000000000501058,송석,오랜만에 여행온 제주도 이런 구석에 이런 곳이 있는줄 처음 알았네요  직원 분들 너무 친절하시고 토끼들 너무 귀요미들이네요 조식 전복죽 미역국 아이들과 너무 맛있게 잘먹고 잘 쉬고 왔습니다,kakao,5,22.12.19.
1679,CONT_000000000501058,U,객실 깨끗하고 넓어서 좋네요 옥상 올라가면 바다랑 엉또폭포도 보이고 주변이 넓은 숲으로 되어 있어서 운치있기도 하고ㅎㅎㅎ 층 식당은 대식가인 저도 부담될 정도로 양이 엄청 많아요ㅋㅋ맛도 좋구요 원래 한번 간 리조트는 재방문 거의 안하는 주의이긴 한데 요긴 또와도 될듯ㅎㅎ,kakao,5,22.12.19.
1680,CONT_000000000501058,여름둥둥,많이 낡아서 그런지 벽지나 욕실같은데가 깨끗하지는 않네요 가성비는 좋은거 같아요 직원분들은 친절하세요 아침 조식은 전복죽은 먹지 마세요 이상한 맛이어서 다 남겼어요 성게미역국은 괜찮아요,kakao,3,22.08.20.
1681,CONT_000000000501058,💓,숙소 넘 깔끔하고 너무너무 좋았어요 온돌방했는데 넘 좋았구 넓고 깔끔하도라구요 게다가 숙소내에 동물농장도 있구 말타기 체험도 저렴하구 방방이도 있고 식사도 너무 정갈하고 잘나와용 ㅠㅠㅠㅠ 최고에요 다들 조식 꼭 드시구용 그리구 거기 안쪽에 흑돼지집도 맛있다는데 안먹어봤어요 여러가지 동물들 있구 사장님이 매일 아침마다 동물들 먹이주시고 깔끔하고 신경쓰시는게 눈에 보여요 직원분들도 너무 친절하고 기분좋게 쉬다가요 어린 아이 있으신분들 강추 가족여행오신분들 추천드리구 또 오고싶은 숙소에요 ,kakao,5,22.02.01.
1682,CONT_000000000501058,LAN,입장권아아 한잔씩 사서 동물들과 인사 나누고 덤블링하고 쉬다 오기 좋은곳이예용,kakao,4,21.12.30.
1683,CONT_000000000501058,jina,청결을 무조건 순위로 두고 숙소를 정하는데 넘 깨끗했어요ㅜㅜ 주변에 작은동물농장 귤밭 방방 등 시설이 깨끗하게 잘 되어있어서 하루 그냥 푹 쉬고싶다하시면 가도 좋을거같아요 일정때문에 자는 시간 맞춰서 갔더니 아쉽네여ㅜㅜ,kakao,5,21.10.07.
1684,CONT_000000000501058,눈사람,시설도 깨끗하고 전체적으로 잘 관리 되어 있어요  방방토끼식당 다 관리하기 힘들듯 한데 사장님이 꼼꼼하신 것 같아요ㅋㅋ 층 카페에서 먹은 빵도 괜찮았어서 조식 필수적인 분들도 추천해요 일정 되시면 하루는 꼭 저녁에 엉또흑돼지 예약해서 드세요 흑돼지 맛있고 뷰도 좋고 투숙객들 뿐이라 한적해서 좋아요,kakao,5,21.09.29.
1685,CONT_000000000501058,혀는즐겁게 평가는냉정하게,동물농장 간이 수영장 방방 바베큐까지애들 데리고 오기 딱 좋은 곳내 나이 살최고로 만족한 리조트였다,kakao,5,21.07.04.
1686,CONT_000000000501058,메주,제주리조트 넘 좋네요 깨끗하고 아기자기하고 편안하게 꾸며진  정원과 화원 동네이웃과 어린이동반가족위한   수영장과 동물농장등    저렴하게 와서 이용할수있는 돈까스와 흑돼지식당등 친절하고 서비스도 넘 좋아 또 가족들과 재방문  하고싶습니다,kakao,5,21.06.26.
1687,CONT_000000000501058,뭉이,동물농장과 함께 반겨주는 강아지가 너무 귀여웠어요주변환경도 너무 좋고 숙소도 너무 좋았어요 강추합니다,kakao,5,21.04.15.
1688,CONT_000000000501058,plitvice,와너무 좋은데요 여기 작은 동물농장이랑 방방도 있어서 너무 좋았어요ㅠㅠ 바다뷰도 좋구요ㅠ 감사합니다 사장님,kakao,5,21.04.15.
1691,CNTS_000000000021170,kkagt,깔끔 저렴 내부에 편의점 조식 볶음밥 너무 기름진데 애기는 잘먹음 인형들이 많아서 그런가년 또옴 년째 되니 조금 낡은데도 보이긴하는데애기 데리고는 진짜 여기만한데가 없음피자 먹었는데 집에서 한맛조식은 볶음밥  라면 천원살 어린이 잘먹음년 또옴 ㅎㅎㅎ 고양이 마리편의점은 시까지조식 메뉴 돈가스 추가됨놀이기구 추가됨 모든말을 시비조로 엄청 기분나쁘게 말하는 불친절한직원뭐 물어보면 비웃으면서 비아냥거리면서 대답하고무슨 내가 돈 낸게 아니라 돈 받고 숙박하는줄이제 절대 안올듯세면대 하수구 냄새남 에어콘 냄새남수건도 몇개는 쉰내남,kakao,1,22.07.26.
1692,CNTS_000000000021170,dear,코끼리 방인가 맨 구석에 있는 방이어서 수영장이나 기타 놀이 시설에가기 나는 불편했는데  애들은  상관없이 좋아했음 시설이 낡아 보이기는 했는데 킥보드 수영장큰공보트타기암벽타기방방이정말 안전 놀이방구색갖춘정도기차타기놀이 등등 무한반복하며 잠도 엄청 잘 다더군요  그리고 이층 침대도 안전해서 두명씩 껴안고 잘 잤습니다허리아픈 남편은 매트가 너무 편하다고 좋아했습니다 어느 숙소를 가든  엄청 자연스럭고  편하게 놀다가 안 쓴것 처럼 청소하는 기질이 있어서 다음 분들이나 청소하시는 분들이 아마 편했을것 입니다 겨우 박 하나 남아서 예약했다고 일행이 말해줬는데 진짜 잘 이용했습니다 다만 시설이 낡은 인테리어나 소품들은 과감히 정리 하셨으면 좋겠습니다 일찌감치 폐기하고 가꾸시면 더 괜찮을 듯 합니다,kakao,4,22.06.05.
1693,CNTS_000000000021170, ,일반 키즈펜션보다 훨씬 재밌어 합니다다만 침대가 많이 딱딱한 편이라 감안하셔야 하구요그리고 층간소음 상당히 심해요 전 귀마개 하고 자도 옆방 쿵쿵울림 소리 들렸어요제 발소리가 들릴정도로 층소 촤악인점허나 다시 갈 의향은 있어요 아이가 너무 좋아해서요 ㅠㅠ,kakao,4,22.04.29.
1694,CNTS_000000000021170,만병통치약,이번여행 기간중 아이들과 어른들이 가장 만족한 숙소였습니다아이와 같이 가신다면 여기로 가세요저녁에 아이들끼리 친해져서 같이 놀아요,kakao,5,21.11.09.
1695,CNTS_000000000021170,명랑,아이가 진짜 좋아했어요,kakao,5,21.09.09.
1696,CNTS_000000000021170,윌유스프,다른 곳 통해서 예약했다 취소할 경우  환불해주는 기간에도 호텔스닷컴 통해 예약시 예약취소기간 명기했다는 말만 앵무새처럼 되풀이하며 환불 거부 호텔스닷컴 책임으로 떠넘기려고 시도했으나 같은 기간 다른 호텔리조트와 취소가능기간 상이한 관계로 흰수염측의 독자 정책인거 들통남 속은 니네가 이라는 마인드로 장사하는 업소  이후 진행상황 추가합니다 약 개월에 걸쳐 소비자보호원에서 수고해주신 덕에 원 환불받았습니다 내일처럼 수고해주신 소비자보호원과 본인들 책임도 아니면서 보상 제안해준 호텔스닷컴에는 감사드립니다 흰수염고래리조트는 이기회에 반성좀 하세요,kakao,1,20.10.20.
1697,CNTS_000000000021170,대왕,애니멀 층 시 되어서 입실하니 청소 불량이었음  냉장고 안에 긴 머리카락과 먼지 얼룩이 심했고 소파에 과자 부스러기 그대로 있었음 조금 기분이 상했지만 그냥 내가 물티슈로 닦음 그런데 개미가 여러 마리 기어다니고 씽크대 밑 바닥에는 하얀색 치약이 꽤 많이 묻어 있었음 또 상에는 라면 국물 얼룩이 그대로 묻어 있었음 그리고 화장실에 가보니 세면대 비누 껍질 뜯겨져 있고 변기 안에 이물질 있어서 너무 너무 화가나서 항의 함 그런데 매니저 태도는 처음은 변명과 어찌됐든 죄송하게 됐다고 함 우리에게 무엇을 원하느냐 청소를 원하느냐 반문하여 더욱 화를 돋굼 청소하는 동안 밖에서 그냥 기다리고 있으니 매니저 분 다시 와서 솔직하게 말하며 죄송하다  하셔서 알겠다고 했음 그리고 아메리카노 두 잔 주심 여기 두 번 째인데 저번에 커피 사먹고 너무 맛이 없어서 깜짝 놀랬는데 커피  개선해야 함 커피 맛 없어서 나는 못 먹음청소 분만에 끝내고 다시 입실해보니 크게 깨끗해진 건 없는 느낌과 이층 침대 올라가는 계단 끈적거림 상 얼룩 그대로인 거 내가 그냥 닦음 청소 많이 신경 써야 겠습니다 리조트 관계자님들가성비 좋은 건 인정하지만 너무 불쾌한 경험에 다시는 가지 않을 것입니다,kakao,1,20.10.04.
1698,CNTS_000000000021170,sjsj,가성비 아주 좋아요 키즈 전용이라서 곳곳에 애들이 좋아할만한게 많습니다 애월 주변에서 머물기 좋아서 선택했습니다 사장님도 친절하시고 잘 놀다 갑니다,kakao,5,20.07.04.
1699,CNTS_000000000021170,태민,여긴 가성비 최고 서비스 최고년째 방문   재방문 의사 ,kakao,5,19.11.07.
1700,CNTS_000000000018279,원,전혀 기본적인것부터 청결 등 관리가 안되어 있습니다 아래 댓글은 년 이전이라는것만 유념하시길주인 아주머니는 천절하고 좋으세요 뿔소라도 요청하면 직접 따시는 해녀분이시고 아저씨는 낚시배도 있어서 낚시 하고 싶으신분들은 좋을거 같지만 그 외 잠만 주무실거면 후회하실지도 모릅니다,kakao,2,20.12.17.
1701,CONT_000000000501059,솔직한평가,이 가격대에 괜찮은 시설이라고 생각합니다룸도 깨끗하고 직원 분들도 친절하시고 다만 방음이 안 돼서 소음이 있습니다,kakao,4,22.05.19.
1702,CONT_000000000501059,junga,기대 전혀 없었으나 생각보다 깔끔하고 조식부페 커피 맛있어요 룸  컨디션 무척 깨끗하구요 로비 라운지쪽 인공폭포가 마음에 드네요  크진않지만 조명등 우아한 느낌있어요 직원분들도 친절하시네요 가성비 좋습니다,kakao,4,22.05.11.
1703,CONT_000000000501059,이홍시,별 한개도 주기싫음 아무리 갑자기 가게되어 급하게 예약했다해도 방 상태 너무 한거 아닌가요 올드해도 더러운 건 못 참는데 욕조에서 샤워만 했는데도 하수구 물을 안 빠지는데 욕조에서 물이 새고 있어서 화장실 전체가 물 바다되고 군데군데 벗겨지고 녹슬어 있고 디럭스오션뷰 라더니 사이에 이마트있어서 이마트뷰에요 여기 후기보니까 깔끔해보이는 방도 있긴한데 내가 묶었던 방 이 지경이면 손님 안 받아야 하는더 아닌가 만원짜리 모텔을 가도 이거보단 좋아요 그리고 칫솔없는 곳도 처음봤음 어메니티 없어서 돈 더 쓰게 만들고 빗도 없고 각티슈도 없음 로비만 멀끔 하면 뭐해,kakao,1,22.04.24.
1704,CONT_000000000501059,lemon,음모텔이 나았을라나 층간소음 있네요 윗층인지 아래층인지 말소리가 울려서 들려요깨끗하긴하나 가격대비 별로인거같아요,kakao,2,22.04.14.
1705,CONT_000000000501059,맛집,깨끗하나 층간측간 소음 많다,kakao,2,22.03.19.
1706,CONT_000000000501059,대모도리, ,kakao,3,22.03.15.
1707,CONT_000000000501059,탁,무난한 옛날 호텔임 불편한거 없었고 만족함고전 동양 같은 느낌이 있음,kakao,4,22.02.09.
1708,CONT_000000000501059,🙌,성급이 나아요ㅎ냉장고 전원 꺼져있어서 아침 되니 물이나 음식이나 다 미지근해져있고객실에는 실수인지 샴푸 없고 바디워시가 둘이네요 변기에서 물 새요가장 치명적인건 옛날 건물이라 그런지 콘센트 찾기가 하늘의 별따기입니다,kakao,1,22.01.23.
1709,CONT_000000000501059,강찬영,한개도 아깝다년도에 여행온 기분,kakao,1,21.09.22.
1710,CONT_000000000501059,김경수, ,kakao,2,21.09.04.
1711,CONT_000000000501059,강남여행사 임태숙, ,kakao,4,21.08.31.
1730,CNTS_000000000018426,소냐,바다 바로 앞이구 완존 깔끔  완존 조용 피스풀 호스트님 연락 잘 되구 넘 친절하세여 여름에 물놀이 ㄹㅇ 코앞 호스 완비 편의성 박살,kakao,5,22.07.27.
1731,CNTS_000000000018426,헿ㅎ,웬만한 제주도 호텔 다 가봤는데 여기가 최고 아직 안 알려져서 너무 조용하고 좋았습니다,kakao,5,21.12.31.
1732,CNTS_000000000020857,음음,여기서 환불받을 일 없길 바랍니다,kakao,1,22.11.05.
1733,CNTS_000000000020857,Soo,별로굉장히 불친절하심,kakao,1,22.05.09.
1734,CNTS_000000000020857,1¹,깨끗한 공간과 친절하신 사장님사장님과 대화를 하다보면 마음이 따뜻해져요 주변지인들에게 꼭 추천하는 장소입니다,kakao,5,22.01.24.
1735,CNTS_000000000020857,옴뇸뇸,호불호가 갈릴듯 싶습니다 먼저 장점부터 말하자면 숙소 청결은 보장할 수 있어요가져온 캐리어는 침대 밑에 넣으면 된다는 사장님의 말씀에 청소에 대한 자부심을 엿볼 수 있었습니다그리고 조식에 나오는 죽도 정말 맛있었어요 원래 죽 안 좋아하는 편인데 맛있게 다 먹었습니다하지만 시라는 통금이 있다는 것과 층 휴게실을 이용하는 것에 눈치가 보여 학교 기숙사를 연상케 했습니다별을 볼 수 있다는 장점으로 선택한 숙소인데 날이 좋지 않아 별을 보러 가지 못해서 아쉬웠습니다별을 봤다면 단점이 장점으로 커버됐을텐데 그러지 못해 별 하나 뺍니다,kakao,4,22.01.08.
