WRITER,CONTENT,TYPE,SCORE,CREATED_AT,OPEN_CLOSE_TIME,CATEGORY,STORE_NAME,STORE_ADDR,STORE_SCORE,HOMPAGE,ECT
gilchi,넘나 애정하는 서점♡,카카오맵,5,22.01.06.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
yenni,최고입니다!!!<br/>사장님과 직원분 너무 친절합니다,카카오맵,5,22.01.05.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
y.y,친절한 사장님과 따뜻한 분위기가 어우러진 곳이에요♡,카카오맵,5,21.12.30.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
시티헌터,주인분의 따스함과 애정이 느껴졌던 책방,카카오맵,5,21.10.19.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
🤗,,카카오맵,5,21.09.30.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
가나다,,카카오맵,5,21.09.26.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
dunno,다시 또 들를 것 같습니다.,카카오맵,5,21.09.22.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
✔️,,카카오맵,5,21.08.29.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
냠,사장님도 친절하시구 분위기가 정말 너무 좋아요!<br/>엠디들도 다들 너무 예뻐서 전부 사오고 싶었어요<br/>여행하는동안 짐 만들기 싫어서 최대한 기념품 안 사야지 마음먹고있었는데 예뻐서 안살 수가 없었어요..<br/>책 사면 포스터도 받을 수 있어요,카카오맵,5,21.06.03.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
바다,제주에서 제일 좋아하는 서점 중 하나에요! 책을 사면 세심하게 뿌려주시는 향수도 너무 좋고 굿즈들도 이쁘고 무엇보다 좋은 책들이 많습니다,카카오맵,5,21.05.09.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
바크콜,밑에 책 구절 보고 구매하셨다던 분처럼 저도 그렇게 책 구매했어요 ㅎㅎ 꼭 가보세요!,카카오맵,5,21.04.27.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
숭늉,따땃한 감성 그득,카카오맵,5,21.04.03.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
라넌,좋은 책 많이 보고갑니다~,카카오맵,5,21.03.26.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
그레이,책 구절을 적어두신 게 신의한수!<br/>책 구입 생각하지 않고 갔는데 구절 보고 구입했어요!<br/>굿즈들도 세심하게 신경 쓴 부분들이 하나하나 보여서 감동받고갑니다,카카오맵,5,21.02.26.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
윤석주수학,,카카오맵,5,21.02.26.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
:_:,분위기랑 너무 예뻐요,카카오맵,5,21.01.31.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
Anemone,"언제 와도 좋아요. 작지만 알찬 책장, 따뜻하신 사장님 :) 사고 싶은 책이 왕창 생기게 만드는 곳!",카카오맵,5,21.01.28.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
jj,재밌는 책이 많아요,카카오맵,5,21.01.18.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
맛박사,,카카오맵,4,20.11.28.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
아아,아기자기한 분위기와 예쁜 인테리어<br/>작은 규모임에도 좋아하는 작가님들 책도 다양하게 있어서 만족합니다.,카카오맵,5,20.11.16.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
may,작지만 서가 구성이 좋아요. 부담없이 구경할 수 있어 좋았습니다.,카카오맵,5,20.10.10.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
스폰지밥,예쁜데 특별할 거 없고 기념품 엄청 비싸요,카카오맵,2,20.10.01.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
구지연,다들 적으신 것처럼 작지만 알찬 곳. 소품들은 잘 못 봤고 책 셀렉션 좋아요.ㅎㅎ 책 사서 서점 앞 벤치나 옆집 카페(나무 책상이랑 의자가 아주 좋음)에서 읽으면 너무 행복해요.,카카오맵,5,20.09.15.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
맛선생,외관 뿐만 아니라 그 안도 참 멋진 공간. 책들도 다양하고 짐이 많아 딱 한권만 고르는데 참 어려웠습니다.,카카오맵,5,20.08.25.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
배고픈 먼지씨,죠아요,카카오맵,5,20.08.24.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
SY,"매우작은 공간인데 북셀렉션이 좋아 꽤 알찹니다. 어린이가 읽을만한 책도 더러 있어서, 아이들 책 하나씩 고르게하여 숙소에서 읽기에도 좋습니다.",카카오맵,5,20.07.29.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
후츄,꽂혀있는 책 취향이 저랑 너무 비슷해서 좋았어요 책 사려다 관둔게 아직도후회됨 ㅜ,카카오맵,5,20.07.04.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
beaucoupderiz,신간도 많고 알찬 책들이 여럿 있음,카카오맵,3,20.05.16.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
.,책마다 직접 보시고 남긴 후기글같은게 써져있어서 너무 좋았어요 살짝 좁지만 그것대로 아늑한 서점입니다,카카오맵,5,20.02.25.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
Yuul,밑의 분은 후기가 전부..; 굉장히 수틀려서 세상 비뚤어지게 보는 분이네. 그렇게 살면 본인만 힘들겠어요.<br/>좁지만 아기자기하고 꾸민 태가 구석구석 묻어있는 정감가는 공간. 입구의 신해철 비가 인상적. 음악도 좋다. 이아립을 알게 된 곳. LP와 음반 코너를 눈여겨 봄.,카카오맵,4,20.01.12.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
시리,조용하고 좋은 음악,카카오맵,5,19.12.12.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
정다은,책 2권 구매 :),카카오맵,5,19.08.07.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
이곳저곳,music of the forest,카카오맵,5,19.07.04.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
프로평가조류,좋습니다 많이 파세요,카카오맵,5,19.04.18.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
맆으,,카카오맵,5,19.03.23.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
GG,생각보다 장소가 협소하지만 아기자기하고 예쁩니다.<br/>주인분이 책들을 엄선하여 좋은책들을 볼 수 있었습니다.,카카오맵,5,18.06.30.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
배지영,완전 좋아요!!!!,카카오맵,5,18.06.08.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
한개,작고 조용한 서점<br/>좋아하는 책들이 그득그득하고<br/>강아지도 귀엽고 순하고 ㅎㅎ<br/>서점앞 테이블 자리도 운치 가득,카카오맵,5,17.11.22.,11:00 ~ 18:00,분류: 서점,만춘서점,"제주특별자치도 제주시 조천읍
                함덕로 9
                 (우)63333",4.7점,www.instagram.com/manchun.b.s,정보없음
킴앵지,,카카오맵,2,22.11.24.,07:00 ~ 23:00,분류: 시장,서문공설시장,"제주특별자치도 제주시
                서문로4길 13-2
                 (우)63154",2.7점,www.facebook.com/jejusmmarket,정보없음
냉철한전문가,,카카오맵,4,22.01.06.,07:00 ~ 23:00,분류: 시장,서문공설시장,"제주특별자치도 제주시
                서문로4길 13-2
                 (우)63154",2.7점,www.facebook.com/jejusmmarket,정보없음
@ganesha_jeju,무사 평점 이렇지?<br/>술안먹으면 약간 눈치보임,카카오맵,4,21.12.05.,07:00 ~ 23:00,분류: 시장,서문공설시장,"제주특별자치도 제주시
                서문로4길 13-2
                 (우)63154",2.7점,www.facebook.com/jejusmmarket,정보없음
김주천,,카카오맵,3,21.06.29.,07:00 ~ 23:00,분류: 시장,서문공설시장,"제주특별자치도 제주시
                서문로4길 13-2
                 (우)63154",2.7점,www.facebook.com/jejusmmarket,정보없음
ㅈㅈㅇ,근처에 있길래 함 가봤는데 시장도 작고 열려잇는 곳도 별로 없네용 동문시장 갑시다,카카오맵,1,21.02.23.,07:00 ~ 23:00,분류: 시장,서문공설시장,"제주특별자치도 제주시
                서문로4길 13-2
                 (우)63154",2.7점,www.facebook.com/jejusmmarket,정보없음
평화주의자,제주 현지인입니다.<br/>지난번에 육지에서 지인들이 많이 왔습니다.<br/>그래서 동문시장도 좋지만 서문시장이 정육식당 특화시장이니까 거기 가보자 해서 모시고 갔었습니다.<br/>정육점에서 고기를 구매하고 어느 식당으로 갈까요? 했더니 인원이 좀 있어서다른곳을 추천 해 주셨는데 기분좋은것은 딱! 거기까지였습니다.<br/>식당에서는 정말 왜 왔는지 모르겠다는 투의 말투와 야채 등도 한번 주더니 다음부터는 안된다고 하더군요.<br/>나중에 알았는데..<br/>그거 돈준다고 하면 준다고 했습니다.<br/>그럼 처음부터...<br/>여기는 셋팅비로 먹고 살으니 추가 구매하셔야 한다고 했으면 이해 했을텐데 아쉽네요.<br/>결국 자기네 온 손님..<br/>즉 자기네 집에서 직접 고기와 술 시키는 사람들한테 팔아야 하는데..<br/>우리는 고기도 다른곳에서 사오고..그랬으니..<br/>저녁에는 자기네 장사도 해야 먹고산다고 노골적으로 얘기하더군요.<br/>정말 아쉬운 장면이었습니다.<br/>지인들 모시고 가서 얼마나 미안하던지..<br/>서문시장이 발전하려면 먼저 제도적으로 정착이 되어야 하는데..<br/>한계가 있음을 느꼈네요.,카카오맵,1,19.10.25.,07:00 ~ 23:00,분류: 시장,서문공설시장,"제주특별자치도 제주시
                서문로4길 13-2
                 (우)63154",2.7점,www.facebook.com/jejusmmarket,정보없음
최준성,정육점+식당(상차림)=흑돼지,카카오맵,4,18.08.18.,07:00 ~ 23:00,분류: 시장,서문공설시장,"제주특별자치도 제주시
                서문로4길 13-2
                 (우)63154",2.7점,www.facebook.com/jejusmmarket,정보없음
강동준,,카카오맵,5,21.05.12.,11:00 ~ 17:00,분류: 의류판매,보미다,"제주특별자치도 서귀포시
                이어도로 936-1
                 (우)63573",5.0점,www.instagram.com/jeju_bomida,정보없음
김아름,자주 들릴께요 :) 스고하세용 ^^,카카오맵,5,21.03.04.,11:00 ~ 17:00,분류: 의류판매,보미다,"제주특별자치도 서귀포시
                이어도로 936-1
                 (우)63573",5.0점,www.instagram.com/jeju_bomida,정보없음
안혜지,빈티지 초보여서 은근 들어가기 무서웠는데 설명 쓱 해주셔서 넘 김사했어요. 여기서 산 옷 입구 우도 다녀왔습니당.,카카오맵,5,21.02.27.,11:00 ~ 17:00,분류: 의류판매,보미다,"제주특별자치도 서귀포시
                이어도로 936-1
                 (우)63573",5.0점,www.instagram.com/jeju_bomida,정보없음
희주,사장님이 엄청 친절하시고 옷도 예쁘고 퀄도 좋아요!,카카오맵,5,21.02.25.,11:00 ~ 17:00,분류: 의류판매,보미다,"제주특별자치도 서귀포시
                이어도로 936-1
                 (우)63573",5.0점,www.instagram.com/jeju_bomida,정보없음
ㅇ,책에 대한 애정이 돋보이는 곳이다.<br/>중앙에 피노키오를 보고 동심을 아끼거나 그리워하시는 사장님의 마음이 얼핏 보였다. <br/>강아지가 놀아달라고 공을 물어줬으나 목줄이 짧아서 조금 미안했다.,카카오맵,5,22.12.08.,10:00 ~ 20:00,분류: 서점,북타임,"제주특별자치도 서귀포시 남원읍
                위미중앙로 160
                 (우)63611",4.8점,blog.naver.com/booktime15,정보없음
Jihye,이것저것 카테고리가 다양하고 귀여운 강아지와 친절하신 사장님 덕에 힐링도 되는 책방,카카오맵,5,22.11.14.,10:00 ~ 20:00,분류: 서점,북타임,"제주특별자치도 서귀포시 남원읍
                위미중앙로 160
                 (우)63611",4.8점,blog.naver.com/booktime15,정보없음
여비츄,정답고 알찬 곳입니다. 대표님의 공간과 책에 대한 애정이 남다르세요. 보석같은 곳!,카카오맵,5,22.06.22.,10:00 ~ 20:00,분류: 서점,북타임,"제주특별자치도 서귀포시 남원읍
                위미중앙로 160
                 (우)63611",4.8점,blog.naver.com/booktime15,정보없음
아유 하기싫어,친절한지는 잘 모르겠음,카카오맵,3,22.05.27.,10:00 ~ 20:00,분류: 서점,북타임,"제주특별자치도 서귀포시 남원읍
                위미중앙로 160
                 (우)63611",4.8점,blog.naver.com/booktime15,정보없음
아서 모건,위미에 이런곳이,카카오맵,5,21.08.15.,10:00 ~ 20:00,분류: 서점,북타임,"제주특별자치도 서귀포시 남원읍
                위미중앙로 160
                 (우)63611",4.8점,blog.naver.com/booktime15,정보없음
piodje,good place,카카오맵,5,21.08.09.,10:00 ~ 20:00,분류: 서점,북타임,"제주특별자치도 서귀포시 남원읍
                위미중앙로 160
                 (우)63611",4.8점,blog.naver.com/booktime15,정보없음
리뷰어,규모가 생각보다 크고 책이 많아요,카카오맵,5,21.02.10.,10:00 ~ 20:00,분류: 서점,북타임,"제주특별자치도 서귀포시 남원읍
                위미중앙로 160
                 (우)63611",4.8점,blog.naver.com/booktime15,정보없음
Alice,"제주에서 만난 여러 책방중 가장 좋았던 곳! 책 종류도 많고, 작가들에 대한 사장님의 코멘트도 좋다! 위미에 온다면 한번쯤 둘러보세요!",카카오맵,5,20.12.10.,10:00 ~ 20:00,분류: 서점,북타임,"제주특별자치도 서귀포시 남원읍
                위미중앙로 160
                 (우)63611",4.8점,blog.naver.com/booktime15,정보없음
오늘하루,책도 많고 정다운 분위기,카카오맵,5,20.11.20.,10:00 ~ 20:00,분류: 서점,북타임,"제주특별자치도 서귀포시 남원읍
                위미중앙로 160
                 (우)63611",4.8점,blog.naver.com/booktime15,정보없음
책앤커피,북 큐레이션이 한쪽으로 치우치지 않고 여타 독립서점들에 비해 규모가 큽니다 특히 사장님이 돌아가신 어머님의 초가집을 스스로 개조해서 만든 구조가 인상적이고 일러스트 원화 전시 공간도 있고 아동도서 구색에 특화되어 있습니다 인스타에 피드가 없어서 긴가민가하는 마음으로 갔다가 깜짝 놀랐어요,카카오맵,5,20.10.28.,10:00 ~ 20:00,분류: 서점,북타임,"제주특별자치도 서귀포시 남원읍
                위미중앙로 160
                 (우)63611",4.8점,blog.naver.com/booktime15,정보없음
Mar,분위기 아주 굿 괜히 책 사고 싶어서 두 권 샀음 ㅋ ㅋㅋ,카카오맵,5,20.09.26.,10:00 ~ 20:00,분류: 서점,북타임,"제주특별자치도 서귀포시 남원읍
                위미중앙로 160
                 (우)63611",4.8점,blog.naver.com/booktime15,정보없음
박성준,"친절하고 유머스러운 사장님, 감각적인 인테리어를 직접하셨다고함, 제주분이시고 제주도에 애정이 많으심",카카오맵,5,20.07.23.,10:00 ~ 20:00,분류: 서점,북타임,"제주특별자치도 서귀포시 남원읍
                위미중앙로 160
                 (우)63611",4.8점,blog.naver.com/booktime15,정보없음
이우빈,주인분이 바뀐건지 쉬다가 재오픈 하신건지 모르겠지만<br/>지금 영업합니다 ~ 깔끔하고 카테고리 잘 분류되어있고 좋은책들 많아서 좋았음,카카오맵,5,20.06.17.,10:00 ~ 20:00,분류: 서점,북타임,"제주특별자치도 서귀포시 남원읍
                위미중앙로 160
                 (우)63611",4.8점,blog.naver.com/booktime15,정보없음
EKSHIN,그림책에 대한 열정이 엄청나세요! 제주 가면 항상 들리고픈 책방입니다.,카카오맵,5,19.08.16.,10:00 ~ 20:00,분류: 서점,북타임,"제주특별자치도 서귀포시 남원읍
                위미중앙로 160
                 (우)63611",4.8점,blog.naver.com/booktime15,정보없음
윤복,서점 주인 분이 고르신 책이 진짜 취향저격이에요-<br/>책 구경하느라 1시간이 훌쩍 지났어요 ㅎㅎ<br/>3권 사려다 돈이 없어서ㅠ2권만 샀슴니다 ㅜ<br/><br/>다만 온라인 서점처럼 10% 할인해주시면 좋을 것 같아요 ㅠ,카카오맵,4,19.01.02.,10:00 ~ 20:00,분류: 서점,북타임,"제주특별자치도 서귀포시 남원읍
                위미중앙로 160
                 (우)63611",4.8점,blog.naver.com/booktime15,정보없음
rain,나갈때 인사해도 받아주지 않는 싸늘한 눈빛 .. 기분이 나쁘네요,카카오맵,1,21.12.03.,10:30 ~ 19:30,분류: 주방용품,아워키친,"제주특별자치도 제주시
                노형4길 23
                1층 (우)63088",3.0점,www.instargram.com/love_ourkitchen,정보없음
웜웜,불친절해요,카카오맵,1,21.12.03.,10:30 ~ 19:30,분류: 주방용품,아워키친,"제주특별자치도 제주시
                노형4길 23
                1층 (우)63088",3.0점,www.instargram.com/love_ourkitchen,정보없음
JS,코스타노바 접시 여기서 샀음...<br/>화병도 종류 많더라구요,카카오맵,5,20.10.08.,10:30 ~ 19:30,분류: 주방용품,아워키친,"제주특별자치도 제주시
                노형4길 23
                1층 (우)63088",3.0점,www.instargram.com/love_ourkitchen,정보없음
TAEBIN KANG,,카카오맵,5,20.04.20.,10:30 ~ 19:30,분류: 주방용품,아워키친,"제주특별자치도 제주시
                노형4길 23
                1층 (우)63088",3.0점,www.instargram.com/love_ourkitchen,정보없음
제주사랑,주차장 너무 더럽고 냄새나요.,카카오맵,1,22.09.22.,09:00 ~ 20:00,분류: 시장,보성시장,"제주특별자치도 제주시
                동광로1길 32
                 (우)63197",1.0점,boseongmarket.modoo.at,"['parking', 'nosmoking']"
do,화장실에서 왜들 그렇게 담배를 뻑뻑 펴대는지 너구리 굴도 아니고 하하,카카오맵,1,20.09.09.,09:00 ~ 20:00,분류: 시장,보성시장,"제주특별자치도 제주시
                동광로1길 32
                 (우)63197",1.0점,boseongmarket.modoo.at,"['parking', 'nosmoking']"
앙큼꾸숑,친절하시고 좋은데<br/>모기가 모기가 너무 많아요<br/>30군데도 넘게 물린듯<br/>만원짜리 상자면 충분할듯 하네요,카카오맵,4,21.08.25.,정보없음,"분류: 농장,목장",폴개협동조합,"제주특별자치도 서귀포시 남원읍
                원님로 465-24
                 (우)63616",4.5점,www.pgmarket.co.kr,정보없음
쌀벌한놈,시설도좋고 최고에요!!,카카오맵,5,21.04.06.,정보없음,"분류: 농장,목장",폴개협동조합,"제주특별자치도 서귀포시 남원읍
                원님로 465-24
                 (우)63616",4.5점,www.pgmarket.co.kr,정보없음
검은콩,과일가게 👍 생선가게 👍 채소가게 👍  잡화 👍 <br/>분식집만가지마세요,카카오맵,4,22.09.17.,09:00 ~ 19:00,분류: 시장,대정오일시장,"제주특별자치도 서귀포시 대정읍
                신영로36번길 65
                 (우)63506",3.9점,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6b837249-cb9f-4472-9406-f6f17a2293f5,정보없음
RYU,와. 입구 앞 도넛과 가래떡볶이집...와..최악;<br/>리뷰남겨보긴 처음이네요. 가래떡 사선으로 자른거 4덩이..5천원. 가격을 떠나 너무 맛없어서..나원참..,카카오맵,1,22.07.25.,09:00 ~ 19:00,분류: 시장,대정오일시장,"제주특별자치도 서귀포시 대정읍
                신영로36번길 65
                 (우)63506",3.9점,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6b837249-cb9f-4472-9406-f6f17a2293f5,정보없음
갓파,오징어튀김맛남 귤한라봉도 맛남,카카오맵,5,22.06.19.,09:00 ~ 19:00,분류: 시장,대정오일시장,"제주특별자치도 서귀포시 대정읍
                신영로36번길 65
                 (우)63506",3.9점,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6b837249-cb9f-4472-9406-f6f17a2293f5,정보없음
벅스,,카카오맵,1,22.05.20.,09:00 ~ 19:00,분류: 시장,대정오일시장,"제주특별자치도 서귀포시 대정읍
                신영로36번길 65
                 (우)63506",3.9점,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6b837249-cb9f-4472-9406-f6f17a2293f5,정보없음
gh,이래저래 합리적 가격으로 재밌게 시장 구경하고 사긴 했는데 밑에 리뷰 오징어 튀김 극찬은 전혀 공감이 안됩니다. 기름 너무 많이 머금고 튀김옷 눅눅 오징어도 신선한거같지않고 기본이 안된 튀김이었네요,카카오맵,3,21.12.31.,09:00 ~ 19:00,분류: 시장,대정오일시장,"제주특별자치도 서귀포시 대정읍
                신영로36번길 65
                 (우)63506",3.9점,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6b837249-cb9f-4472-9406-f6f17a2293f5,정보없음
capri,맛있는거 알려드릴게요. 안으로 쭉 들어가면 녹두빈대떡 파는데 이집이 맛있어요. 포장도 얼마나 예쁘게 해주신지 ㅎㅎㅎ 같이 주신 양파장아찌랑 먹으니까 꿀맛♥,카카오맵,5,21.10.11.,09:00 ~ 19:00,분류: 시장,대정오일시장,"제주특별자치도 서귀포시 대정읍
                신영로36번길 65
                 (우)63506",3.9점,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6b837249-cb9f-4472-9406-f6f17a2293f5,정보없음
과천지식정보타운 공인중개사,,카카오맵,5,21.09.28.,09:00 ~ 19:00,분류: 시장,대정오일시장,"제주특별자치도 서귀포시 대정읍
                신영로36번길 65
                 (우)63506",3.9점,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6b837249-cb9f-4472-9406-f6f17a2293f5,정보없음
-,오복이네인가 이름을 잊어먹었는데 정말 오징어튀김 꼭 드세요. 이만원어치 먹어도 너무 맛있을 튀김입니다. 육지에는 이런 튀김옷과 오징어가 절대 없습니다. 찹쌀도너츠는 떼다 파시나 했었는데 아닙니다. 다 여기서 만드십니다. 진짜 다 바로바로 나오는 거여서 너무 맛있고 신선해요.,카카오맵,5,21.05.28.,09:00 ~ 19:00,분류: 시장,대정오일시장,"제주특별자치도 서귀포시 대정읍
                신영로36번길 65
                 (우)63506",3.9점,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6b837249-cb9f-4472-9406-f6f17a2293f5,정보없음
김태현,,카카오맵,5,21.05.22.,09:00 ~ 19:00,분류: 시장,대정오일시장,"제주특별자치도 서귀포시 대정읍
                신영로36번길 65
                 (우)63506",3.9점,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6b837249-cb9f-4472-9406-f6f17a2293f5,정보없음
ㄱ,코로나여서 그런지 제가 시간과 날짜를 잘못 맞춰간건지 열어있는곳이 없었습니다^^;;;;;;;,카카오맵,1,21.05.17.,09:00 ~ 19:00,분류: 시장,대정오일시장,"제주특별자치도 서귀포시 대정읍
                신영로36번길 65
                 (우)63506",3.9점,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6b837249-cb9f-4472-9406-f6f17a2293f5,정보없음
박상원,박상원,카카오맵,5,21.05.06.,09:00 ~ 19:00,분류: 시장,대정오일시장,"제주특별자치도 서귀포시 대정읍
                신영로36번길 65
                 (우)63506",3.9점,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6b837249-cb9f-4472-9406-f6f17a2293f5,정보없음
ceviche,천혜향 맛집,카카오맵,5,20.11.27.,09:00 ~ 19:00,분류: 시장,대정오일시장,"제주특별자치도 서귀포시 대정읍
                신영로36번길 65
                 (우)63506",3.9점,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6b837249-cb9f-4472-9406-f6f17a2293f5,정보없음
helen,,카카오맵,4,20.11.24.,09:00 ~ 19:00,분류: 시장,대정오일시장,"제주특별자치도 서귀포시 대정읍
                신영로36번길 65
                 (우)63506",3.9점,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6b837249-cb9f-4472-9406-f6f17a2293f5,정보없음
제주도민준,저렴하고 사람냄새나고 참 좋음!<br/>대형마트보다 과일이 더 맛있음!,카카오맵,5,19.10.31.,09:00 ~ 19:00,분류: 시장,대정오일시장,"제주특별자치도 서귀포시 대정읍
                신영로36번길 65
                 (우)63506",3.9점,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6b837249-cb9f-4472-9406-f6f17a2293f5,정보없음
정보없음,정보없음,카카오맵,정보없음,정보없음,정보없음,정보없음,정보없음,,,,
