,feature,label
3121,괜찮았습니다 차량이 비교적 신형이고 인수할때 여러보험 가입할것을 종용하지만 반납할때는 깔끔합니다,1
3122,블랙박스 추가 1만원 ㅂㄷㅂㄷ 분명 블랙박스있는 차 골랐는데 ..저렴하다 했는데 저렴한게 아니었...,0
3123,"간편하게 접수, 반납되고  넓고 복잡하지 않아요셔틀버스가 1시간에 2번 다녀요",1
3124,"공항셔틀 30분단위로 있고, 렌트 절차 빠르고 깔끔합니다. 가격은 타사대비 조금 저렴한편!",1
3125,친절하고 꼼꼼히 설명좋고 차 상태도 좋아요,1
3126,사기꾼같은놈들이 아닙니다. 그냥 렌트카회사맞습니다. 저렴하도 깨끗하고 잘이용하고 왔습니다.,1
3127,일단 렌트비용이 싸요. 공항에서 5분거리로 가깝습니다.,1
3128,"렌트카카 다 그렇지,,, 특이한건 없음.이것저것 특산품 팔긴하는데 약간은 저렴하니 살만하다.",1
3129,친절하고 제가 늦은비행기로 갔는데 공항에 파킹해 주셔서 넘 편했어요두번째인데 좋으네요,1
3130,양아치들이 장사를합니다 가격은 저렴한데 다신가고싶지 않네요 가보시면 압니다,0
3131,자차 다 들었는데 블랙박스 추가 1만원완전 자차 3만원 추가 요구함,0
3132,불친절차량도 별로였네요SM6  LPe기념품매장은 공항이나 시장보다 더 저렴해요,1
3133,보험료를 사전공지하지않아 막상 계약해보면  매우 비싸네요,1
3134,기름은 여유있게 넣는것이 실속형,1
3135,무뚝뚝하고 완전자차도 타이어손상은 따로라고  암튼 제주도서 이용한 렌트카중  정말별로임,0
3136,당뇨 때문에 차를 반납하고 자주 이용함 친절해요,1
3137,"돌하루팡을 통해 예약한 곳. 렌트카의 상태도 훌륭했고, 직원들도 친절했었음.",1
3138,좋아요. 조금만 더 친절하면 더좋겠어요,1
3139,저렴한가격에 좋은차 빌려서 3박4일 잘 놀구왔어요,1
3140,"그냥 그럭저럭, 별다른 느낌이 없네요",0
3141,친절하진 않으나 양심이 있음 재방문의사 O,1
3142,공항에서 멀고 길이 좁아 불편하지만저렴하다. 그거면 된거아닌가?,1
3143,그다지 좋은 느낌은 아니었다,0
3144,다음엔 다른곳으로 가겠습니다 사장님인지 로봇인지 너무 무뚝뚝하시더라구요..,0
3145,불친절의 극치를 보여줌 써비스 정신이 없는것같다30분 늦었다고 오버차지 요구 합니다.,0
3146,저렴한 가격에 차상태 또한 깔끔했습니다.,1
3147,스크레치가 좀 있어서 꺼려짐,1
3148,차는깨끗한데 블랙박스가없어요,0
3149,서비스 엉망. 다시는 이용안하려구요,0
3150,직원들의 불친절이 너무 심합니다. 비추입니다.,0
3151,잘 점검 해야하쥬,1
3152,차도 깨끗하고 좋았습니다,1
3153,공항에서 가깝고 렌트비도 타 렌트카 보다 저렴함,1
3154,K5차에 냄새 오졌어요,1
3155,저렴하게 잘이용했습니다. 좋습니다,1
3156,친절함이 쬐금 아쉬움,1
3157,매우 불친절한 업체입니다.,0
3158,친절하고 깔끔했어요,1
3159,가족끼리 이용하기에 굿 가성비.,1
3160,친절하고 저렴,1
3161,저렴한 가격에 만족합니당,1
3162,일했던 곳이네요,1
3163,친절해요,1
3164,차가청결하지못했습니다,0
3165,한개도아깝네요,0
3166,직원 불친절.,0
3167,친절해요,1
3168,가성비는 좋음,1
3169,매우불친절해요,0
3170,편합니다 이용하기가,1
3171,좋아요,1
3172,친절하지 않음,0
3173,그닥 ㅋ,1
3174,처음 렌트한거라 어벙벙.,1
3175,친절합니다,1
3176,갠춘,1
3177,나름 괜찮은곳,1
3178,이회사망함,1
3179,"편리, 저렴",1
3180,그저 그런..,1
3181,무난합니다.,1
3182,약간 불친절,1
3183,매우불친절,0
3184,불친~,0
3185,ㅋㅋㅋㅋ,1
3272,"2022년식 새차 초초초 최저가로 계약해서 정말 잘 이용했습니다~네비, 후방카메라, 안드로이드오토 모두 잘 되고 직원분들 다들 친절하시고반납시 트집 잡거나 그런것도 전혀 없습니다…",1
3273,진짜 살다살다 이런 렌트카는 처음보네요. 일단 태도가 돈뜯어먹으려고 작정하고 따져요.정확한 기준도 없이 하는지 그러면 얼마 달라는건지 물어봤더니 금액은 정확히 이야기도 못하네요진짜 제발 여기 이용하지마세요 여러분들 다른 친절한 렌트카 회사 많습니다,0
3274,공항 셔틀버스로 편히 이용했고 공항과의 거리도 가까운 편입니다. 깨끗한 차량을 저렴하게 별문제 없이 이용했는데 처음 차 받을때 직원중 한분이 너무 불친절하고 위협적인 느낌이라 운행 내내 혹 차에 트집잡히지 않을까 하는 생각이 들더라고요. 젊은 운전자였음 더 찜찜했을것 같아요.,1
3275,제주공항에서 그리 멀지 않은 곳에 있고 많은 사람들이 찾는 곳이다. 너무 시간을 엄격하게 적용하는 편이지만 친절하고 깨끗한 곳이다. 이용하기도 편리하다.,1
3276,제주속으로  사이트에서 렌트신청을했는데  막상  가보니 삼성아었네요. 황당.. 어떤 시스템인지 모르겠지만  여러군데  하청준거 같더라구요이동차량이  작아서  불편했어요,1
3277,개쓰레기임 절대 이용하지마세요살짝 기스난걸로 25만원 요구함,0
3278,제주 렌트카 여러번 이용하는데 이렇게 작정하고 돈 뜯어내려는 렌트카 업체는 처음. 전에 빌렸을 때는 차량 자체 결함으로 새 차로 중간에 변경해줬는데 여기 업체였다면 보험 관계없이 다 소비자 잘못이라고 몰고가서 덤탱이 씌울듯. 고급자차 보험 들었는데 소비자 과실이면 일반으로 바껴서 보상 못받음. 돌부리에 박고 범퍼 나가서 운전은 가능한 상태였는데 사설 견인 렉카 동의없이 불러서 난데없는 15만원 돈 뜯김. 사고나면 최대한…,0
3279,시스템이 자동화되어 편리하네요.,1
3280,여러 영세 업체가 하나의 사무실을 사용하고 있어서 좀 정신없음..ㅡㅡ너무 외진곳에 있어요,1
3281,렌트카는 차량을 인수받아 일정 시간에 대한 비용을 지불하고 차량을 인계하는거라고 생각하는 사람입니다.제주도에 자주 와서 렌트카 정말 어이없는 업체들 많이 봐서 메이저 렌터카 자주 이용하다가 혹시나 하는 마음에 마이너 렌트카 이용했습니다.…,0
3282,빵점이 없어서 별 한개 드립니다.오설록에서 선물사고 호텔 가서 짐만 내리고 바로 반납선물세트만 깜빡하고 빼먹어서 담날 전화했는데…,0
3283,최악입니다.  어디서 긁혔는지 차에서 내려보니 약간  긁혀있더라구요. 그런데 10만원 내라네요. 이럴거면 왜 자차보험 가입합니까. 어의상실입니다. 다들 조심하세요,0
3284,최악이네요. 자차 250만원까지 보상된다더니 기스 조금 났다고 10만원 내라네요. 시간이 되서 어쩔수 없이 그냥왔지만 코베인 느낌이네요. 다신 이용 안하겠습니다.,0
3285,Soso 나쁘지않음평소 우리가 아는 렌터카 업체느낌,1
3286,공항에서 셔틀버스타고 이동 후 랜트합니다.차량상태 나쁘지 않구요직원분들 친절하십니다.다만 성수기라 좀 비싸네요,1
3287,친절하고 좋아요~,1
3288,서비스 꽝..불친절..손님이 물어볼 수있는 있는 질문을 비웃으면서 대답함..…,0
3289,렌트카 운전자로 추가보험 가입에 대해 강요하는듯 인상이 안좋음비추천,0
3290,가격은 쌋으나 크고작은기스가 은근많앗고 금연차엿는데 담배냄새가나드라구요,1
3291,공항에서  가깝고 서비스도 좋아요,1
3292,친절한기사님과 쾌적한 차량이 편안하고 좋았어요,1
3293,직원분들이 그럭저럭 싸가지가 없네여첫 렌트시고 여기서 빌리시는거면 비추드려요,0
3294,제주 렌트카 업체별 통합 사무실,1
3295,친절한 직원들 깨끗한차에 기분좋아요,1
3296,공항에서 셔틀버스 한참기다렸네요ㅠ반납받는 젊은분 너무 불친절하세요ㅠㅠ!,0
3297,가격은 저렴했으나 차량상태가 별로,1
3298,차량 깨끗하고 좋아요~~,1
3299,대여사무실에 냉방시설이 약한게 조금 아쉬웠습니다.,1
3300,솔직히 불친절 차라리 택시가 낫겠네요,1
3301,그냥저냥 크게 장단점이 없음,1
3302,저렴하게 잘 이용했습니다,1
3303,저렴하지만 차는 깨끗,1
3304,친절함,1
3305,그럭  저럭  친절하지는  않는듯,1
3306,편하게 잘다녀왓습니다,1
3307,너무 불친절하고 차가 좀...,0
3308,보통,1
3309,무난한 곳,1
3310,그냥 그냥,0
3311,별루~~,0
3354,제주도 고향이라 자주 오는데 다른건 모르겠는데유독 렌트카에서만 기분나쁨여기말고 대체적으로 모든 렌트카들이...…,0
3355,여직원 최악 불친절해요. 싸울 기세로 손님을 대함네가지가 없음,0
3356,아직 미이용이라 평점은 중간인 별3개셔틀내리자마자 번호표부터 뽑길 추천드립니다.한시간쯤 기다려야 할수도…,1
3357,차량이 세차가 안되었지만 세차 안해도 탈만한 정도라 문제는 없었어요1일5천원 충전비 미리 내야 하는데 덕분에 충전이 편하긴 하더군요이정도면 만족합니다,1
3358,숱한 여행지를 다니며 렌트카를 이용했다. 여기처럼 엉망인 곳은 처음본다. 차량은 이미 10만킬로를 달린 상태였고 와이퍼도 교체한지 오래됐는지 앞유리가 닦이지도 않고 관리라고는 전혀 하지 않은 듯한 차량이 제공된다. 서비스 응대도 최악이며 배째라는 식이다. 렌트카를 떠나서 이런 식의 서비스는 진짜 간만이라 헛웃음이 나올 정도다. 제주도 여행을 렌트카 때문에 망칠 뻔함.,0
3359,유리창이 더러운거 빼면 나쁘지 않아요전기차 나쁘지 않아요,1
3360,싼게 비지떡. 긁힌 거 도색 안하고 페인트칠 덕지덕지 해놓음. 후방은 어떻게 파손됐는지 모르겠지만 삐걱삐걱 소리남. 와이퍼 낡은채로 계속 써서 상태 안좋음. 후방 선팅 들떠서 뒷유리로 시야 확보 하나도 안됨.충전카드는 사는 것보다 내돈내고 충전하는게 더 쌈. (충전카드만큼 전기 다 안씀),0
3361,지금까지 렌트한 차 중에 최악...6만키로 된 차인데 내부 냄새가 정말 기분나쁜 쉰내였음.유리창도 물자국이 안지워짐. 와이퍼상태 구림.,0
3362,리뷰 쓰려고 귀찮음을 무릅쓰고 별점달고 이거 쓰고 있음.. 배짱장사 불친절 말 안 통하는 사장... 제주도 여행 여러 번 했지만 렌트카 잘못 고르면 여행이 초반부터 망치는구나 뼈저리게 느끼고 깨달음. 일단 돈 받고 차만 렌트하면 끝이지 고객의 불편함 이런 거는 1도 생각 안 함..,0
3363,차안에서 빨래 빨고 잘 안말린 냄새가 좀심했고셔틀버스 기사님...너무별로였어요갈때 올때 다른분에게 승질부리는걸 계속보네요여행의 처음과 마지막을 기분이 나쁘게만듬...,0
3364,차도 다 고장나있고 브레이크가 다 밀려서 사고날뻔. 8시 이후 야간배차비라고 2만원씩 현장 요구하고 그래놓곤 직원이 아무도 없어서 우리끼리 찾아서 나옴. 셔틀도 제일 늦게와서 30분 넘게 기다림. 그래서 예약시간보다 늦게 픽업했는데 반납이 30분이라도 늦으면 추가요금 내라 함. 절대 이용하지 마세요.,0
3365,서비스 엉망... 10원에 차 렌트해준다고 해도 절대로 안 갈거임. 불친절하고 문제 생겼을 때 해결방법 생각 안 하고 차량 문제 아니라며  똑같은 말만 하며 추가 요금 내고 더 비싼 차로 교체하라고 하는 게 가장 최악임.,0
3366,후기들이 너무 안좋아서 쫄았던1인으로 다른분들께 도움되고자 후기남깁니다.  결과는 너무 기대를 안해서 그랬나 특별히 큰 문제 없었습니다.   일행이 안전제일주의라  무제한 특약까지  들어서 부담없이 탔네요. 차량 상태 무난했고 무제한특약은 1일 15000원 시간이랑 상관없이 3일에 45천원.   51시간인데 좀 아까운마음도...   짐 많은 사람은 운전자만 오라고  안내해서 저희도 운전자2명만 가서 공항에서 일행 픽업하는데 빠르게  움직여도 40분정도..,1
3367,보통 렌트 업체들처럼 별 탈 없이 타고 반납. 올란도 15년식 렌트했는데. 별 문제 없었음. 차도 깨끗. 반납할 때 보니 반납하면 세차장으로 직행. 참고로 옵션 아무것도 없는 차량. usb충전 포트도 없음. 네비만 있음. 직원들도 친절. 전화로 문의하는 게 더 싸게 해주는 듯. 4월 말 비수기? 맞나? 4일 빌려서 30만원 정도. 공항에서 조금 멀지만 셔틀버스 운행. 뭐 다른 렌트 업체도 비슷한 듯. 셔틀 버스 기사님 안전운전에 친절함. 참고로 예스 렌트로 검색해서 전화하니 파워렌트라고 받음. 같이 하는 듯.,1
3368,마지막날 비오고 난리난 와중에네비게이션이갑자기 먹통비가와서 네비가 안되는걸까...?…,1
3369,백프로 자비로 이용한  사실후기입니다.일단 렌트카대여하는 곳으로 가는 셔틀버스가 너~무 작아요. 다른 곳 렌트카는 대형버스가 오는데 여기는 무슨 마을버스보다 작은듯한..학원차 같은 버스가 와요.…,0
3370,가격 저렴하고 무인 시스템도 간편하고 좋아요,1
3371,싼맛에 했는데...다음부턴 이용안할듯.일단 공항 오가는 셔틀 최악. 짐칸없고.작고.그런건 다 이해한다쳐도 셔틀 한대로 공항 오가는듯...거의 30분 대기해서 겨우탔음.,0
3372,"사진 잘찍어두세요. 연료게이지로도 사기치는곳. 차가 온갖 스크래치가 다 나있어서, 덤탱이 쓰기 딱좋음.",0
3373,차량 너무더럽고 반납때 기름 3만원넣고  추가 1만5천 더넣어도 기름게이지 변화 아예없어서 냇더니 만원더내라 해서 냇음 개최악,0
3374,1점도 아까움 0점 고장난 네비차줘서 교환해달랬더니 죄송한단소리도 없이 15분지체시킴 반납시간은 칼같이 지킬꺼면서ㅡㅡ 차가 완전더럽고 안좋음 + 직원불친절,0
3375,5/9일 밤 20:15번경 접수받는 남자 왕싸가지고객한테 큰소리치며 자기가 갑인줄아네감정이격하여 큰소리가 서로 오갔는데 차를 렌트안해주겠다고 오히려 지가 으름장이다…,0
3376,차량 결함에 한마디 사과도 없고 오히려 짜증과 무례한 태도로 일관함정말 별 1점도 아까움다시는 이용하고 싶지 않음,0
3377,빠르고 편리하네요차량상태도 좋아요,1
3378,주유카드값은 2만원이나주유비는 만원도 안씀,1
3379,날씨도 차도 모두 좋았음,1
3380,평범한 렌터카 회사,1
3381,굿,1
3382,보통,1
3383,중소렌트중에선 그나마,1
3384,편안하고 저렴,1
3385,좋아요,1
3398,친절한 설명과 렌트시 아무 사고없이 다녀 차량(카니발)은 만족합니다,1
3399,"가격저렴하고 코나 전기차 깨끗했어요 금연차량이라 맘에 들어요 92%에서 맘껏 이용하고도 54%가 남네요 ㅎ (3박4일 충전비 12,000원 후불)렌트 가이드님이 친절하게 설명 잘해주셔서 편안하게 3박4일 잘다녔슴다. 직원분들 친절에 감솨~렌트 버스기사님 운전 짱 잘하세요버스는  냄새가 좀 있어요 청소 필요할듯",1
3400,"지인과  제주  여행에서  이용 했는데  음 ,,,,,,   제가  예약 하지  안아서  ㅎ  차가  깔끔하게  청소가  되지  안아서  ㅡㅡㅋ   시작하는  여행이  쫌",1
3401,"48시간 정도 렌트했는데 만족합니다. 착한 가격에 적당한 차량 배정된거 같네요. 차량 상태는 복불복이고 딱히 문제될게 없는데 핸들 돌릴때 마다 사각사각 소리가 나서 별 하나 감점입니다. 공항에서 가깝고 바로 옆에 카시트 대여점이 있어 애 있는 집은 괜찮을거 같네요. 별점 평가 별 네개가 맞는듯,,,",1
3402,-PALISADE-실내옵션은 좋진않음-공항으로 돌아갈 때 셔틀은 30분간격이라고 하심…,1
3403,5번게이트 11번에 대기하면 되고 비행기내리니 확인전화도 따로 주시네요굉장히 작은 업체라그런지 출발전 이상부분이 있는지 같이체크안해주시길래 꼼꼼히 사진찍어두었어요k3로 렌트했고 네비만있는 연비좋은 노옵션차였어요…,1
3404,"차량상태 괜찮고, 공항과 거리 가깝고 직원분들 친절함은 보통입니다.",1
3405,"작은렌트카 회사인데 가성비 좋고 친절하네요. 저는 만족했습니다만, 보험은 400만원까지니까 혹시 걱정되시면 메이저 렌트카업체 이용하세요.",1
3406,"가격은 저렴하나 품질, 서비스는 별로네요. 제가 차를 잘못 받았는지 타이어상태가 정말 엉망이였습니다. 숙소까지 갔다가 도저히 불안해 차 교환요청드리고 교환 받았으나 너무나 아무렇지 않아 하시는 모습 뭐가 문제냐는 태도에 가족 모두 기분 좋지 않았네요  역시 싼게 비지떡인가요?",0
3407,직원분들 친절하고 좋아요..,1
3408,제주공항 근처에 있어 너무 편리함.집에갈땐 신호등 2개만 지나면 공항도착.5분정도 소요..짱입니다.차량도 깨끗하고 아주 친절함.,1
3409,저렴하고 친절하고~!! 매우만족,1
3410,직원분은 친절하세요. 다만 차안청소가 깨끗하지 않고 금연차인데 담배냄새가 나서 힘드네요.,1
3411,최악의 렌트카 업체중 하나 일듯주유량 남아도 환불 안해주고완전한 컨디션이 아닌 하자 있는 차량제공 등다시는 이용하고 싶지 않음,0
3412,차도 깨끗하고 아주 친절하십니다,1
3413,제주 렌트카 업체중 규모가 조금 작은 편이지만가격 메리트가 있습니다. 친절하고 좋아요.,1
3414,차도 깔끔하고 가격도 적당해요. 차에 뭐 놔두고 내렸는데 친절하게 달려오셔서 가쟈다 주셨어요..!,1
3415,저렴하게 좋았어요,1
3416,공항과가까워서좋았고셔틀버스기사님도 친절하셨다�,1
3417,"직원들 불친절하고, 네비 황당함. 서귀포 오션팰리스까지 티맵보다 10키로 멀리 안내. 햇빛을 받고 운전하면 네비화면 1도 안보임. 고객 입장에서 배려가 아쉬움.",0
3418,차량마다 다르겠지만 차량이 상태좋았음제주도에서 일주일넘도록 나의 발이되어준 정든 차량,1
3419,생긴지 얼마 안된곳 같음. 조금더 친절하게 설명해두시면 좋을것 같다는 생각듬,1
3420,전기차 빌렸는 데 충전비를 받네?다른데는 안 받 던데 잘 알아보고 가라.,0
3421,멋진 차를 싸게 원할 때.,1
3422,공항에서 가깝고..  차량도 깨끗합니다!,1
3423,연료비는 따로 받습니다. 참고하세용.,1
3424,깔끔하게 이용 잘 했어요,1
3425,공항근처라 좋아요,1
3426,9시에 렌트했는데 30분기다렸네요.,0
3427,차도 지저분하고..개선이 필요해 보입니다,0
3428,직원들이 참 친절하네요,1
3429,공항에서 가깝고 깔끔합니다,1
3430,차량도 깨끗하고 서비스도 나쁘지 않았습니다.,1
3431,가격이 저렴하고 사장님이 친절함,1
3432,좋은차 잘 빌렸어요,1
3433,별로..  친절하지 않음,0
3434,빠른 일처리 공항과 근접한거리 굿,1
3435,친절하고편한해요,1
3436,코나 전기차 괜찬아요,1
3437,공항에서 아주 가깝습니다,1
3438,친절하시고 쿨하심,1
3439,불친절해요,0
3440,굿,1
3441,차량 괜찮음,1
3480,"공항과  가까운점이 좋았고,선택했던 차가 깨끗했습니다.직원분들이 친절하고,덕분에 좋은여행 했습니다.다음에느  연락드리겠습니다^^",1
3481,친절 가성비 좋음 계속 이용할 의향 있음,1
3482,공항에서  가깝고 차량도 좋았습니다. 큰없체는 아니지만 친절하고 좋았습니다.,1
3483,엄청 친절하고 저렴해요,1
3484,더 이상의 설명은 생략한다....,0
3485,공항하고 가까워요,1
3486,친절하고 서비스 좋았음. 공항도 가까움.아반떼 차량도 신차 같음.,1
3495,제주도 수 없이 방문 렌트를 마니해도 이런 렌트회사는 최악ᆢ조심  조심들 하세요!돌하루방을 통해 예약했는데 여러렌트회사들이 모여운영함ᆢ인수하는날 비가 마니와 차랑을 세밀하게…,0
3496,"여행끝에 기분 완전 망쳤네요., 밤늦게 차받아서 사진을 제대로 찍지못하고 급하게  나와서 꼼꼼히 살펴 보지 못한 제잘못  있지만.ㅠㅠ  반납때 휠이 끌혔다고 10 만원  내라고 하네요..ㅠ .. 완전 바가지에 기분이 상해서 이제 제주여행은 못올것 같네요..렌트카때문에 벌써 2번이나 맘이 상해 집으로 가네요..이렇게 장사하지 맙시다",0
3497,6시반에서 7시로 반납시간을 여행사에 부탁해서 연장됐다고 확인까지 했건만 6시 45분도착했는데... 10분이상 늦었다며 현금 만원을 달라고 우기는 차받는 젊은 직원은 뭔지!! 돈이 문제가 아니라 비행기 시간에 쫒겨 가는 고객에게 마치 삥뜯듯이... 불쾌하기 짝이 없어요...,0
3498,서비스 마인드라곤 찾아볼수없는 공격적인 여직원이 인상적이었습니다. 상당히 기분나쁜 말투와 억양 그리고 표정까지... 아무리 손님이 많아도 그런식으로 손님 막대하지맙시다. 계속하려면 손님응대 교육 절실히 필요해보입니다. 리뷰 별 한개도 너무 아깝습니다.,0
3499,직원들이  너무  불친절하고  너무외진곳에있어서  차편도없고  저녁에  8시조금지나서  차를  반납하러갔는데  사람들 공항까지 데려다주는  차가  퇴근하고  없더라구요  택시를  불러줄수 있나고  했더니  우리부러  불르라고해서  카카오택시를  불러서  공항으로 갔어요 정말  싼게  비지떡이예요 별 한게도 아까와요,0
3500,개버러지 렌트카 회사입니다 버스기사도 서비스 정신이라곤 1도없고 셔틀버스도 늦게오네요 걍 신청하시지마세요 기분만잡칩니다,0
3501,버스기사 마인드부터가 쓰레기네요 늦기도하고 다시는 안쓸랍니다 이딴곳,0
3502,"차량 위생상태,,제로이렇게 더러운 랜트카는 첨봐요.운행마친  차량 꼭! 세차 좀해주세요.겉만 닦지마시고 차안좀...",0
3503,차가 너무 낡았네요..내부 손잡이가 부서졌는데 수리도 안하고,1
3504,제주도 재방문예정시 재이용 의향 있음,1
3505,몆개업체 합쳐서 운영중이네요,1
3506,휘발유 차 에어 티볼리 속력이 떨어지면서 너무 나빠요. 수리해야 할 것 같아요,1
3507,구글리뷰 한번만이라도 찾아볼껄 쓉쉑히 양애치덜 있는곳임 걍 여기 이름 바꿔서 운영하던데 진심 조심해라,0
3508,안좋아요  직원도 그렇고~~~~별로였어요,0
3509,공항에서 가까워서 좋아서요,1
3510,가장 저렴하게 잘 이용했습니다.,1
3511,후기 읽어보고 빌릴걸 매우 후회중ㅋ,0
3512,최악,0
3513,차 개똥차,0
3514,괜찮게 타고 옴,1
3533,제주도 잘 놀다 갑니다~다음부터 렌트카 빌려주실때 만땅을 채워서 주시는게 좋을것 같네요.기름 빌릴때 잠깐타고 넣기애매한 눈금이라 데스크에서 결재할려고했더니?…,0
3537,"다른 메이저 업체에 비해 가격이 많이 저렴하긴 하다. 다만, 셔틀버스 시간대를 놓치면 굉장히 오래 기다려야 하고, 심지어 사람들이 많아 그 버스를 못 타게 되면 20분을 더 기다려야 한다.…",1
3538,공항에서 사무실까지 꽤 멀어요. 키오스크로 등록하면 직원이 이름 불러주는데 반납장소랑 인수장소가 꽤 복잡합니다. 차도 안은 깨끗한데 밖은 긁혀서 상태가 좀 안 좋아요.기름은 2칸 채워져 있습니다.,1
3539,렌트카업체는 어느곳이나 비슷한것 같아요..키오스크에서 출차신청하면 바로 배정을 해주네요..계약기간 연장에 대한 추가비용이 조금 비싸긴 하지만 잘 이용했습니다.,1
3540,여기 좋다고 댓글 다는 사람들은 다 알바생들인가??살다살다 렌트카 써보면서 고객응대 차량상태 최악인 렌트카는 여기 로그인 렌트카 인듯 키오스크가 복잡한건 알겠는데 고객이 물어보면 기분좋게 응대를 해야지 ㅡㅡ이 표정으로 고객 응대하는 이유가 뭐임?그저 나 아니더라도 렌트카 잘 된다는 마인드라 이따구로 응대함?? 그리고 차량 상태는 충격…,0
3541,올때도 오전7시 도착해서 차 픽업하고 다 했는데 자동차 반납은 오전8시 이전에는 도저히 안된다고 난리를 쳐서 굳이 비행기표 바꾸고 혹시나 해서 일찍 가보니....8시 이전에 반납 가능함. 그러고는 사과 한마디 없음. 렌트카는 어차피 잘되서 그런가 마인드가 그냥...,0
3542,8시전반납안됨 8시비행기 인데 반납안된대서 놀랬네요 ㅡㅡ직원도없고 . 대응도안되고. 오전복귀항공 이신분은 이용확인하세요,0
3543,제주공항에서 렌트카 업체까지 셔틀버스가 단 한대만 운행하는듯 합니다.버스가 혼잡해 조금 불편하네요.이용자가 많다보니 친절하실 시간이 없으신게 아쉽습니다.…,1
3544,NY MLB 모자쓴 직원 싸가지가 존나없네요.. 아가리칠뻔.. 가스차 연료 2칸썼는데 25프로 썼다고 2만원 받아쳐먹는데 2칸이 25프로가 말이되냐 산수도못하는 저능아인가 총 연료칸이 8칸인 차가어딨냐.. 가스요금이 ㅅㅂ 얼만데 2칸이 2만원이냐 휘발유도 2만원넣으면 3칸은찬다. 개양아치새끼들도 아니고,0
3545,"최악의 렌터카업체, 제주를 여행하면서 만나본 최악의 업체차량은 최신형차량을 렌트했지만 옵션은 내비도 설치안된 기본중의 기본에 따로 내비 달아주고 그마저도 업데트안되서 길을 엉뚱하게 안내해서 성산일출봉에서 연락하니 오면 교체해준다고 오라해서 방문하니 기름값 부당시키고,자기들잘못으로 성산에서 공항까지 다시가느라 시간 낭비한 고객에게 오히려…",0
3546,지금까지 제주에서 10번이상 사용했던 렌트카업체중 최악 .. 셔틀버스운전기사는 가르치듯 짜증나는 말투로 신경질에 ..접수처직원은 더 심하고 .. 반납처도 성의없는 대응 ..최악,0
3547,좋아요ᆢ 인수전에 동영상 필수라 해서 해놨는데ᆢ사전에 업체에서 꼼꼼하게 사진찍어둬서 비교하면서 체크 ᆢ 그래도 두번ㆍ세번 찍고 동영상 찍으세요ᆢ친절하고 깔끔하네요ᆢ저는 소나타 뉴라이즈 받았는데 네비 상태가 않좋고 핸폰으로 사용하시는게 훨낫습니다 외관상태 범퍼카 받았어요ᆢ진짜 체크 잘 하세요ᆢ 그래도 성능 ㆍ승차감은 좋네요,1
3548,절대이용자제할것을추천..다른업체에비해최저가이지만...타업체차량의최저가이곳에서는중급이라고생각하면됨..어디폐차직전의차량을렌트해줌..3년지난연식이라왠만한건이해하지만..쇼바가완전고장이나서과속방지턱을지날때마다긴장해야하는고통이굉장한스트레스였음..비라도오면와이퍼소모품교체안해서생명의위협을느낌...어떻게이런차를빌려줄수있지란생각이듬...첫과속방지턱을만난게출고하고한참지난뒤라...여행망칠까그냥있었는데...그게실수였음...몇일전출장으로회사에서대기업x…,0
3549,나름 빠르게 반납 출고 가능하구요.. 보험이 잘되어 있어 눈길 사고처리도 빨리 신속히 해결했습니다..  잘이용 했습고.. 세차도 말끔히 되어 있었습니다,1
3550,"공항가기 하루 전날 빌렸어요. 되게 저렴하게 렌트할 수 있어서 좋았는데... 렌트카 반납하는 장소가 차에 설치된 내비에도 제대로 지정되지 않아서 시간 허비하고 돈 날렸네요.. ㅜㅜ 미리 가지 않은 제탓도 있지만 설치된 네비의 ""차 반납하기""를 누르면 알려주는 주소가 이상해서 한참 빙빙 돌았습니다.. ㅠㅠ 반납하는 장소에 대한 친절한 안내가 있었다면 이렇게 시간과 돈을 허비하지 않았을겁니다...…",1
3551,직원들이 기본적인 애티겟도 없고 고객 알기를 호구로 아네요.차량도 연식에 비해 관리 상태가 별로 입니다.렌트를 많이 했지만 이런경우 처음 당해 보네요.다만 세차 해서 내보내는것은 괜찮습니다.…,0
3552,직원들은 친절하지 않았지만 쏘쏘했음. 싸게 예약했다고 믿고싶음....,1
3553,"최저가 찾아서 렌트 했는데, 5년된 k5를 렌트함.비추. 차 더럽고 타이어 소음 심하다. 몇 천원더주고 깨끗하고 좋은차 렌트하삼.",0
3554,노후차량없고 차가 신형이라 좋네요,1
3555,직원분들 너무 불친절해서 두번 다시 이용 안 할겁니다!!,0
3556,"주유량눈금 찍어두고 출발,맞춰서 반납했는데제사진과 직원이 제시한 사진의 눈금이 다르다고 추가 1만원내라고...…",0
3557,차량 대여나 위치나 다 괜찮았는데 기름이 모자르다며 추가요금 6천원을 물으라더군요 각도를 꼭 정면으로 잘 찍어두세요 카드지갑을 놓고 나왔다가 되돌아갔는데 현금 15만원을 쏙 빼가셨더라구요 요즘에 길에서 주운것도 손 안대는데 기분 많이 상했습니다 차량이 스크래치가 많은것을 받아서 꼼꼼히 사진찍는데도 시간이 꽤 걸렸네요,0
