ID,TITLE,ADDRESS,LAT,LON,TEL,TEL,OPEN_TIME,CATEGORY,DESCRIPTION,STORE_OF_NAVER,IMG_LINK
CNTS_000000000021063,피자굽는돌하르방,제주특별자치도 제주시 한경면 청수로 218,33.30488,126.25584,064-773-7273,064-773-7273,,피자,제주산 통밀과 식자재를 넣은 건강한 피자,,
CNTS_000000000020695,돼지촌,제주특별자치도 제주시 원노형남1길 28,33.4838334,126.4834518,064-713-9222,064-713-9222,매일17:00 - 24:00,"육류,고기요리",제주시내 노형 오거리 인근에 위치한 등갈비 구이집,4.2,
CONT_000000000501355,제주뚝배기,제주특별자치도 서귀포시 성산읍 일출로 255,33.4611374,126.9330294,064-782-1089,0507-1436-1089,,"해물,생선요리",인기메뉴는 오분자기뚝배기와 전복뚝배기,4.19,
CNTS_000000000021197,어머니와고등어,제주특별자치도 제주시 도두봉2길 43,33.5061518,126.4734167,064-744-2882,064-744-2882,,한식,돌문어와 전복으로 맛을 낸 통갈치조림,4.29,
CONT_000000000501339,이오리,제주특별자치도 제주시 도리로 53,33.498657,126.45803,064-751-4905,064-751-4905,,"육류,고기요리",오리고기 전문 모범음식점,4.65,
CONT_000000000501358,제주삼다국수,제주특별자치도 서귀포시 김정문화로 59-1,33.2510739,126.5112127,064-739-3167,0507-1312-3167,,국수,제주삼다국수는 흑돼지 고기국수와 해물 흑돼지 샤브샤브를 전문으로 하는 명품국수전문점,4.29,
CNTS_200000000007144,까미노,제주특별자치도 제주시 애월읍 고하상로 91-12,33.4578162,126.3478853,064-799-9789,0507-1351-9789,"매일10:30 - 20:00
19:00 라스트오더","카페,디저트",애월 하가리에 있는 전망 좋은 카페,4.49,
CNTS_000000000020474,복자씨연탄구이,제주특별자치도 서귀포시 성산읍 해맞이해안로 2764,33.469234,126.91987,064-782-7330,064-782-7330,,돼지고기구이,우도와 지미봉을 바라보며 즐기는 진짜배기 흑돼지 구이,,
CNTS_200000000012745,돈사촌,제주특별자치도 제주시 서사로 7,33.5119174,126.5199295,064-722-9285,064-733-9295,"일(2/5)정기휴무 (매달 1, 3번째 일요일)","육류,고기요리","100% 제주산 생 근고기 전문점인 제주 돈사촌은 남녀노소 누구나 만족할 수 있는 편안한 분위기와 백돼지, 흑도지 두가지 근고기를 주문할 수 있으며 1인 주문도 가능하다.",4.39,
CNTS_200000000012718,삼보식당,제주특별자치도 서귀포시 중정로 25,33.2476846,126.559189,064-762-3620,064-762-3620,"일08:00 - 20:30
20:00 라스트오더",한식,"서귀포에 위치한 삼보식당은 이른 아침부터 맛있는 제주스러운 향토음식을 맛볼 수 있는 곳으로 대표 메뉴로는 전복뚝배기와 옥돔구이, 자리물회를 판매하고 있다.",4.16,
CNTS_200000000013058,비테비테,제주특별자치도 서귀포시 중앙로54번길 38,33.2497749,126.5636636,,010-3255-8218,,한식,서귀포시 올레시장내에 위치한 비테비테는 시장 구경을 하는 사람들의 발을 붙잡는 다양한 음식들이 마련되어 있어 간단히 요기하기에 좋은 곳이다.,4.27,
CNTS_200000000012558,청담집,제주특별자치도 제주시 월랑로 83,33.4917374,126.472442,064-743-6969,064-743-6969,일08:00 - 21:00,한정식,제주공항 인근에 위치한 설렁탕 전문점 청담집은 오픈키친으로 설렁탕이 만들어지는 과정을 눈에 담아낼 수 있으며 그만큼 진심을 다해 정성껏 선보인 한그릇은 맛과 정성이 담겨져 있다.,4.25,
CNTS_200000000013059,블랑제리,제주특별자치도 서귀포시 동홍중앙로52번길 2,33.2552393,126.572495,064-767-0913,064-767-0913,일정기휴무 (매주 일요일),베이커리,서귀포시 동흥동에 위치한 블랑제리는 유기농 재료를 사용하여 천연발효시켜 만들고 각 종 첨가물이나 색소가 들어가 있지 않은 건강한 빵을 만드는 곳이다.,4.47,
CNTS_200000000012645,곤밥2,제주특별자치도 제주시 서부두남길 8,33.5149292,126.5277707,064-759-2918,064-759-2918,,한식,"칠성로에 위치한 곤밥2는 정식, 즉 백반을 파는 곳으로 두루치기가 유명한 집이다. 이외에 여러 식사 메뉴와 더불어 계절 메뉴도 판매하고 있다.",4.59,
CNTS_200000000012980,연동길,제주특별자치도 제주시 은남2길 23,33.4881035,126.4934516,064-748-9363,064-748-9363,"일10:30 - 21:00
20:30 라스트오더",낙지요리,제주시 연동에 위치한 연동길은 싱싱한 낙지를 사용하여 매운게 땡기는 날이나 스트레스 받는 날 매콤한 낙지볶음을 즐길 수 있다.,4.21,
CNTS_200000000012989,안전식당,제주특별자치도 제주시 사라봉길 4,33.5144098,126.539254,064-752-3935,064-752-3935,,"찌개,전골","사라봉 오거리 인근에 위치한 안전식당은 오랫동안 동네 주민들이 많이 다녀간 한식 전문점으로 동태찌개, 김치찌개로 한끼 식사를 든든하게 채울 수 있는 곳이다.",4.43,
CNTS_200000000012663,동이트는집,제주특별자치도 제주시 신산로 71,33.5074222,126.5344843,064-758-2309,0507-1316-2309,일09:30 - 14:30,추어탕,신산공원 길 건너에 위치한 동이트는집은 매일 공수되는 신선한 재료를 사용하여 식사를 제공한다. 메뉴는 추어탕과 추어튀김이며 제공되는 반찬도 훌륭하다.,4.43,
CNTS_200000000007059,모앙,제주시 인다5길 12-4,33.483098,126.4772312,064-726-0320,010-6743-0064,,"카페,디저트",제주시 아라동에 위치한 디저트 카페인 모앙은 눈과 코를 자극하는 다양한 종류의 디저트와 음료가 마련되어 있어 메뉴를 선택하는 재미가 있는 곳이다.,4.52,
CNTS_200000000013020,그루브,제주특별자치도 제주시 한림읍 한림로 333,33.3936111,126.2401799,064-796-3336,064-796-3336,,카페,"제주시 한림읍에 위치한 라운지 카페 그루브는 넓고 푸른 협재해변을 한눈에 보면서 브런치, 디저트와 함께 여유를 즐길 수 있는 곳이다.",4.45,
CNTS_200000000013114,중문정,제주특별자치도 서귀포시 상예로 226,33.2647699,126.3936516,064-738-6264,064-738-6264,,생선구이,서귀포시 중문에 위치한 정식전문점인 중문정은 신선한 재료들을 이용하여 따뜻한 집밥 한상을 즐길 수 있는 곳이다.,4.54,
CNTS_200000000012641,싱싱잇,제주특별자치도 제주시 한림읍 한림로 181,33.3864136,126.2273431,,0507-1354-4841,일18:30 - 03:00,바(BAR),한림에 위치한 싱싱잇은 50년이 넘은 오래된 감귤 창고를 개조해 만든 비스트로 펍으로 각종 술과 어울리는 안주와 식사류를 판매한다. ,,
CNTS_200000000012675,카페한라산,제주특별자치도 제주시 구좌읍 면수1길 48,33.5246773,126.8630725,064-783-1522,064-783-1522,매일09:30 - 21:00,"카페,디저트","세화 해수욕장에 위치한 카페한라산은 탁 트인 바다를 배경으로 오래된 TV 속에 나를 담을 수 있는 곳이다. 두개의 동으로 본관과 별관이 있으며, 앞서 말한 TV가 있는 곳은 별관이다.",4.61,
CNTS_200000000008076,고사리식당,제주특별자치도 제주시 조천읍 번영로 1680,33.4777041,126.7135515,064-783-6564,064-783-6564,"일10:00 - 17:00
16:00 라스트오더",한식,거문오름 근처에 위치한 한식집,4.55,
CNTS_200000000013128,아리,제주특별자치도 서귀포시 홍중로 99,33.2613772,126.5555343,064-739-3183,064-739-3183,일정기휴무 (매주 일요일),일식당,서귀포시 서흥동에 위치한 일식당 아리는 신선하고 다양한 재료를 이용하여 바삭한 튀김이 위에 올라간 텐동을 만들어내고 있다.,4.64,
CNTS_200000000012633,잔물결,제주특별자치도 제주시 한림읍 금능길 58-1,33.3881255,126.2298026,070-8801-5564,0507-1342-5564,매일10:00 - 18:00,"카페,디저트",금능해수욕장 인근의 카페 잔물결은 오래된 가옥을 개조한 독특한 분위기의 디저트 카페이며 잔물결블렌드커피와 오늘의 구움과자 등 다양한 메뉴가 있다.,4.48,
CNTS_200000000013011,솔트스톤,제주특별자치도 제주시 연삼로 495,33.5003744,126.5425664,064-757-3338,0507-1375-3338,매일09:00 - 24:00,카페,"제주시 이도동에 위치한 솔트스톤은 '제주의 돌이 소금을 만들고, 소금이 바닷물이 되어 지금의 제주가 되었다'라는 스토리를 모티브로한 소금커피전문점이다.",4.32,
CNTS_200000000012721,카페텐저린,제주특별자치도 서귀포시 이어도로 880,33.2363651,126.5090964,064-738-9767,064-738-9767,,브런치,법환초등학교 건너편에 위치한 브런치카페. 다양한 주제의 브런치 메뉴와 음료가 있으며 야외정원에서 시간을 보낼수도 있고 800여 평의 귤밭에서 산책도 가능하다.,4.63,
CNTS_200000000012671,카페 라라라,제주특별자치도 제주시 구좌읍 해맞이해안로 1430,33.5248808,126.8580469,064-783-0464,0507-1328-0464,,"카페,디저트","세화 해수욕장에 위치한 카페 라라라는 드넓은 해변을 바라보며 예쁜 사진도 남기고, 맛있는 음료와 디저트까지 누릴 수 있는 콧노래가 절로 나는 감성 카페이다.",4.61,
CNTS_200000000012724,진주식당,제주특별자치도 서귀포시 태평로 353,33.2466426,126.5591353,064-762-5158,064-762-5158,일08:00 - 20:00,"해물,생선요리",서귀포칠십리시공원 인근에 위치한 진주식당은 다양한 제주 향토음식을 단품 식사와 한상차림으로 맛 볼 수 있으며 반찬으로 제공되는 젓갈류를 구매할 수 있다.,,
CNTS_200000000012701,온오프,제주특별자치도 제주시 우도면 우도해안길 876,33.5129211,126.9615353,,0507-1346-9807,,돈가스,우도 하고수동 해수욕장 인근에 위치한 온오프는 제주산 흑돼지로 직접 만든 수제돈까스를 판매하고 있는 흑돼지돈까스 맛집이다. 치즈돈까스와 속이 꽉 찬 흑돼지돈까스가 유명하다.,4.5,
CNTS_200000000012632,애월은혜전복,제주특별자치도 제주시 애월읍 애월로1길 24-3,33.4629304,126.3102157,064-799-9060,064-799-9060,,전복요리,"전복을 주제로 다양한 요리를 선보이는 애월은혜전복은 재료 하나하나에 정성을 기울여 요리를 내어준다. 전복돌솥밥, 전복물회 등의 식사메뉴와 전복구이, 전복찜의 추가메뉴 등이 있다.",4.49,
CNTS_200000000013095,선흘곶,제주특별자치도 제주시 조천읍 동백로 102,33.5081874,126.718049,064-783-5753,064-783-5753,일10:30 - 20:00,한식,제주시 조천읍에 위치한 쌈밥정식 전문점인 선흘곶은 신선한 재료들을 사용하여 정갈하고 푸짐한 자연식 한상차림을 즐길 수 있는 곳이다.,4.49,
CNTS_200000000012708,휴일로,제주특별자치도 서귀포시 안덕면 난드르로 49-65,33.2322977,126.3663755,064-739-4965,010-7577-4965,"매일10:00 - 19:00
18:30 라스트오더","카페,디저트",안덕면에 위치한 휴일로는 제주 올레길 8코스 라인에 있는 곳으로 바로 앞 드넓은 산방산 바다를 배경으로 여유있는 시간을 보내기에 좋은 카페이다. ,4.46,
CNTS_200000000008191,거기제주,제주특별자치도 서귀포시 대정읍 노을해안로 732 (신도리) ,33.2771433,126.1705781,010-4645-2565,0507-1402-2747,,공방,제주를 담은 음료와 기념품 + 제주를 담을 사진강의를 주제로하는 사진카페,,
CNTS_200000000012608,명태명가,제주특별자치도 제주시 연북로 514,33.4841141,126.5355699,064-755-9200,064-755-9200,일10:30 - 22:00,한식,속초산 명태를 산지직송하여 조리한 매콤달콤한 명태조림 전문점. 다양한 효능을 지닌 통통한 명태를 양념과 함께 김에 싸먹을 수 있는 곳.,4.34,
CNTS_200000000012737,썬셋클리프,제주특별자치도 제주시 애월읍 애월로1길 19-8,33.4618092,126.3107667,064-799-4040,0507-1398-4040,,"카페,디저트","애월카페거리에 위치한 썬셋클리프는 매일 새롭고 유니크한 곳에서 트렌디한 음악을 원하는 사람들 그리고 환상적인 일몰을 품은 바다를 배경으로 인생샷을 남기고 싶은 이들을 위한 장소로 맛 좋은 음식과 더불어 커피, 음료 등을 제공하고 있다.",4.3,
CNTS_200000000012706,만월당,제주특별자치도 제주시 구좌읍 월정1길 56,33.5561414,126.7930377,064-784-5911,064-784-5911,,양식,월정리 해수욕장 인근에 위치한 만월당은 제주산 해산물을 이용한 이탈리안 레스토랑으로 요즘 감성에 맞는 트렌디한 분위기로 맛과 멋 모두 채운 곳이다.,4.59,
CNTS_200000000012738,참솔식당,제주특별자치도 제주시 애월읍 유수암평화5길 21,33.423676,126.4062012,064-799-6638,064-799-6638,,한식,유수암에 위치한 참솔식당은 다양한 제철나물을 활용한 산채비빔밥 전문점으로 단품은 물론 세트메뉴도 준비되어 있어 다양한 메뉴를 한상 푸짐하게 즐길 수 있다.,4.37,
CNTS_200000000009774,공백,제주특별자치도 제주시 구좌읍 동복로 83,33.5535179,126.7151174,064-783-0015,064-783-0015,,"카페,디저트",진정한 제주를 느낄 수 있는 멋과 미가 있는 갤러리 카페,4.35,
CNTS_200000000012694,제주통큰장어,제주특별자치도 제주시 청귤로3길 50,33.5015724,126.5421719,064-759-0009,064-759-0009,매일10:00 - 22:00,"장어,먹장어요리",한옥으로 지어진 이 곳은 넓은 주차장을 보유하여 접근성이 뛰어나며 저렴한 가격에 푸짐한 장어요리를 즐길 수 있는 곳이다. 또한 보양식인 메기매운탕도 주문가능하다.,4.27,
CNTS_200000000013048,오라디오라,제주특별자치도 서귀포시 안덕면 사계로114번길 54-102,33.2351502,126.3081067,064-794-0340,064-794-0340,일09:30 - 18:00,"카페,디저트",제주 안덕면에 위치한 베이커리 카페인 오라디오라는 제주의 여러 오름과 달리 대부분 암반으로 이루어진 산방산의 정취를 한눈에 보고 느낄 수 있다. ,4.41,
CNTS_200000000012549,서진향해장국,제주특별자치도 제주시 제주대학로 183,33.4634314,126.5687054,064-721-0300,064-721-0300,,해장국,영평동에 위치한 서진향해장국은 해장국 전문점으로 맑은해장국과 매운해장국 그리고 내장탕을 판매하고 있다. 이른 아침 6시에 오픈하여 언제든 아침식사가 가능한 곳이기도 하다.,4.35,
CNTS_200000000012591,순두부엔짬뽕,제주특별자치도 제주시 통물길 30,33.4894183,126.4348515,064-745-4499,064-745-4499,,두부요리,"매일 새벽, 재래식으로 만든 두부를 사용하여 요리를 하는 이 곳은 짬뽕의 불맛과 순두부의 부드러움이 어우러진 순두부짬뽕과 다양한 두부요리를 맛 볼 수 있다.",4.42,
CNTS_200000000013024,윈드스톤,제주특별자치도 제주시 애월읍 광성로 272,33.3701721,126.4819697,070-8832-2727,070-8832-2727,,테이크아웃커피,제주시 광령리에 위치한 카페인 윈드스톤은 조용한 동네에서 옛스러운 가옥을 개조하였으며 실내 내부에 다양한 책들이 마련되어 있다.,4.62,
CNTS_200000000012651,용꽈배기,제주특별자치도 제주시 서광로30길 3,33.4999102,126.5270264,064-725-6772,064-725-6772,,베이커리,제주시청 건너편 골목에 위치한 용꽈베기는 남녀노소 누구나 즐겨찾는 꽈배기를 다양한 종류로 판매하며 낱개와 선물용 세트 구매가 가능하다.,4.44,
CNTS_200000000013015,제주머슴네,제주특별자치도 제주시 한림읍 옹포2길 8,33.400283,126.2501015,064-764-5559,064-764-5559,매일08:00 - 20:00,김밥,"제주시 협재리에 위치한 김밥전문점인 제주머슴네는 흑돼지, 전복, 어묵 등 신선한 식재료들을 이용하여 만든 특색있는 김밥이 마련되어 있다.",4.47,
CNTS_200000000012657,백리향,제주특별자치도 제주시 조천읍 신북로 244,33.5370188,126.6385048,064-784-9600,0507-1394-9600,,"백반,가정식",함덕 해수욕장 가기 전 조천농협 인근에 위치한 백리향은 누구나 부담 없이 즐길 수 있는 가정식 백반으로 된장찌개와 더불어 여러 맛 좋은 생선구이를 제공하고 있다.,4.43,
CNTS_200000000012967,진돼지,제주특별자치도 제주시 은수길 65,33.471491,126.4881721,064-746-1542,064-746-1542,,돼지고기구이,제주시 한라수목원 인근에 위치한 돼지고기구이 전문점인 진돼지는 두툼하고 신선한 제주산 돼지를 사용하여 육즙이 가득 찬 돼지고기구이를 맛볼 수 있다.,4.4,
CNTS_200000000012626,제주스,제주특별자치도 제주시 동문로 4 1호,33.5128008,126.5269479,,010-3693-4865,,"과일,주스전문점",제주 동문재래시장 내 위치한 제주스는 제주와 주스의 합성어로 오직 제주에서만 맛볼 수 있는 제주스런 주스를 만들어내는 카페이다. ,4.4,
CNTS_000000000020117,만선식당,제주특별자치도 서귀포시 대정읍 하모항구로 44,33.499622,126.53119,064-794-6300,0507-1315-6301,,생선회,모슬포에 위치한 만선식당은 싱싱한 고등어회를 필두로 고등어 조림과 갈치조림을 맛 볼 수 있는 곳이다. 여기에 추가하여 제주의 별미인 돼지산적을 추가할 수 있으며 고등어 구이도 주문 가능하다.,4.41,
CNTS_000000000021910,제갈양 제주협재점,제주특별자치도 제주시 한림읍 한림로 155,33.386135,126.224754,064-796-9933,0507-1413-9933,,"육류,고기요리","가시가 없어 먹기 편한 갈치조림과 갈치구이를 맛볼 수 있는 곳. 여기에 더해 칼칼한 갈치 뚝배기와 생선초밥, 회덮밥 등 다양한 추가 메뉴가 준비되어 있다.",4.56,
CNTS_000000000018400,명랑스낵,제주특별자치도 제주시 한림읍 한림로 585,33.409283,126.258835,070-4121-1110,0507-1344-4548,매일11:30 - 18:00,종합분식,제주시 한림읍에 위치한 분식집인 명랑스낵은 아늑한 실내에서도 음식을 즐길 수 있으며 옥상에도 테이블이 있어 넓은 바다와 비양도를 보면서 음식을 즐길 수 있다. ,,
CNTS_200000000007432,랜딩 다이닝,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 랜딩관 제주신화월드 호텔앤리조트 G층,33.30598235,126.3174917,064-908-2300,064-908-2300,일(2/5)휴무,해산물뷔페,랜딩관 제주신화월드 지하 1층에 위치한 올 데이 다이닝 공간.,4.2,
CNTS_200000000011653,동해미락,제주특별자치도 서귀포시 칠십리로 133,33.2436722,126.5683032,064-733-5921,0507-1310-5921,,생선회,"횟감좋은 서귀포횟집 동해미락, 바다전망! 푸짐한 해물모듬 활어회 코스요리, 다금바리, 갈치, 고등어회",4.64,
CNTS_000000000021862,타이웍,제주특별자치도 제주시 신설로11길 2,33.4913084,126.5441161,064-900-3145,0507-1405-3145,,태국음식,"아라동에 위치한 태국음식 전문점으로 뿌팟퐁커리와 새우팟타이, 소고기쌀국수, 파인애플 볶음밥 등 다양한 태국음식을 주문할 수 있다.",,
CNTS_000000000019945,풍림다방 송당점,제주특별자치도 제주시 구좌읍 중산간동로 2267-4,33.4718397,126.785755,1811-5775,1811-5775,,"카페,디저트",제주시 송당리에 위치한 디저트카페인 푸림다방 송당점은 넓직한 옛 주택을 개조하여 만들었으며 넓은 정원을 가지고 있어 야외테이블도 이용할 수 있다.,,
CNTS_000000000020201,글라글라하와이,제주특별자치도 서귀포시 대정읍 하모항구로 70,33.2194985,126.2515431,064-792-2737,0507-1410-2737,,양식,서귀포시 대정읍에 위치한 글라글라하와이는 제주의 생선과 감자 등 다양한 식재료를 이용하여 만든 이국적인 음식들을 맛볼 수 있는 곳이다.,4.53,
CNTS_200000000011475,쇼밥,제주특별자치도 서귀포시 보목로64번길 138,33.2411759,126.5931354,064-1661-2789,064-1661-2789,,"스테이크,립","쇼밥은 서귀포시내에 있는 레스토랑으로 4개의 섬이 한눈에 보이는 뷰와 가성비 끝판왕 의 수비드, 소안심스테이크, 소천지형상의 블랙치킨 등으로 유명한 곳이다.
",4.61,
CNTS_200000000008856,어머니의뜻을담다 단지,제주특별자치도 제주시 애월읍 하귀2길 66,,,064-712-0108,0507-1474-0138,,한정식,애월읍 바닷가 마을의 조용한 시골동네  전라도  어머니의 손맛이 담긴  밥상,4.31,
CNTS_200000000012710,더클리프,제주특별자치도 서귀포시 중문관광로 154-17,33.2814107,126.4111118,064-738-8866,0507-1312-8866,,"카페,디저트",중문 해수욕장에 위치한 복합 어뮤즈먼트 공간 더 클리프는 선셋을 감상할 수 있는 최고의 뷰를 지닌 장소로 이색적인 공간에서 다양하고 맛있는 식음료를 제공하고 있다.,4.27,
CNTS_000000000021098,티나케이크,제주특별자치도 서귀포시 서문로 61,33.247944,126.55698,,010-3323-6185,,"카페,디저트",서귀포시 서귀동에 위치한 티나케이크는 눈과 코가 즐거운 다양한 종류의 케이크가 전시되어 있으며 모든 케이크는 2-3일전 예약이 가능하다.,4.55,
CONT_000000000501152,피제리아3657,제주특별자치도 서귀포시 안덕면 난드르로 56,33.23645,126.36306,064-738-3658,0507-1408-3658,,피자,서귀포시 안덕면에 위치한 피제리아3657은 100% 참나무 장작을 사용하여 450도 이상의 고온에서 구워낸 이탈리안 화덕피자를 만나볼 수 있다.,4.23,
CNTS_200000000008134,제주다음,제주특별자치도 서귀포시 보목포로 27,33.2406529,126.6058635,064-738-6848,0507-1329-6848,,차,제주를 마시다!,,
CNTS_200000000011693,마로니에 미니골프카페,제주특별자치도 서귀포시 남원읍 신례천로 158-8,33.299995,126.6297939,064-767-4525,064-767-4525,,테마카페,"직접담근 수제청으로 만든 특별한 에이드, 맛있고 건강한 비건디저트, 남녀노소 누구나 쉽게 즐길 수 있는 18홀 미니골프 코스",4.85,
CNTS_200000000008353,코코리파이프,제주특별자치도 제주시 애월읍 하귀6길 22,33.4887078,126.4145642,064-748-6770,0507-1359-0884,,양식,"깨끗함, 청결함, 건강함을 지향하는 비스트로.",4.61,
CNTS_200000000007108,달그락식탁,제주특별자치도 제주시 조천읍 신흥로 2,33.5438444,126.6537298,064-784-3707,064-784-3707,,돈가스,신선한 제주식재료를 이용해 정갈한 가정식을 선보이는 식당,4.57,
CNTS_000000000018939,물꼬해녀의집,제주특별자치도 제주시 우도면 우도해안길 496,33.518635,126.94996,064-784-7331,0507-1363-7331,,한식,우도에 위치한 이 곳은 해녀가 직접 잡은 해산물 요리를 맛 볼 수 있는 곳이다. 문어와 해물이 한가득 들어간 문어라면과 칼국수 등 신선하고 다양한 메뉴가 있다.,4.62,
CNTS_000000000020189,미엘드세화,제주특별자치도 제주시 구좌읍 해맞이해안로 1464,33.52448,126.86187,064-782-6070,064-782-6070,일10:00 - 18:00,"카페,디저트","제주시 세화리에 위치한 카페인 미엘드세화는 푸른 세화바다를 한눈에 담을 수 있는 아기자기한 카페이며 케이크, 쿠키 등 다양한 디저트와 음료가 마련되어 있다.",4.56,
CNTS_200000000008451,사해방흑돼지,제주특별자치도 서귀포시 천제연로 263,33.2515411,126.4327965, 064-738-4577/ 4677/ 7775/ 2262,064-738-4577,,돼지고기구이,"청정 지역에서 자란 흑돼지를 맛볼 수 있는 흑돼지 전문점. 

",4.51,
CONT_000000000501173,그리운바다성산포,제주특별자치도 서귀포시 성산읍 성산등용로 94,33.46976,126.93005,064-784-2128,064-784-2128,,생선회,서귀포시 성산읍에 위치한 횟집인 그리운바다성산포는 제주산 싱싱한 생선과 해산물을 사용하여 다양한 한상차림을 대접하고 있다.,4.54,
CNTS_000000000020649,바람벽에흰당나귀,제주특별자치도 제주시 구좌읍 동복로 11,33.55385,126.70767,064-782-8611,064-782-8611,"매일10:00 - 19:00
18:30 라스트오더","카페,디저트",제주시 동복리에 위치한 바람벽에흰당나귀는 푸른바다를 볼 수 있는 창가자리가 많아 넓은 바다를 보며 다양한 음료와 디저트를 함께 즐길 수 있는 카페이다.,4.36,
CNTS_000000000022256,모모제이,제주특별자치도 제주시 인다8길 36-1,33.4261379,126.5626925,070-8621-5999,0507-1330-6000,,"카페,디저트",제주시 아라동에 위치한 브런치 카페인 모모제이는 신선한 재료들을 사용하여 다양하고 독특한 브런치 메뉴와 음료들을 만들고 있다.,4.43,
CNTS_000000000020287,문화통닭,제주특별자치도 서귀포시 성산읍 고성오조로 81,33.450886,126.91441,064-782-2345,064-782-2345,,"치킨,닭강정","40년 전통의 시장통닭 전문점인 문화통닭은 레트로한 감성의 건물에서 후라이드 마늘치킨, 양념치킨, 간장날개치킨등의 메뉴를 판매하며 모든 포장메뉴에 조밥과 겉절이가 포함된다.",4.35,
CNTS_200000000008869,원앤온리,제주특별자치도 서귀포시 안덕면 산방로 141,33.23923,126.3192943,064-794-0117,0507-1323-6186,,카페,제주에서 가장 아름다운 오션뷰 라운지,4.34,
CNTS_200000000013986,애나의숲 브런치카페,"제주특별자치도 서귀포시 중동로48번길 8 (서귀동, 귤섬가) 1층",33.2498876,126.5666331,070-4115-9122,0507-1331-9122,,브런치,"신선한 로컬 제주 식재료 사용한 수제 수프와 스튜, 이와 어우러진 브런치 메뉴를 제공하는 서귀포 시내에 위치한 레스토랑&카페",4.65,
CNTS_200000000007470,랜딩 라운지,제주 서귀포시 안덕면 신화역사로304번길 38 랜딩관 제주신화월드 호텔앤리조트 G층,33.30594648,126.3174703,064-908-2400,064-908-2400,,"카페,디저트","랜딩관 제주신화월드 로비옆에 위치한 음악과 피아노 선율을 감상할 수 있는 라운지.
",4.37,
CNTS_200000000010394,제주그림카페,제주특별자치도 서귀포시 안덕면 녹차분재로 218 4층,33.3029712,126.2990679,064-794-9224,064-794-9224,,테마카페,"제주그림카페는 전체 공간을 흑백의 그림으로 꾸민 독특한 테마의 테마카페이다. 마치 웹툰속 주인공이 된 듯 체험자가 돋보이는 사진찍기 좋은 명소로 자리잡고 있다. 또한 제주항공우주박물관 4층 전망대에 위치하고 있어 제주의 바다, 오설록, 한라산, 산방산 등을 한눈에 조망할 수도 있다.  ",4.53,
CNTS_200000000013021,뵤뵤,제주특별자치도 제주시 한림읍 명재로 155,33.3925265,126.2631484,,0507-1342-3614,"일10:00 - 18:30
18:00 라스트오더","카페,디저트",제주시 한림에 위치한 디저트카페인 뵤뵤의 명칭은 '새가 둥글게 원을 그리며 천천히 도는 모양'을 의미하며 이 집에는 다양한 종류의 음료와 디저트가 마련되어 있다.,4.33,
CNTS_200000000012550,김서방재첩해장국,제주특별자치도 제주시 원노형6길 27,33.4836667,126.4830103,064-711-3625,064-711-3625,,해장국,노형동에 위치한 깔끔 담백한 해장국 맛집 김서방재첩해장국은 이른 아침 분주한 이들에게 따뜻하고 든든한 한끼 식사를 제공하고 있다.,4.37,
CNTS_200000000012566,나라돈까스,제주특별자치도 제주시 절물1길 23,33.4907957,126.431772,064-711-0221,064-711-0221,일11:00 - 20:00,돈가스,외도일동에 위치한 돈까스 전문점 나라왕돈까스는 상호명 답게 푸짐한 양은 물론이며 모든 메뉴를 100% 수제 제작하여 즉석에서 바로 요리한다. ,4.33,
CNTS_200000000012743,공단해장국,제주특별자치도 제주시 복지로 96,33.4882771,126.527925,064-752-6301,064-752-6301,,한식,"도남동에 위치한 공단해장국은 이른 아침부터 이른 오후까지만 운영하며 해장국, 내장탕 두가지 메뉴만 판매하고 있는 맛집이다.",4.29,
CNTS_200000000013065,올디벗구디,제주특별자치도 서귀포시 일주서로 330,33.2529537,126.4735857,,010-9082-1914,,"카페,디저트",서귀포시 도순동에 위치한 디저트카페인 올디벗구디는 안전상의 이유로 노키즈존을 운영하고 있으며 10세이상의 아이와 반려동물은 출입이 가능하다.,4.65,
CNTS_000000000019940,어진이네 횟집,제주특별자치도 서귀포시 보목포로 93,33.2408963,126.6106901,064-732-7442,064-732-7442,,생선회,서귀포시 보목동에 위치한 어진이네 횟집은 된장을 베이스로 한 새콤달콤한 국물에 신선한 생선회를  올린 물회와 생선구이 등 다양한 메뉴가 마련되어있다.,4.22,
CNTS_200000000007453,하원가흑돼지,제주특별자치도 서귀포시 이어도로 278,33.326215,126.4716831,064-735-9507,064-735-9507,,돼지고기구이,약천사 인근에 위치한 흑돼지구이 전문점.,4.73,
CNTS_200000000013073,미드나잇 제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,33.2946472,126.3145575,064-909-2204,0507-1319-2204,"월18:00 - 24:00
23:00 라스트오더",요리주점,신화월드내에 위치한 요리주점인 미드나잇 제주는 다양한 음식들과 함께 가볍게 맥주 한 잔을 즐길 수 있는 곳이다.,,
CNTS_000000000022176,블랙포엠,제주특별자치도 제주시 조천읍 조함해안로 476-1,33.531406,126.66637,010-9388-0844,0507-1317-5588,월09:00 - 18:00,"차,커피",블랙포엠은 함덕 서우봉해변에 위치한 카페이다.,,
