ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT,RENTAL_CAR_ID,image
7213,uuzii,가격도 괜찮고 당일에 급하게 추가했는데도 해주시고 좋았어요! 다음에도 또 여기서 하려구요!,네이버,3.87,22.11.25.금,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7214,casakyung,아~~길이 참 ㅠㅠ나가는데 길이 좁아 시간 엄청걸림 일방통행이 시급,네이버,3.87,22.11.24.목,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7215,covi,편하고 좋아요,네이버,3.87,22.11.22.화,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7216,kokokpkp,좋네요,네이버,3.87,22.11.22.화,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7217,hye****,가성비 친절까지 덕분에 하루관광 즐겁게 잘하고 왔습니다~~,네이버,3.87,22.11.22.화,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7218,fav****,로그인렌트카에서 신형차 렌트해서 제주도 지내는 동안 너무 즐거운 여행 될 수 있었습니다! 전체 차량 금연이라 그런지 차량 내부도 쾌적합니다. 반...,네이버,3.87,22.11.21.월,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7219,도시천사7,,네이버,3.87,22.11.20.일,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7220,살천지확찐자,ㅇㅅㅇ,네이버,3.87,22.11.19.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7221,sss****,좋아요~  근데 네비가 업그레이드가 바로 안되나바요!!  그건 좀 아쉬웠어요,네이버,3.87,22.11.19.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7222,가을남자31,직원분들이 친절해요,네이버,3.87,22.11.18.금,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7223,여독만리,렌터카 인수부터 반납까지 다 좋았어요 그런데 할일도 없이 앉아있는듯한 여직원은 기분나쁠 정도로 불친절하네요 말도 함부로 하고,네이버,3.87,22.11.17.목,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7224,날아라순삼이88,굿,네이버,3.87,22.11.16.수,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7225,서울촌놈인걸요,굿,네이버,3.87,22.11.16.수,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7226,mia****,굿,네이버,3.87,22.11.16.수,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7227,일등54,차량상태는 커녕 저가 렌트라 친절함은 기대 안하고 있었는데 차 결함으로 다음날 교체 신청하는데 친절하게 교체 도와주셨어요. 그리고 요금은 성수...,네이버,3.87,22.11.15.화,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7228,쑤기57,차도 너무 엉망이고 불친절해요유류비를 너무 많이 받네요  ,네이버,3.87,22.11.15.화,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7229,안뇽안뇽4540,좋아요,네이버,3.87,22.11.15.화,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7230,뿡뿡희,좋아요 :),네이버,3.87,22.11.13.일,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7231,Ariel8,"저렴한거 인정. 차량상태는 지저분한 편. 차량 픽업,반납 대기장소장소길 협소. 셔틀에 짐 싣고 내리는거 손님몫. 골프백을 트렁크에 싣지말고 들고 타...",네이버,3.87,22.11.12.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7232,낭긍뎅,봉고 스타렉스 렌트 했는데...그냥 그래요,네이버,3.87,22.11.12.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7233,씨엔씨로지스,그냥저냥 ,네이버,3.87,22.11.11.금,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7234,Jung Man,랜트가 좋아요,네이버,3.87,22.11.11.금,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7235,ilj****,굿,네이버,3.87,22.11.10.목,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7236,자바자바6,굿,네이버,3.87,22.11.10.목,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7237,다다22,ㅎㅎ,네이버,3.87,22.11.10.목,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7238,요리하는고테츠,저렴하게 좋은차량 선택했어요,네이버,3.87,22.11.7.월,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7239,Angelina8489,저렴하게 잘 빌렸어요,네이버,3.87,22.11.6.일,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7240,0000006434,좋아요 ,네이버,3.87,22.11.6.일,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7241,nuwronge,숫,네이버,3.87,22.11.6.일,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7242,sk****,비교적 저렴하게 렌트,네이버,3.87,22.11.5.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7243,밈밈밈밈미,저렴하게 잘 이용했어요~~,네이버,3.87,22.11.5.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7244,없음9449,친절한데 오는 길이 좀 힘들어요,네이버,3.87,22.11.4.금,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7245,sallesia1961,좀더 신속한 친절이 필요 합니다,네이버,3.87,22.11.4.금,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7246,jyh****,굿,네이버,3.87,22.11.3.목,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7247,나가나가타그타그,"BMW X1 차량,,,저렴하게 잘 빌렸습니다",네이버,3.87,22.11.2.수,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7248,수냉,굿.,네이버,3.87,22.11.2.수,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7249,pyg****,비추,네이버,3.87,22.11.2.수,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7250,나이키좋아해,.....흠,네이버,3.87,22.11.2.수,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7251,si0715,가격이 좋아요,네이버,3.87,22.11.1.화,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7252,gjslgjsl0222,친절하고 비수기때 가격이 엄청싸요,네이버,3.87,22.10.31.월,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7253,spi****,완전 불친절 차는 폐차수준,네이버,3.87,22.10.31.월,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7254,ror****,첫비행기를 이용하려면 차를 전날 반납하라네요?이건 말이 안되는거죠 비행기 시간에 맞춰서 이용할수 잇게 해야 될거 같네요,네이버,3.87,22.10.30.일,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7255,pyg****,흐음,네이버,3.87,22.10.30.일,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7256,나이키좋아해,흐으음,네이버,3.87,22.10.30.일,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7257,BSC79,굿,네이버,3.87,22.10.29.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7258,스왕이,그래요 ,네이버,3.87,22.10.29.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7259,cys****,친절해요 ,네이버,3.87,22.10.29.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7260,soo****,좋아요,네이버,3.87,22.10.29.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7261,딸기사탕56,굿,네이버,3.87,22.10.29.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7262,카람님,차 뽑기 실패 ㅜㅜ,네이버,3.87,22.10.27.목,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7263,백두산2016,굿,네이버,3.87,22.10.26.수,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7264,은태맘,굿,네이버,3.87,22.10.26.수,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7265,Angelina8489,저렴하게 잘 렌트했어요,네이버,3.87,22.10.26.수,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7266,맛있는쿠키,굿,네이버,3.87,22.10.25.화,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7267,car****,친절해요,네이버,3.87,22.10.24.월,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7268,ree****,Soso,네이버,3.87,22.10.24.월,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7269,꿈꾸는괴뢰멜리,굿,네이버,3.87,22.10.24.월,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7270,따복성장,굿,네이버,3.87,22.10.24.월,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7271,dnwn601103,ㄱ,네이버,3.87,22.10.24.월,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7272,hs8****,굿굿,네이버,3.87,22.10.22.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7273,yoo****,좋아요,네이버,3.87,22.10.22.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7274,llt****,굳,네이버,3.87,22.10.22.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7275,uio****,굿,네이버,3.87,22.10.22.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7276,으으으으19,굳,네이버,3.87,22.10.21.금,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7277,viwviw,차 깨끗하고 좋았음,네이버,3.87,22.10.19.수,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7278,하이2223,귯,네이버,3.87,22.10.15.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7279,ag3225,Good,네이버,3.87,22.10.15.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7280,해피데이지,차량상태는 그저그렇지만 저렴함.기름은 일부러 많이 채워서 반납함,네이버,3.87,22.10.15.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7281,lyj****,"렌트비가 싼이유가 있어요 차상태 bad, 내부청소상태도 더럽, 그리고 꼭 반납할때 기름채워가세요 모자라다고 3만원내라고 하더이다 못믿겠으면 직...",네이버,3.87,22.10.14.금,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7282,tnr****,굿,네이버,3.87,22.10.14.금,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7283,헤헷0212,잘사용했습니다,네이버,3.87,22.10.13.목,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7284,Chu1776,바로바로  세차는  하시는것  같은데  안 쪽  창이 뿌였다고  해야하나  좀 그래서  밤에  운전하기가  힘들었어요,네이버,3.87,22.10.11.화,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7285,깐돌이멍멍,키오스크는편해용,네이버,3.87,22.10.11.화,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7286,나무느을보오,가격 저렴하고 공항에서 진짜 가까워요,네이버,3.87,22.10.11.화,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7287,Dragon96,좋아요 ,네이버,3.87,22.10.9.일,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7288,아롱다롱무지개,굿,네이버,3.87,22.10.8.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7289,ran****,좋아요,네이버,3.87,22.10.8.토,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7290,스페셜쨈,렌터카 출고시 업체에서 찍은 주유량사진과 반납시 주유량이 다르다고 3만원을 더 달라고 하더라고요. 반납시 찍어놓은 계기판 사진과 맞추려고 주유...,네이버,3.87,22.10.7.금,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7291,흑월요녀,다시는 이용 안 합니다. 기름 가지고 장난치는 것도 아니고…밑에도 저처럼 당한 분들 많이 계시네요…만약 시간이 없어서 그냥 왔으며 합당한 기름...,네이버,3.87,22.10.7.금,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7292,xpe****,주변에 공사하고 있어서 좀 불편했고 차가 외면에 흔적들이 많았어요여직원 불친절,네이버,3.87,22.10.6.목,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7293,대왕소심,기름값 바가지.. LPG차량이었는데 한칸 좀 안되게 차이나서 몇천원 넣기도 그래서 그냥가져갔는데 16000원 결재하라함 출고때 찍은사진 보여주며 한칸...,네이버,3.87,22.10.4.화,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7294,tur****,공항이랑 가까워요,네이버,3.87,22.10.4.화,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
7295,유생무생,굿,네이버,3.87,22.10.2.일,64,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_10%2F1629710044482eckyq_PNG%2FeeQ_ran05ho1Vry9YxyfpDML.png']
