ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT,RENTAL_CAR_ID
1610,혜원,"차량은 편안햇습니다^^"" ""하지만 기사님 및 공항에서 픽업해오는 차량 배차간격이 해도해도 너무하네요 ㅜ 기사님 그냥 미안하다는 한마디햇으면 너그럽게 이해갓을것을,,거짓말하면서 우기고 차안에서 관광객분들 분위기 똥망으로 만들고,, "" ""그냥 기다림을 좋아하시는 분들에겐 추천합니다^^",카카오맵,2,20.11.08.,62
1611,박종하,"차량은 깨끗하고 신차여서 좋았으나. 픽업차량 배차 간격 똥망. 픽업차량 기사분이랑 손님이랑 싸우는거 손님들이 말림 기사님은 안늦었다고 계속 우기고"" ""항의는 본사에 가서 말하라 적반하장"" ""분위기 살얼음장 . 가족들도 많았고 애기들도 있었는데 욕도들림",카카오맵,1,20.11.08.,62
1612,고여진,다른곳보다 저렴하고 직원분들도 친절해서 잘 이용하고 가네요~ 제주올때마다 다른곳 이용하다가 제주엔젤렌트카로 바꾸고나서 제주여행이 더 좋아졌어요 ㅎㅎ 가격도 저렴해서 기분좋게 여행하다 갑니다ㅎㅎ,카카오맵,5,20.10.16.,62
1613,공정리뷰,변질됐네,카카오맵,1,20.07.10.,62
1614,냥술랭가이드,"별로임  처음부터 기름 앵꼬난 차 줘서 시작부터 기름넣는다고 애먹었슴; 그담에 기름 좀 더 넣고 반납했더니 처음보다 덜넣었다고 기름비 내노라함 -- 사진안찍었으면 그대로 삥뜯길뻔 사진보여주니까 하, 참;; 아 그냥가세요 이래뿝니다  내가잘못했나  여기가면 삥뜯겨요",카카오맵,1,20.06.24.,62
1615,미니,"다른데서 악평하나요? 모 최고는 아니지 고객센터 상담원분 친절하고, 차량 인수 반납 문제없었어요"" ""우선 숙소랑 가까워서 선정했습니다. 카시트도 잘 달려있구요. 아, ㅋㅋ다음엔 물한병이라도 서비스 부탁드려요",카카오맵,4,20.06.10.,62
1616,루이스, ,카카오맵,5,20.06.01.,62
1617,효롤루루,다른곳 보다 저렴하게 렌트카랑 호텔 예약 했어용~!!,카카오맵,5,20.04.27.,62
1618,킹받으면별하나,"직원들 친절하고, 차량상태도 좋았습니다.  차량도 깨끗했고 내부 청소도 잘되어있었고  담배냄새같은것도 없었어요.  가격도 무척이나 저렴했고^^ 더군다나 기름을 꽤 과하게 많이 넣어서 반납했더니 인수시때보다 초과주유된 기름에 대한 비용은 "" ""계좌로 환불도 해주시네요^^"" ""즐거운 휴가에 좋은 렌터카 이용해서 좋았어요. :-)",카카오맵,5,20.03.16.,62
1619,박영섭,"직원들이 업무처리가 깔끔하지가 않네요. 운전경격 30년이넘었는데. 운전경력증명서가  있어야 된다고 하지않나  운전경력 100년은 되야 빌릴수있나?"" ""우쫘튼간에 빌리긴 발렸는데 . 성질도 많이냈음."" ""가격이 착해서 빌린다.",카카오맵,1,20.02.05.,62
1620,프랭키 더 용,"일하는 직원들이 친절하지는 않으나 "" ""타 업체보다 저렴한 가격에 이용할 수 있다.",카카오맵,4,20.01.27.,62
1621,민경,차가 깨끗하고 친절했어요. 즐겁게 여행하고 갑니다,카카오맵,5,20.01.09.,62
1622,jIN_lEE,"가격도 저렴하고, 차량 인수도 금방되고 최고 였네요. 셔틀기다리는 시간이 다소 긴점이 아쉽. 그래도 대형버스라 이동하는덴 문제 없었네요.",카카오맵,4,19.12.30.,62
1623,..,하.. 불친절도 어느정도지 행복해야할 여행이 렌트카 때문에 다 망쳤네요;,카카오맵,1,19.12.10.,62
1624,붕붕이,"직원 태도가 매우 불친절합니다... 차량 내부도 청결하지 않아 물티슈로 다 닦고 이용할 정도였어요"" ""렌트카 이용하면서 이런적은 처음이에요..."" ""두번다시 이용하고싶지 않네요ㅡㅡ",카카오맵,1,19.12.08.,62
1625,여행자,"진짜 렌트카 이용하면서 이런적은 처음일정도로 실망스럽네요;;"" ""3박4일 렌트하였는데 이용중에 두번이나 차량 베터리가 방전되서 그자리에서 렉카차 기다리느라 시간소모하고 또 30분동안은 시동끄면 안된다고해서 또 시간소모하고 여행 일정이 이것 때문에 많은 차질이 생겼는데 직원 태도가 굉장히 불쾌할정도로 불친절하네요. 첫번째 방전되었을때는 우리가 차량관리를 잘못해서 그런것처럼 얘기하고 두번째 방전되었을때는 이런거때문이다 저런거때문이다 변명만 늘어놓네요ㅡㅡ 결국 계속 항의하니까 살짝 더 좋은 렌트카로 교체해줬네요 웬만해서는 다 좋게 하고 후기도 안남기는데 이번일은 기분좋은 여행이 렌트카 때문에 화가날정도라 후기남깁니다. 좋은 후기보고 이용하였는데 굉장히 실망스럽네요. 1점도 아깝네요.",카카오맵,1,19.12.08.,62
1626,산,"1)예약완료후에도 홈피를 자주 들락거려야함. 내가 예약완료한 동일차종이 특가로 더 저렴하게 나올때도 있음. 2)08시부터 셔틀버스가 운행하는데 25인승 콤비 정도로 작아 짐을 작은 버스내에 싣고 사람이 타는 것이 피난민 행렬같음 3)예약접수는 친절한데 차량 수령 접수할때 옆 사람은 친절하던데 내가 선 줄은 조폭에게 당하는 줄 알았음."" ""4)완전 자차이므로 차량 반납 절차가 간단하고"" ""5)차량상태는 2018년식이므로 양호함",카카오맵,3,18.08.04.,62
1627,마루가지나가다,"차 상태 완전 안 좋음, 냄새 나고요, 시동도 발렛 해주는 직원이 당황할 만큼 잘 안 걸림 ㅋ 후방카메라? 있으면 뭐해 아예 안 보이는데 그리고 진짜 화나는게   아침 8시에 빌리는데 7시 35분에 도착했음  40분부터 무인기가 된다고 해서 기다렸다가 40분에 무인기로 계약서를 쓰고 차가 나올 때까지 또 기다림 여기까지 ㅇㅋ 문제는 8시에 빌렸는데 차 준비 안 되어서 결국 8시 20분에 차 점검하며 사진 찍기 시작함  늦어서 죄송하단 말? 없음 당연함 짜증나서 반납 할 때 똑같이 20분 늦게 가지고 감 추가 요금 8천원 내라고 함ㅋ 내 총 이용시간은 똑같은데; 그럼 지들이 일찍일찍 준비를 해 놓던가"" ""지들 손님한테 늦게 주는 건 괜춘, 손님이 늦게 주는 건 안 괜춘 "" ""뭔 개소리; 진짜 더럽고 짜증나서 다시는 여기 안 이용해",카카오맵,1,22.08.06.,63
1628,돌돌이,공항에서 멀고 불친절하고 차 상태도 안좋음 이렇게 차 컨디션 안 좋은 렌트는 처음임,카카오맵,1,22.07.21.,63
1629,킴킴스,개불친절 절대 가지 마세요,카카오맵,1,22.06.30.,63
1630,kang,"인간적으로 차가 너무더럽다 청소좀합시다...해도너무하네...하기싫으면 눈에보이는데라도 대충하던가...차량관리개판이네"" ""살다살다 이렇게 더러운렌트카는 처음이네..."" ""그리고 20만넘은 휘발유찬데...연비최악...",카카오맵,1,22.04.27.,63
1631,육지민,즐겁게 제주 여행오면서 기분 잡치고 싶으신 분은 꼭 여기 이용하세요! 직원 기분에 따라 일방적으로 예약 취소하는 멋진 곳입니다! 역대 제주 렌트카 회사 중 최악ㅎ 평 안 좋은 데는 다 이유가 있습니다,카카오맵,1,22.03.28.,63
1632,ㄱ한민기,"여러 곳을 몇날 몇일을 검색하다가 '돌하루팡'을 통해서 싼타페 21년 7인승을 렌트했습니다. 여러곳의 후기를 보고 제주 렌트카는 거의 믿지 못하는 분위기... 막상 가서보니 댓글과는 사뭇 다른 느낌이었습니다. 각자 보는 관점이 참 다양하다는 것을 알게되었네요. 저는 가성비 좋았습니다.  주행 거리도 4300키로 정도 그리고 차량 외관도 깨끗한 편이었습니다. 물론 반납시 주유량이 오버된 부분은 그냥 넘어가시더군요, 셔틀이 오래된 것 그리고 차량 유리 상태는 부탁을 드렸었는데 제주 특성상 그런지 지저분 하기는 했습니다. 총평은 회사에서 유리 청소만 잘해주셔도 좋을 것 같습니다. 또 이용하겠습니다.",카카오맵,5,22.02.28.,63
1633,Hong,"후기 보고 살짝 걱정했는데"" "" 아주 저렴한 가격에 2박3일 잘  사용했습니다. 차량도 쏘렌토 2022년 완전  새차로 배정해 주셔서 너무 감사해요. 반납할때도 신속해서 좋았습니다^^",카카오맵,5,22.01.21.,63
1634,하윤지,완전 만족 !!!!! 아반떼 신형 빌렸는데 차 너무 깨끗하고 직원분들도 넘 친절하세용  ~~~ 출차 반납 둘다 빠르게 진행해주셔서 좋았어요 :) 담에 또 빌릴게용 !! 민증 찾아주셔서 감사합니다ㅜㅜ!!,카카오맵,5,21.12.20.,63
1635,크롱,"여기 개판입니다 절대 비추 차가 기본이 10만넘은 낡은차에"" ""더 문제는 냄새가 지독하고 세차도 안함"" ""관리 자체가 안되어있습니다",카카오맵,1,21.11.05.,63
1636,ssun,"차는 충전도 안해서줘서 시간날리고 "" "" 서비스엉망",카카오맵,1,21.10.23.,63
1637,솔직,"우리가 쓴 렌트카 입니다. 20만키로를 탄 차였어요. 뒤쪽 시야는 비온듯 했어요. 앞쪽 시야도 조금만 수분기 있으면 뿌옇게 보였고요. 미러는 접을때마다 끼익끼익했고 한쪽은 끝까지 접히지 않았어요. 밤에 서귀포 숙소로 가기 위해서 한라산 넘어야 할 때는 도저히 무서워서 다른차로 바꿔달라 그랬더니 당장은 차 없다고 아침에 연락준다고 했어요. 그치않아도 어두운 한라산 넘을때는 진짜 강 건너는 줄 알았습니다. 그리고 아침에 이 차종은 모두 똑같아서 바꿔 줄 수 없단 답변 들었습니다."" ""제주에는 렌트카가 워낙 부족하니까.. 그냥 써야지요..낮에는 그래도 보이거든요.. 진짜 궁금한데 보험회사는 이런 차량도 보험 비용도 똑같이 받을까요? 전 운전하기 너무 무서운데요. "" ""차 알못이라 오래된 모델인지 별 관심없이 저렴하다고 빌린 제 잘못입니다. 오래된 차는 앞 뒤가 잘 안보이는지는 몰랐어요. 어쩌피 밤에는 무서워서 못타니까 더 이상 싼 줄도 모르겠어요. 기종 모델 잘 보시고 대여하시길 추천드립니다.",카카오맵,1,21.10.04.,63
1638,분,정말... 차상태가 좋지 않은...ㅠㅠ 내부청소좀 해주시고 유리창 유막제거도 좀 하셔야될 것 같아요 냄새 안나는게 기적인 수준,카카오맵,1,21.07.04.,63
1639,장기화,차 상태 깔끔해요! 잘 사용했습니다!,카카오맵,4,22.12.29.,64
1640,.,최악입니다 가지마세요 다이 깨자는건지..다시는 안간다,카카오맵,1,22.12.15.,64
1641,맛집찾기,완전최악. 돌하루팡에서 연결되어 그냥 예약했는데 출발하자마자 앞이 안보여서 자세히 보니 안이 더러워서 안보이는거였음. 차 세워서 물티슈 마른휴지 순으로 미친듯 닦고 겨우출발. 22년식 렌트했는데도 더럽고 이전사람이 썼던 마스크그대로 던져져 있고ㅡㅡ반납할때 40퍼센트 썼다고 하더니 10%에 8천원이랬으면서 4만원 결제했음. 진짜 제주 많이 갔지만 최악의 렌트카 이런경우는 처음이었음.,카카오맵,1,22.12.14.,64
1642,소문,"전기차 좋네요  렌트비도 저렴하고, "" """" ""전기차 강추입니다",카카오맵,5,22.12.03.,64
1643,영웅호걸,"제발 절대 가지마세요 제발 진짜.."" ""주인이 왕입니다 이곳은.. 기름 한칸에 3만원 가까이 부르고 쉽지 않습니다.."" ""여행 전에 보셨다면 지금 당장 평 좋은곳 가세요ㅠㅠㅠㅠ",카카오맵,1,22.10.30.,64
1644,동글동글,처음 차인계 받을때 휠보함료 25000원추가 기름 1칸 차이 13000원 추가 .  차량 주머니에 남이 쓰다버린 마스크 위생불량 .  추가추가추가 ~~~~,카카오맵,1,22.10.13.,64
1645,너의JH,"후기들이 안좋아서 어떨까 했는데 그냥저냥 가성비 따지면 나쁘지 않네요. 비수기라 그런가 차량상태 양호했고 20분 늦어서 8천원 추가 됐긴했지만"" ""전기 만원 충전해서 추가 없이 알뜰히 탔습니다.",카카오맵,4,22.09.27.,64
1646,강창도,"연료 1.2칸 차이난다고 22000원 바가지 씌움... "" ""그래서 후기 남기러왔는데, 이렇게 평이 안좋았군요.."" ""덕분에 이제 무조건 후기 좋은 업체 이용해야겠다는 교훈을 얻었습니다.",카카오맵,1,22.09.13.,64
1647,혱,"1분이라도 늦으면 10000원 추가됨 아반떼 연료 1.2칸 = 22000원 추가됨 청소상태 불량은 덤"" """" ""그냥 딴데 이용합시다 ㅎㅎㅎㅎㅎ",카카오맵,1,22.09.13.,64
1648,해장국,"살면서 직원이 손님한테 시비터는곳은 처음봄ㅎㅎ"" ""돈 더내더라도 좋은곳가세요제발,,,"" ""좋았던 제주여행 렌트카직원 몇명때문에 최악의기억으로 남네요",카카오맵,1,22.09.12.,64
1649,rel, ,카카오맵,1,22.09.07.,64
1650,김동호,네비도 고장이고 청소상태 별로임,카카오맵,1,22.09.01.,64
1651,제이,"별점이 낮아서 저도 걱정 많았는데 결론적으로 저렴하게 잘 이용했습니다. 티몬에서 조금 더 주고 신형 차량으로 렌트했고(진짜 얼마 차이 안남), 추가 보험도 구매했습니다. 차 상태도 완전 좋았고 반납 시에도 깔끔했습니다. 남은 기름은 요청 시에 환불해줍니다. 생각보다 대만족이었습니다.",카카오맵,5,22.08.28.,64
1652,빈센트,"그냥 최악입니다. 기분 좋은 제주도 여행의 첫 출발과 마지막을 기분 잡치고 싶으시면 여기 이용 추천드려요.   고객의 편의, 여행을 도와주고자 하는 서비스 정신은 전혀 없고 불친절, 비상식 그 자체입니다. "" """" ""다른 친절한 렌트카 업체들 많을테니 돈 좀 더 내더라도 그런 곳 이용하세요 제발.",카카오맵,1,22.08.28.,64
1653,keen,평이 안좋아서 걱정했지만 생각보다 괜찮았어요 키오스크로 접수라서 대면 안해도 되고 공항 바로 근처라서 비행기를 엄청 가까이서 볼 수 있고 대신 들어가고 나오는 길이 좀 좁았어요 차는 22년 신차를 빌려서 네비도 내장식으로 되어있어 카플레이도 되고 누가 박은건지 새차에 흠집있는게 마음아팠습니당ㅠ 오래된 차인게 싫으면 연식보고 최신식 타면 될 거 같고 단점을 꼽자면 처음 시작에 기름이 너무 적어서 넣고 시작해야했다는 점? 그리고 며칠전에 다른 곳에서 빌린 다른차보다 기름이 더 많이 드는거 같았어요 이건 아마 차의 문제겠죠? 암튼 결론적으로는 만족했습니다,카카오맵,4,22.08.13.,64
1654,ノリタケ,"후기 보이시죠? 가지마세요. "" ""여행 첫날부터 기분 잡치지마세요들.",카카오맵,1,22.08.06.,64
1655,권태환,"믿고 거르세요 K3 렌트했는데 차내부 청소도 안해 놓고 직원은 완전 불친절한 정도가 아니라 고객한테 대놓고 덤비고 시비걸고 여행기분 처음부터 망쳐놓네요 "" ""주유계기판도 조작한거 같아요 k3치고 연비가 너무 떨어지더라구요 "" ""후기 쓰는거 귀찮아서 안하는데 이 업체는 정말 이용하지 마세요",카카오맵,1,22.08.03.,64
1656,퐁실푱실,"진짜 개비추요,,,, 네비게이션 뜯어지고 차가 너무 옛날거고"" ""전화했더니 원래 그런차래요....ㅎㅎㅎ"" ""몇천원 더 해서 다른곳에서 예약하세요...",카카오맵,1,22.07.27.,64
1657,뉴누,"7/24-25 후기"" """" ""후기보고 걱정이 좀 되었는데, 1박2일 문제없이 잘 타고 왔습니당! 사진이 출발전 외관 찍은거 밖에 없네요; 도착하면 키오스크로 계약서 확인하고 인수하게 되어있어서 친절하고 안하고를 느낄 틈이 없고요… 저는 코나 2020년형이어서 그런지 차도 깨끗했어요! 완전자차로 변경하고 싶었는데 로그인은 고급자차=완전자차 혜택이라고 하셔서 타이어 휠 보험 1만원만 추가했구요! 충전카드가 없어서 여쭤봤더니 그냥 타고 전기 안채우고 반납하면 된다하셨어용 (전기충전은 1만원 미리 결제했습니다) 뭐 다 해도 너무 저렴했어서 저는 만족해요! 가성비굿… 티몬 제주패스투어 통해서 산거라 다음에 구매하면 같은 업체로 될 확률이 크지 않은거 같지만 또 배정된다고 해도 저는 이용할거 같아요 ◡̈ 제 뒤에 있던 아주머니도 아주 잘탔다고 사장님(?)께 가서 얘기하고 계시더라구요!",카카오맵,5,22.07.26.,64
1658,Windpath,"정말 웬만해서 후기 안 쓰는데 정말 이 업체는 써야 되겠네요 타이어 휠 녹슴 주유 계기판 조작 (만원 추가요금 지불함) 청소상태 개판 타이어 상태 개판 (인수 후 30분 만에 공기압 문제 생김)"" ""양아치 업체 다시는 이용 안 합니다."" ""그리고 밑 후기에 저렴한 맛에 타면 그냥 참으라는 식으로 적혀있던데 안전과 관련된 걸로 장난치는 건 진짜 아니라고 생각합니다.",카카오맵,1,22.06.30.,64
1659,Bbong,"후기가 너무 안좋아서 다른 곳 예약하려다가 복불복 일수도 있고 나도 한 번 체험? 해봐야겠다 싶어서 예약했는데 전 만족합니다 가격이 가장 저렴한게 포기가 안되긴 하더라구요 키오스크 가서 예약한거 화면보면서 입력하고 면허증 스캔하고나면 직원분이 이름을 크게 외쳐서 오래 안기다리고 바로 찾았구요, 차량 상태, 기름양 설명해주시고 쿨하게 가셨습니다ㅎㅎ 반납할때도 쓰레기 차에 두고 내리시라고 하시고 짐빼고 바로 끝났어요  후기가 너무 안좋아 걱정스러워서 출발전에 남자친구한테 혹시 직원분들이 불친절하다는데 욱하지 말라고 했는데 여행 끝내고 공항 셔틀 기다리면서 왜 후기가 안좋은지 모르겠다고 서울가면 후기 남겨야겠다고 하고 무사귀환 했습니다"" """" ""전 다음에도 또 이용할 예정입니다~~~",카카오맵,5,22.06.29.,64
1660,써니,"여행끝나고 집와서 보니"" ""고급자차포함으로 보험들고 렌트가격 지불했는데"" ""차를 픽업해온 제 동생에게 보험안들어져있다고 추가금 15,000원 더 결제하게하셨더라구요? 내일 문의남기겠습니다",카카오맵,1,22.06.29.,64
1661,다쮸리,"2박3일 저렴하게 이용했는데 차도 깨끗하고, 공항 셔틀버스도 잘 되어있어서 빠르게 차 받을 수 있었습니다."" ""백을 가방에 두고 반납했는데 다음날 바로 확인해주시고 택배로 보내주신다고 하셨어요ㅠㅠ"" ""직원분들 다 친절하시고 저는 다음에 또 이용할 것 같습니당",카카오맵,5,22.06.24.,64
1662,도라꾸,날강두 여기 걸르시길,카카오맵,1,22.06.23.,64
1663,정승원,"6월 14일~17일까지 이용후기"" ""티볼리에어 대여했고요. 별점테러 많아서 내심 걱정했지만. 잘 탔습니다. 솔직한 후기니 참고하세요."" ""차량내부는 기아쪽에 먼가 붙어있어서 걍 물티슈로 슥슥 닦아서 사용해드렸고요 ( 국물?커피?) 솔직히 이용하는데 전혀 문제없었습니다. 이런걸로 문제삼을거면 육지에서 자차들고 배타고 들어가시거나 더 비용을 지불하고 메이커 업체 이용하심이 맞죠? 직원분들하고 별 얘기나눌기회없어서 불편한점도 없고요. 전~ 자알 타고 다녔습니다. 인수시 렌트특성상 살짝살짝 흠이나 기스 있어서 사진은 찍어두었으나  내심 반납시 걱정되었으나 반납시 전혀 문제삼지 않았기에 무척 편했고요. ( 직원분 슥슥 보시드만 ㅇㅋ 싸인) 22년형이라 그런지 타이어상태나 이런건 양호했고요 .  아 단 한가지. 앞유리 주향중 닦으려고 워셔액 눌렀으나 ㅋㅋ 시들어가는 오줌발처럼 안나오던데 이런건 좀 ㅋㅋ 평소 점검시 보충해주셨으면 합니다. ㅎㅎㅎ  운전경력 20년입니다. 저렴한 가격에 잘 이용했습니다. 전 다음에도 다시 이용의사 있습니다. 여기저기 다 타는 렌트인데. 큰 문제 아니면 흠잡지 말고 타시길. 전 별점 4점 드립니다. 번창하십시오 !",카카오맵,4,22.06.20.,64
1664,쟈룬,별 1개도 아까운 렌트카 업체 완전 양아치 마인드에 차는 14킬로 가까운 차라서 겨우 굴러가는 수준 게다가 주유하고 주유 눈금이 30분간 천천히 올라가는 마술까지.. 공회전 안 돌렸으면 하마터면 주유하고 기름값 추가로 낼뻔 했네요… 절대 절대 비추합니다.,카카오맵,1,22.06.07.,64
1665,정은진,"별하나도 주고싶지 않은곳.평점1.8에"" ""양아치라는 댓글이 많은 이유를 알것같음."" ""차는 바퀴가 있으니 굴러는감.더이상 기대하면 안되는수준. 조심해야할 업체.",카카오맵,1,22.05.27.,64
1666,Earth,저렴한 가격에 깨끗한 차 빌려서 잘 쓰고 반납했습니다! 좋은데 평점이 왜 이런 지 모르겠네용..,카카오맵,5,22.05.26.,64
1667,햄머님,"전 비추 업체입니다 올뉴카니발을 빌렸는데 내부세차는 커녕 외부세차도 안해주는 업체는 처음봤습니다  외부 확인했으면 빨리 빼라고 하질않나 전 비추입니다 눈에 보이는 쓰레기만 치운흔적 참고로 이에 개선요청하려 홈페이지 접속했지만 소비자불만을 적을수 없는 업체"" """" ""전다시 이용하고 싶지 않네요",카카오맵,1,22.05.24.,64
1668,ㅋㅋ,"방금 4박5일 전기차 렌트하고 다녀옴  고급자차조건이 다른회사 대비 좋았고 20년무사고경력이지만 단독사고시에도 면책금없이 보상되는점이 중요함 주차하고 내가 모른사이 다른사람이 사고내고 튈경우에 난처해질수 있음, 친절하진 않았지만 불쾌하지도 않음 별문제없이 잘씀 전기차 만원에 완충조건도 다른데 비해 좋았음 잘사용했고 차후에도 재이용계획있음",카카오맵,5,22.05.21.,64
1669,이지연,"불친절, 셔틀 기사님 승질..",카카오맵,1,22.05.21.,64
1670,^^,불친절.,카카오맵,1,22.05.01.,64
1671,jujumi,차 컨디션은 그냥그랬으나 나름 만족합니다. 일행이 안 와서 차 받고도 한 시간이나 기다리게 됐는데 직원 분들이 친절하게 대해주셨어요. 후기보고 걱정했는데 다음에도 이용할 거 같네요(가성비 좋아서). 반납할 때 보니까 차에서 흡연했으면서 되려 소리지르며 싸우는 진상 있었는데 그런 사람들이 후기 안 좋게 남기는 건가 했을 정도.. 그리고 출고랑 반납 매우 일사천리입니다.,카카오맵,5,22.04.28.,64
1672,?,말장난 심하고 연락 잘안되는 업체,카카오맵,1,22.04.27.,64
1673,kb, ,카카오맵,1,22.04.05.,64
1674,마젤란,차가 너무너무 더러워요. 차 처음 받을 때 상태가 이래요. 기본적인 세차도 안해서 주나요? 차 상태 너무 안좋고 기본으로 주는 핸드폰 거치대도 부러져 있어요.,카카오맵,1,22.03.26.,64
1675,H.M,"싼맛에 가는 곳입니다 아래 댓글  다신분들 말씀 맞아요  개 싸가지 직원들 친절한 창량상태 좋음"" ""검증된 렌트카로 가심~ 건설현장이나"" ""굴러가기만 됨 이런분들 사용하기 좋은 곳",카카오맵,1,22.03.12.,64
1676,숙,"완전 깨끗하게 청소되어 있었고, 친절하고 저렴히 2박3일 잘 사용했습니다. 걱정했었는데 전혀였어요^^",카카오맵,5,22.03.09.,64
1677,gngn,"1. 차량상태가 안좋음. (스마트키 배터리없는지 작동안된적이 많음, 시동걸릴때마다 감사하다고 생각함, 갑자기 에어백경고등이 켜졌지만 아무일없었던게 감사함.)  2. 네비도 얼마나 오래된건지 과속단속구간 알림이 전혀없어서 그냥 핸드폰거치대 하나사서 카카오네비틀고 다님."" """" ""3. 완전자차로 보험들고갔는데 휠,타이어 보험은 따로 신청해야됨.",카카오맵,1,22.02.06.,64
1678,.,"처음엔 괜찮은것 같았는데, 기름이 굉장히 빨리 닳아요."" ""세차도 안돼서 트렁크 만질 때 마다 손이 더러워지구요"" ""검정색으로 예약했는데, 흰차를 주셔서...",카카오맵,1,22.02.03.,64
1679,김폴,"싼가격에 타서인지 실내청소 엉망입니다. 복불복이라고 하기엔 좀 그래요 가장 심각한건 셔틀버스 운전기사 입니다"" ""다른 업체와 완젼 비교되네요"" ""열에 아홉이면 손님들 캐리어 받아 짐칸 넣어주던데 여긴 차대놓고 짐칸 물열어놓고 딴데 휙 갔다가 손님이 실어놓길 바랍니다 짐칸에 가방들이 많아서 공간이 부족하면 공간정리해서 받아주던데 여긴 옆에 서서 쳐다보며 더 밀어넣어요 말로 시킵니다ㅎ",카카오맵,1,22.01.23.,64
1680,차왕,"너무 편하고 친절하던데 왜 그러지..."" ""내차아니면 당연불편하고 맘에안들겠죠"" ""새차는아니지만 그리 나쁘지않았습니다",카카오맵,5,22.01.22.,64
1681,이승민,"가격에 비해 차량에서 냄새나고 상태 안좋아요. 직원이 마스크도 제대로 안쓰고 일하고 대기실이 전무해 추운데 20분 넘게 기다렸어요.  고객 응대도 불친절해요."" ""그리고 기름 만원어치면 다 찰 양을 2만원 뜯어가네요? 사기치는것도 아니고 이게 뭡니까.. "" ""여기서 절대 렌트하지 마시고 다른데서 렌트하세요.",카카오맵,1,22.01.18.,64
1682,Transport trip,"예약하고 나서 후기를 보니 불친절과 청소 불량 후기들이 많았고 전기차를 처음 이용해본지라 예약을 취소할까 많은 고민을 하다가 다시 찾아서 예약하기엔 시간이 없어서 그냥 이용했습니다. 근데 걱정과 달리 저는 별문제 없이 이용하고 반납했습니다. 키오스크로 예약된 정보를 접수하다 보니 직원과 대화를 나눌 일이 없었고 차량 내 흡연 금지 등 간단한 안내만 듣고 출발. 반납할 때도 담당자가 차 둘러보더니 가시면 된다고 끝."" ""전기차라 충전 안 시키고 반납해도 돼서 좋았고 인수할 때도 충분히 충전되어 있어서 3일간 충전 걱정 없이 충분히 이용했습니다."" ""공항 오가는 셔틀버스도 오래 기다리지 않고 불편하지 않게 이용했어요. 전기차가 처음이라 기대와 걱정이 있었는데 덕분에 새로운 경험을 했고 비용이 맞으면 다음에도 친환경 차량을 이용하려고 합니다.",카카오맵,5,21.12.16.,64
1683,나리아빠,"비추  절대 비추  16만 킬로 아반테"" ""불친절"" ""조폭직원",카카오맵,1,21.12.15.,64
1684,먹지호,"저도 리뷰보고 걱정했는데 아랫분이랑 똑같습니다 저흰 코나 썼는데 차 상태 좋더라구요   내부 청소는 바람으로 몇번 쏘시는거봐선 청소가 잘 안되어있을 수 있겠다 생각했습니다"" """" ""그래도 별 문제 없이 이용했고 2만원 추가로 내서 제일높은 보험 들었습니다",카카오맵,5,21.12.15.,64
1685,..,리뷰 보고 걱정했는데 반납할 때 별다른 문제 없었어요 근데 차가 진짜 더러워요 ㅎ... 세차 안하는거 같은데,카카오맵,2,21.11.14.,64
1686,처음처럼,"안이고 밖이고 너무 지저분함. 최소 내부세차는 해야는거아님? 제주도 자주 가는데 이런 업체 처음. 불친절+돈돈돈~ 더제주 사이트 이용해서 저렴해서 선택했는데 최악의 선택였음."" ""혹시라도 이업체 이용하신다면 꼭 꼭 꼭 완전자차+특약 모두 하시길."" ""조그만 접촉시고라도 생긴다면;; 쓰리고,피박,멍따,광박쓸듯",카카오맵,1,21.11.12.,64
1687,최윤영,"개썩다리 차 빌려주고 반납하니까 나보고 긁었냐는데 개어이없네 ㅋㅋㅋ"" ""동네 양아치들 데려다가 장사해도 얘들보다 친절하겠음 반말찍찍 싸지 않나 다른건 몰라도 렌터카는 싼거 빌리지 마세요 여기 차량관리도 개판입니다",카카오맵,1,21.11.08.,64
1688,헤헤,끔찍하게 불친절합니다. 모든 렌트카 업체 분들이 그렇지는 않겠지만 이상하게 이 업체 소속 직원들은 세상에 불만이 많은 루저들만 있는 것 같네요. 절대 절대로 가지 마십시오 제주도에는 렌트카 업체가 많습니다,카카오맵,1,21.11.07.,64
1689,혜리,차관리엉망 18년식이라는데 깡통모델에 마후라가 터졌는지 시속60만 되도 오토바이 뺨치는 왱왱소리때문에 운전하는내내 조마조마 바퀴는 마모되서 차가 얼마나 밀리는지 달리는 중간에도 울컥울컥 진짜 최악입니다 인생로그아웃하고싶음 타세요 여행내내 운전하는게 불안해서 긴장하고 운전해서 컨디션도 별로고 최악입니다 싸다고 절대 하지마세요 엄청 싸지도않아요,카카오맵,1,21.10.26.,64
1690,수현,"별 한 개도 아까워요 어지간히 싫었어요 차 상태가 거의 굴러다니는게 감사한 수준 남편이 진짜 보살이네요..남편 운전실력 아니었으면 이 차 끌고 어떻게 다녔을까 싶어요^^ 심지어 이 차도 첫번째 차 마음에 안들어서 교체한 차였거든요."" ""그리고 코로나 시국에 직원분들 마스크 좀 제대로 써주세요."" ""특히 한 분은 마스크 제대로 쓰지도 않으시고 쏘아붙이듯 말하는거 너무 불쾌했네요",카카오맵,1,21.10.01.,64
